name,compiler,type,threads,input,failed_requests,major_faults,complete_requests,cycles,dtlb_store_misses,sgxtime,tput,lat,branch_misses,branch_instructions,mpxerrors,num_clients,sgxmem,dtlb_load_misses,dtlb_stores,time,instructions,minor_faults,dtlb_loads,mpxbtnum
bin/httpd,icc,mpx_no_narrow_bounds_only_write,1,13,0,,521234,,,,26061.69,0.499,,,,13,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds_only_write,1,17,0,,699544,,,,34977.14,0.486,,,,17,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds_only_write,1,21,0,,861134,,,,43056.61,0.488,,,,21,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds_only_write,1,25,0,,869884,,,,43494.15,0.575,,,,25,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds_only_write,1,29,0,,884289,,,,44214.45,0.656,,,,29,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds_only_write,1,31,0,,857640,,,,42881.74,0.723,,,,31,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds_only_write,1,33,0,,903904,,,,45195.06,0.73,,,,33,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds_only_write,1,35,0,,893046,,,,44652.04,0.784,,,,35,,,,,,,,
bin/httpd,gcc,asan,1,1,0,,26840,,,,1342.0,0.745,,,,1,,,,,,,,
bin/httpd,gcc,asan,1,5,0,,180865,,,,9043.11,0.553,,,,5,,,,,,,,
bin/httpd,gcc,asan,1,9,0,,340608,,,,17030.39,0.528,,,,9,,,,,,,,
bin/httpd,gcc,asan,1,13,0,,509231,,,,25461.49,0.511,,,,13,,,,,,,,
bin/httpd,gcc,asan,1,17,0,,678942,,,,33947.09,0.501,,,,17,,,,,,,,
bin/httpd,gcc,asan,1,21,0,,851031,,,,42551.51,0.494,,,,21,,,,,,,,
bin/httpd,gcc,asan,1,25,0,,887546,,,,44376.83,0.563,,,,25,,,,,,,,
bin/httpd,gcc,asan,1,29,0,,922710,,,,46135.41,0.629,,,,29,,,,,,,,
bin/httpd,gcc,asan,1,31,0,,905943,,,,45296.73,0.684,,,,31,,,,,,,,
bin/httpd,gcc,asan,1,33,0,,900069,,,,45003.36,0.733,,,,33,,,,,,,,
bin/httpd,gcc,asan,1,35,0,,891220,,,,44560.47,0.785,,,,35,,,,,,,,
bin/httpd,clang,asan,1,1,0,,23930,,,,1196.46,0.836,,,,1,,,,,,,,
bin/httpd,clang,asan,1,5,0,,155081,,,,7754.04,0.645,,,,5,,,,,,,,
bin/httpd,clang,asan,1,9,0,,332099,,,,16604.77,0.542,,,,9,,,,,,,,
bin/httpd,clang,asan,1,13,0,,517577,,,,25878.79,0.502,,,,13,,,,,,,,
bin/httpd,clang,asan,1,17,0,,655210,,,,32760.27,0.519,,,,17,,,,,,,,
bin/httpd,clang,asan,1,21,0,,773896,,,,38694.7,0.543,,,,21,,,,,,,,
bin/httpd,clang,asan,1,25,0,,825097,,,,41254.84,0.606,,,,25,,,,,,,,
bin/httpd,clang,asan,1,29,0,,867682,,,,43384.07,0.668,,,,29,,,,,,,,
bin/httpd,clang,asan,1,31,0,,882845,,,,44141.94,0.702,,,,31,,,,,,,,
bin/httpd,clang,asan,1,33,7,,839917,,,,41995.75,0.786,,,,33,,,,,,,,
bin/httpd,clang,asan,1,35,0,,855416,,,,42770.58,0.818,,,,35,,,,,,,,
bin/httpd,gcc,asan_only_write,1,1,0,,25442,,,,1272.07,0.786,,,,1,,,,,,,,
bin/httpd,gcc,asan_only_write,1,5,0,,145125,,,,7256.14,0.689,,,,5,,,,,,,,
bin/httpd,gcc,asan_only_write,1,9,0,,335250,,,,16762.49,0.537,,,,9,,,,,,,,
bin/httpd,gcc,asan_only_write,1,13,0,,507048,,,,25352.39,0.513,,,,13,,,,,,,,
bin/httpd,gcc,asan_only_write,1,17,0,,686428,,,,34321.23,0.495,,,,17,,,,,,,,
bin/httpd,gcc,asan_only_write,1,21,0,,787296,,,,39364.76,0.533,,,,21,,,,,,,,
bin/httpd,gcc,asan_only_write,1,25,0,,828053,,,,41402.63,0.604,,,,25,,,,,,,,
bin/httpd,gcc,asan_only_write,1,29,0,,891495,,,,44574.68,0.651,,,,29,,,,,,,,
bin/httpd,gcc,asan_only_write,1,31,0,,882173,,,,44108.41,0.703,,,,31,,,,,,,,
bin/httpd,gcc,asan_only_write,1,33,0,,876986,,,,43848.92,0.753,,,,33,,,,,,,,
bin/httpd,gcc,asan_only_write,1,35,0,,907423,,,,45364.71,0.772,,,,35,,,,,,,,
bin/httpd,gcc,native,1,1,0,,34049,,,,1702.42,0.587,,,,1,,,,,,,,
bin/httpd,gcc,native,1,5,0,,176948,,,,8847.4,0.565,,,,5,,,,,,,,
bin/httpd,gcc,native,1,9,0,,337805,,,,16890.24,0.533,,,,9,,,,,,,,
bin/httpd,gcc,native,1,13,0,,543716,,,,27185.73,0.478,,,,13,,,,,,,,
bin/httpd,gcc,native,1,17,0,,704536,,,,35226.74,0.483,,,,17,,,,,,,,
bin/httpd,gcc,native,1,21,0,,921231,,,,46061.5,0.456,,,,21,,,,,,,,
bin/httpd,gcc,native,1,25,0,,966389,,,,48319.36,0.517,,,,25,,,,,,,,
bin/httpd,gcc,native,1,29,0,,941654,,,,47082.6,0.616,,,,29,,,,,,,,
bin/httpd,gcc,native,1,31,0,,948669,,,,47433.41,0.654,,,,31,,,,,,,,
bin/httpd,gcc,native,1,33,0,,983593,,,,49179.48,0.671,,,,33,,,,,,,,
bin/httpd,gcc,native,1,35,0,,978309,,,,48915.38,0.716,,,,35,,,,,,,,
bin/httpd,icc,native,1,1,0,,39361,,,,1968.03,0.508,,,,1,,,,,,,,
bin/httpd,icc,native,1,5,0,,178902,,,,8945.04,0.559,,,,5,,,,,,,,
bin/httpd,icc,native,1,9,0,,339454,,,,16972.54,0.53,,,,9,,,,,,,,
bin/httpd,icc,native,1,13,0,,538753,,,,26937.65,0.483,,,,13,,,,,,,,
bin/httpd,icc,native,1,17,0,,712228,,,,35611.37,0.477,,,,17,,,,,,,,
bin/httpd,icc,native,1,21,0,,880930,,,,44046.47,0.477,,,,21,,,,,,,,
bin/httpd,icc,native,1,25,0,,955646,,,,47782.27,0.523,,,,25,,,,,,,,
bin/httpd,icc,native,1,29,0,,951247,,,,47562.13,0.61,,,,29,,,,,,,,
bin/httpd,icc,native,1,31,0,,939851,,,,46992.44,0.66,,,,31,,,,,,,,
bin/httpd,icc,native,1,33,0,,975114,,,,48755.57,0.677,,,,33,,,,,,,,
bin/httpd,icc,native,1,35,0,,975552,,,,48777.58,0.718,,,,35,,,,,,,,
bin/httpd,clang,native,1,1,0,,31137,,,,1556.8,0.642,,,,1,,,,,,,,
bin/httpd,clang,native,1,5,0,,174779,,,,8738.87,0.572,,,,5,,,,,,,,
bin/httpd,clang,native,1,9,0,,353541,,,,17676.14,0.509,,,,9,,,,,,,,
bin/httpd,clang,native,1,13,0,,535791,,,,26789.54,0.485,,,,13,,,,,,,,
bin/httpd,clang,native,1,17,0,,792668,,,,39633.15,0.429,,,,17,,,,,,,,
bin/httpd,clang,native,1,21,0,,901442,,,,45072.0,0.466,,,,21,,,,,,,,
bin/httpd,clang,native,1,25,0,,991358,,,,49567.8,0.504,,,,25,,,,,,,,
bin/httpd,clang,native,1,29,0,,1000000,,,,50912.16,0.57,,,,29,,,,,,,,
bin/httpd,clang,native,1,31,0,,1000000,,,,50300.25,0.616,,,,31,,,,,,,,
bin/httpd,clang,native,1,33,0,,984566,,,,49228.27,0.67,,,,33,,,,,,,,
bin/httpd,clang,native,1,35,0,,1000000,,,,51063.58,0.685,,,,35,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds,1,1,0,,27654,,,,1382.7,0.723,,,,1,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds,1,5,0,,185139,,,,9256.83,0.54,,,,5,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds,1,9,0,,348537,,,,17426.83,0.516,,,,9,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds,1,13,0,,518264,,,,25913.09,0.502,,,,13,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds,1,17,0,,704493,,,,35224.55,0.483,,,,17,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds,1,21,0,,915161,,,,45757.94,0.459,,,,21,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds,1,25,0,,949613,,,,47480.54,0.527,,,,25,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds,1,29,0,,955022,,,,47751.1,0.607,,,,29,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds,1,31,0,,934968,,,,46748.27,0.663,,,,31,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds,1,33,0,,921426,,,,46071.26,0.716,,,,33,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds,1,35,0,,894899,,,,44744.89,0.782,,,,35,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds_only_write,1,1,0,,29447,,,,1472.32,0.679,,,,1,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds_only_write,1,5,0,,177520,,,,8875.95,0.563,,,,5,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds_only_write,1,9,0,,337016,,,,16850.73,0.534,,,,9,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds_only_write,1,13,0,,477589,,,,23879.42,0.544,,,,13,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds_only_write,1,17,0,,620958,,,,31047.49,0.548,,,,17,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds_only_write,1,21,0,,786017,,,,39300.37,0.534,,,,21,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds_only_write,1,25,0,,905611,,,,45280.42,0.552,,,,25,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds_only_write,1,29,0,,916539,,,,45826.9,0.633,,,,29,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds_only_write,1,31,0,,917944,,,,45897.19,0.675,,,,31,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds_only_write,1,33,0,,893803,,,,44690.02,0.738,,,,33,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds_only_write,1,35,0,,949253,,,,47462.05,0.737,,,,35,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds,1,1,0,,28984,,,,1449.2,0.69,,,,1,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds,1,5,0,,176807,,,,8840.33,0.566,,,,5,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds,1,9,0,,321271,,,,16063.53,0.56,,,,9,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds,1,13,0,,463168,,,,23158.2,0.561,,,,13,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds,1,17,0,,591340,,,,29566.97,0.575,,,,17,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds,1,21,0,,734794,,,,36739.44,0.572,,,,21,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds,1,25,0,,920618,,,,46030.87,0.543,,,,25,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds,1,29,0,,910540,,,,45526.93,0.637,,,,29,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds,1,31,0,,844035,,,,42201.25,0.735,,,,31,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds,1,33,0,,900805,,,,45040.14,0.733,,,,33,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds,1,35,0,,943816,,,,47190.78,0.742,,,,35,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds_only_write,1,1,0,,27787,,,,1389.33,0.72,,,,1,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds_only_write,1,5,0,,176344,,,,8817.17,0.567,,,,5,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds_only_write,1,9,0,,323976,,,,16198.69,0.556,,,,9,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds_only_write,1,13,0,,501357,,,,25067.66,0.519,,,,13,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds_only_write,1,17,0,,753319,,,,37665.94,0.451,,,,17,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds_only_write,1,21,0,,902579,,,,45128.94,0.465,,,,21,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds_only_write,1,25,0,,941078,,,,47053.88,0.531,,,,25,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds_only_write,1,29,0,,981350,,,,49067.43,0.591,,,,29,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds_only_write,1,31,0,,995469,,,,49773.33,0.623,,,,31,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds_only_write,1,33,0,,965893,,,,48294.56,0.683,,,,33,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds_only_write,1,35,0,,950151,,,,47507.51,0.737,,,,35,,,,,,,,
bin/httpd,gcc,asan,1,1,0,,27937,,,,1396.8,0.716,,,,1,,,,,,,,
bin/httpd,gcc,asan,1,5,0,,171683,,,,8584.07,0.582,,,,5,,,,,,,,
bin/httpd,gcc,asan,1,9,0,,328087,,,,16404.28,0.549,,,,9,,,,,,,,
bin/httpd,gcc,asan,1,13,0,,527497,,,,26374.76,0.493,,,,13,,,,,,,,
bin/httpd,gcc,asan,1,17,0,,677942,,,,33897.09,0.502,,,,17,,,,,,,,
bin/httpd,gcc,asan,1,21,0,,903227,,,,45161.33,0.465,,,,21,,,,,,,,
bin/httpd,gcc,asan,1,25,0,,936206,,,,46810.22,0.534,,,,25,,,,,,,,
bin/httpd,gcc,asan,1,29,0,,938552,,,,46927.47,0.618,,,,29,,,,,,,,
bin/httpd,gcc,asan,1,31,0,,931318,,,,46565.78,0.666,,,,31,,,,,,,,
bin/httpd,gcc,asan,1,33,0,,960563,,,,48028.1,0.687,,,,33,,,,,,,,
bin/httpd,gcc,asan,1,35,0,,942559,,,,47127.87,0.743,,,,35,,,,,,,,
bin/httpd,clang,asan,1,1,0,,28682,,,,1434.06,0.697,,,,1,,,,,,,,
bin/httpd,clang,asan,1,5,0,,184135,,,,9206.74,0.543,,,,5,,,,,,,,
bin/httpd,clang,asan,1,9,0,,337671,,,,16883.55,0.533,,,,9,,,,,,,,
bin/httpd,clang,asan,1,13,0,,532116,,,,26605.79,0.489,,,,13,,,,,,,,
bin/httpd,clang,asan,1,17,0,,677658,,,,33882.85,0.502,,,,17,,,,,,,,
bin/httpd,clang,asan,1,21,0,,930364,,,,46518.18,0.451,,,,21,,,,,,,,
bin/httpd,clang,asan,1,25,0,,968801,,,,48440.05,0.516,,,,25,,,,,,,,
bin/httpd,clang,asan,1,29,0,,933021,,,,46651.03,0.622,,,,29,,,,,,,,
bin/httpd,clang,asan,1,31,8,,934748,,,,46737.39,0.663,,,,31,,,,,,,,
bin/httpd,clang,asan,1,33,0,,908006,,,,45400.19,0.727,,,,33,,,,,,,,
bin/httpd,clang,asan,1,35,1,,940895,,,,47044.73,0.744,,,,35,,,,,,,,
bin/httpd,gcc,asan_only_write,1,1,0,,31349,,,,1567.42,0.638,,,,1,,,,,,,,
bin/httpd,gcc,asan_only_write,1,5,0,,199003,,,,9950.12,0.503,,,,5,,,,,,,,
bin/httpd,gcc,asan_only_write,1,9,0,,337581,,,,16878.98,0.533,,,,9,,,,,,,,
bin/httpd,gcc,asan_only_write,1,13,0,,535023,,,,26751.08,0.486,,,,13,,,,,,,,
bin/httpd,gcc,asan_only_write,1,17,0,,694635,,,,34731.67,0.489,,,,17,,,,,,,,
bin/httpd,gcc,asan_only_write,1,21,0,,901137,,,,45056.8,0.466,,,,21,,,,,,,,
bin/httpd,gcc,asan_only_write,1,25,2,,1000000,,,,50250.01,0.498,,,,25,,,,,,,,
bin/httpd,gcc,asan_only_write,1,29,9,,994729,,,,49736.34,0.583,,,,29,,,,,,,,
bin/httpd,gcc,asan_only_write,1,31,16,,972398,,,,48619.77,0.638,,,,31,,,,,,,,
bin/httpd,gcc,asan_only_write,1,33,51,,1000000,,,,51698.44,0.638,,,,33,,,,,,,,
bin/httpd,gcc,asan_only_write,1,35,0,,1000000,,,,51077.61,0.685,,,,35,,,,,,,,
bin/httpd,gcc,native,1,1,0,,28199,,,,1409.94,0.709,,,,1,,,,,,,,
bin/httpd,gcc,native,1,5,0,,163963,,,,8198.09,0.61,,,,5,,,,,,,,
bin/httpd,gcc,native,1,9,0,,339988,,,,16999.33,0.529,,,,9,,,,,,,,
bin/httpd,gcc,native,1,13,0,,507253,,,,25362.45,0.513,,,,13,,,,,,,,
bin/httpd,gcc,native,1,17,0,,707485,,,,35374.19,0.481,,,,17,,,,,,,,
bin/httpd,gcc,native,1,21,0,,844827,,,,42241.31,0.497,,,,21,,,,,,,,
bin/httpd,gcc,native,1,25,0,,821688,,,,41084.22,0.609,,,,25,,,,,,,,
bin/httpd,gcc,native,1,29,0,,909658,,,,45482.26,0.638,,,,29,,,,,,,,
bin/httpd,gcc,native,1,31,0,,912719,,,,45635.82,0.679,,,,31,,,,,,,,
bin/httpd,gcc,native,1,33,0,,909017,,,,45450.42,0.726,,,,33,,,,,,,,
bin/httpd,gcc,native,1,35,0,,889725,,,,44485.9,0.787,,,,35,,,,,,,,
bin/httpd,icc,native,1,1,0,,37753,,,,1887.63,0.53,,,,1,,,,,,,,
bin/httpd,icc,native,1,5,0,,175480,,,,8773.83,0.57,,,,5,,,,,,,,
bin/httpd,icc,native,1,9,0,,344592,,,,17229.57,0.522,,,,9,,,,,,,,
bin/httpd,icc,native,1,13,0,,537522,,,,26876.08,0.484,,,,13,,,,,,,,
bin/httpd,icc,native,1,17,0,,741698,,,,37084.89,0.458,,,,17,,,,,,,,
bin/httpd,icc,native,1,21,0,,856293,,,,42814.59,0.49,,,,21,,,,,,,,
bin/httpd,icc,native,1,25,0,,972816,,,,48640.77,0.514,,,,25,,,,,,,,
bin/httpd,icc,native,1,29,0,,956786,,,,47839.28,0.606,,,,29,,,,,,,,
bin/httpd,icc,native,1,31,0,,951737,,,,47586.82,0.651,,,,31,,,,,,,,
bin/httpd,icc,native,1,33,0,,940030,,,,47001.47,0.702,,,,33,,,,,,,,
bin/httpd,icc,native,1,35,0,,983179,,,,49158.91,0.712,,,,35,,,,,,,,
bin/httpd,clang,native,1,1,0,,42766,,,,2138.25,0.468,,,,1,,,,,,,,
bin/httpd,clang,native,1,5,0,,186389,,,,9319.44,0.537,,,,5,,,,,,,,
bin/httpd,clang,native,1,9,0,,345511,,,,17275.55,0.521,,,,9,,,,,,,,
bin/httpd,clang,native,1,13,0,,560526,,,,28026.27,0.464,,,,13,,,,,,,,
bin/httpd,clang,native,1,17,0,,733547,,,,36677.34,0.464,,,,17,,,,,,,,
bin/httpd,clang,native,1,21,0,,982726,,,,49136.17,0.427,,,,21,,,,,,,,
bin/httpd,clang,native,1,25,0,,974463,,,,48723.12,0.513,,,,25,,,,,,,,
bin/httpd,clang,native,1,29,0,,988831,,,,49441.47,0.587,,,,29,,,,,,,,
bin/httpd,clang,native,1,31,0,,989174,,,,49458.57,0.627,,,,31,,,,,,,,
bin/httpd,clang,native,1,33,0,,985781,,,,49288.98,0.67,,,,33,,,,,,,,
bin/httpd,clang,native,1,35,0,,1000000,,,,51100.61,0.685,,,,35,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds,1,1,0,,28979,,,,1448.93,0.69,,,,1,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds,1,5,0,,206094,,,,10304.6,0.485,,,,5,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds,1,9,0,,337751,,,,16887.53,0.533,,,,9,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds,1,13,0,,531079,,,,26553.88,0.49,,,,13,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds,1,17,0,,689061,,,,34453.05,0.493,,,,17,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds,1,21,0,,929559,,,,46477.92,0.452,,,,21,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds,1,25,0,,977398,,,,48869.82,0.512,,,,25,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds,1,29,0,,939627,,,,46981.29,0.617,,,,29,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds,1,31,0,,915270,,,,45763.46,0.677,,,,31,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds,1,33,0,,884585,,,,44229.13,0.746,,,,33,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds,1,35,0,,883796,,,,44189.74,0.792,,,,35,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds_only_write,1,1,0,,29260,,,,1462.98,0.684,,,,1,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds_only_write,1,5,0,,175490,,,,8774.39,0.57,,,,5,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds_only_write,1,9,0,,331146,,,,16557.18,0.544,,,,9,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds_only_write,1,13,0,,462409,,,,23120.41,0.562,,,,13,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds_only_write,1,17,0,,612973,,,,30648.39,0.555,,,,17,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds_only_write,1,21,0,,760519,,,,38025.42,0.552,,,,21,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds_only_write,1,25,0,,857689,,,,42884.35,0.583,,,,25,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds_only_write,1,29,0,,868815,,,,43440.69,0.668,,,,29,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds_only_write,1,31,0,,909470,,,,45473.23,0.682,,,,31,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds_only_write,1,33,0,,895294,,,,44764.7,0.737,,,,33,,,,,,,,
bin/httpd,gcc,mpx_no_narrow_bounds_only_write,1,35,0,,825516,,,,41275.38,0.848,,,,35,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds,1,1,0,,24936,,,,1246.78,0.802,,,,1,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds,1,5,0,,150157,,,,7507.66,0.666,,,,5,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds,1,9,0,,323798,,,,16189.87,0.556,,,,9,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds,1,13,0,,484432,,,,24221.5,0.537,,,,13,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds,1,17,0,,658453,,,,32922.35,0.516,,,,17,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds,1,21,0,,789001,,,,39449.94,0.532,,,,21,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds,1,25,0,,792483,,,,39623.83,0.631,,,,25,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds,1,29,0,,834859,,,,41742.9,0.695,,,,29,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds,1,31,0,,828849,,,,41442.43,0.748,,,,31,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds,1,33,0,,872508,,,,43624.97,0.756,,,,33,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds,1,35,0,,823924,,,,41195.75,0.85,,,,35,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds_only_write,1,1,0,,29177,,,,1458.84,0.685,,,,1,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds_only_write,1,5,0,,179879,,,,8993.8,0.556,,,,5,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds_only_write,1,9,0,,319334,,,,15966.68,0.564,,,,9,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds_only_write,1,13,0,,467173,,,,23358.49,0.557,,,,13,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds_only_write,1,17,0,,565589,,,,28279.08,0.601,,,,17,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds_only_write,1,21,0,,741256,,,,37062.38,0.567,,,,21,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds_only_write,1,25,0,,856292,,,,42814.56,0.584,,,,25,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds_only_write,1,29,0,,888083,,,,44404.11,0.653,,,,29,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds_only_write,1,31,0,,928341,,,,46416.96,0.668,,,,31,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds_only_write,1,33,0,,941332,,,,47066.55,0.701,,,,33,,,,,,,,
bin/httpd,icc,mpx_no_narrow_bounds_only_write,1,35,0,,927666,,,,46383.19,0.755,,,,35,,,,,,,,
bin/httpd,gcc,asan,1,1,0,,28005,,,,1400.21,0.714,,,,1,,,,,,,,
bin/httpd,gcc,asan,1,5,0,,172306,,,,8615.28,0.58,,,,5,,,,,,,,
bin/httpd,gcc,asan,1,9,0,,334742,,,,16736.94,0.538,,,,9,,,,,,,,
bin/httpd,gcc,asan,1,13,0,,493373,,,,24668.61,0.527,,,,13,,,,,,,,
bin/httpd,gcc,asan,1,17,0,,601646,,,,30082.18,0.565,,,,17,,,,,,,,
bin/httpd,gcc,asan,1,21,0,,784314,,,,39215.62,0.536,,,,21,,,,,,,,
bin/httpd,gcc,asan,1,25,0,,890740,,,,44536.97,0.561,,,,25,,,,,,,,
bin/httpd,gcc,asan,1,29,0,,893798,,,,44689.53,0.649,,,,29,,,,,,,,
bin/httpd,gcc,asan,1,31,0,,867651,,,,43382.51,0.715,,,,31,,,,,,,,
bin/httpd,gcc,asan,1,33,0,,891813,,,,44590.19,0.74,,,,33,,,,,,,,
bin/httpd,gcc,asan,1,35,2,,908086,,,,45404.21,0.771,,,,35,,,,,,,,
bin/httpd,clang,asan,1,1,0,,23983,,,,1199.11,0.834,,,,1,,,,,,,,
bin/httpd,clang,asan,1,5,0,,145123,,,,7256.13,0.689,,,,5,,,,,,,,
bin/httpd,clang,asan,1,9,0,,329900,,,,16494.96,0.546,,,,9,,,,,,,,
bin/httpd,clang,asan,1,13,0,,515483,,,,25774.01,0.504,,,,13,,,,,,,,
bin/httpd,clang,asan,1,17,0,,671272,,,,33563.59,0.507,,,,17,,,,,,,,
bin/httpd,clang,asan,1,21,0,,879565,,,,43978.16,0.478,,,,21,,,,,,,,
bin/httpd,clang,asan,1,25,0,,891146,,,,44557.24,0.561,,,,25,,,,,,,,
bin/httpd,clang,asan,1,29,0,,865772,,,,43288.56,0.67,,,,29,,,,,,,,
bin/httpd,clang,asan,1,31,0,,864247,,,,43211.98,0.717,,,,31,,,,,,,,
bin/httpd,clang,asan,1,33,0,,895167,,,,44758.34,0.737,,,,33,,,,,,,,
bin/httpd,clang,asan,1,35,25,,873195,,,,43659.7,0.802,,,,35,,,,,,,,
bin/httpd,gcc,asan_only_write,1,1,0,,32255,,,,1612.7,0.62,,,,1,,,,,,,,
bin/httpd,gcc,asan_only_write,1,5,0,,182418,,,,9120.88,0.548,,,,5,,,,,,,,
bin/httpd,gcc,asan_only_write,1,9,0,,324489,,,,16224.26,0.555,,,,9,,,,,,,,
bin/httpd,gcc,asan_only_write,1,13,0,,500801,,,,25040.0,0.519,,,,13,,,,,,,,
bin/httpd,gcc,asan_only_write,1,17,0,,737165,,,,36858.19,0.461,,,,17,,,,,,,,
bin/httpd,gcc,asan_only_write,1,21,0,,900305,,,,45015.17,0.467,,,,21,,,,,,,,
bin/httpd,gcc,asan_only_write,1,25,0,,953857,,,,47692.76,0.524,,,,25,,,,,,,,
bin/httpd,gcc,asan_only_write,1,29,19,,959989,,,,47999.42,0.604,,,,29,,,,,,,,
