name,compiler,type,threads,input,dtlb_stores,minor_faults,dtlb_store_misses,branch_misses,mpxerrors,branch_instructions,mpxbtnum,major_faults,cycles,dtlb_load_misses,time,dtlb_loads,instructions
kmeans,safecode,native,1,native,205507547,1219,14,82490203,,36399710363,,0,59408099257,1928,15.691495203,48778016253,230489083152
kmeans,safecode,native,1,native,208554748,1221,104,82393046,,36379790468,,0,59385948982,1585,15.675483751,48773912452,230581056887
kmeans,safecode,native,1,native,208542319,1220,180,82457252,,36390811573,,0,59484610615,4232,15.70099607,48760787370,230640906850
kmeans,safecode,native,1,native,208803423,1220,154,82348478,,36380211568,,0,59480837546,3570,15.702560814,48757494243,230660679870
kmeans,safecode,native,1,native,205704436,1219,34,82361438,,36389327217,,0,59436928191,2704,15.691379571,48767629931,230495433787
kmeans,safecode,native,1,native,208599286,1217,124,82382969,,36373685388,,0,59471906648,2031,15.69662328,48766006491,230428675246
kmeans,safecode,native,1,native,208609825,1219,166,82477974,,36382331696,,0,59492690105,1903,15.707067062,48785136554,230574449787
kmeans,safecode,native,1,native,204595528,1221,32,82525217,,36379798624,,0,59449635115,2248,15.687498118,48791786769,230444196790
kmeans,safecode,native,1,native,208469906,1220,138,82478473,,36388197995,,0,59468107495,2243,15.695812603,48757614811,230461239394
word_count,safecode,native,1,native,2505376854,28402,358210,138593550,,3411933406,,0,29052868074,36347012,7.671755858,4420872422,20573249583
word_count,safecode,native,1,native,2531085174,28403,410655,139666858,,3417240593,,0,29040255972,36495601,7.672862011,4425443117,20560754931
word_count,safecode,native,1,native,2530787042,28402,379370,138616935,,3437475832,,0,28968071419,36614943,7.662691894,4426007181,20584354172
word_count,safecode,native,1,native,2532140431,28404,352067,138230355,,3443934738,,0,28970450767,36360809,7.657696664,4427743685,20632820416
word_count,safecode,native,1,native,2552144456,28405,423800,138980275,,3431416266,,0,28998583521,36310292,7.665215569,4435880605,20512202322
word_count,safecode,native,1,native,2544547732,28401,458490,139397299,,3439609116,,0,28951962702,36465788,7.658872658,4414617627,20612226676
word_count,safecode,native,1,native,2540612925,28403,353498,139443700,,3438666183,,0,28959283483,36422864,7.65988843,4429694179,20572816099
word_count,safecode,native,1,native,2527715366,28406,359608,139320685,,3420082538,,0,29043237402,36596295,7.675237399,4395231695,20637936290
word_count,safecode,native,1,native,2529982250,28405,372854,137674962,,3434132198,,0,29005093358,36497740,7.66113208,4421206858,20581408922
word_count,safecode,native,1,native,2540041757,28403,360646,138307649,,3446631680,,0,28958150034,36339292,7.656332157,4417205188,20637904261
matrix_multiply,safecode,native,1,native,7221759643,2621,526,34258311,,10566684716,,0,27623270262,359321,7.299490229,16272662657,56887354062
matrix_multiply,safecode,native,1,native,7228350674,2616,27634,34317386,,10560855016,,0,27694687611,335003,7.317108496,16276982799,56855198640
matrix_multiply,safecode,native,1,native,7225284062,2619,27667,34312137,,10569126219,,0,27627971635,331512,7.307445431,16270778862,56861639966
matrix_multiply,safecode,native,1,native,7230044475,2618,534,34280386,,10561885465,,0,27866244236,332782,7.36074385,16272314691,56858077342
matrix_multiply,safecode,native,1,native,7225563874,2617,13088,34268414,,10568197710,,0,27745776945,330880,7.337225371,16268787622,56891253796
matrix_multiply,safecode,native,1,native,7227407041,2619,27930,34324568,,10561445459,,0,27547552062,345685,7.27950422,16280449956,56801189310
matrix_multiply,safecode,native,1,native,7228460827,2619,10165,34303676,,10566530404,,0,27712597039,359336,7.322587285,16278884593,56867374888
matrix_multiply,safecode,native,1,native,7224567907,2619,27954,34332749,,10568572615,,0,27658729130,326831,7.311541559,16276018611,56826253846
matrix_multiply,safecode,native,1,native,7220504246,2616,798,34266193,,10561405240,,0,27625838156,381887,7.298229881,16271490111,56870511410
matrix_multiply,safecode,native,1,native,7223475050,2618,604,34282088,,10562192903,,0,27611473831,342702,7.293938956,16274335286,56845961598
pca,safecode,native,1,native,104879549,17759,4477838,4941481,,13671216503,,0,32968113716,182383,8.709608122,27193194190,135825442196
pca,safecode,native,1,native,99138942,17760,4480115,4938911,,13678412053,,0,32969113167,177528,8.702211572,27193086141,135801872618
pca,safecode,native,1,native,97737033,17762,4479498,4948408,,13674345890,,0,32963565963,174051,8.704501706,27213568504,135727376823
pca,safecode,native,1,native,98750954,17761,4484314,4949026,,13675134882,,0,32982746276,179891,8.706530845,27193156143,135784914323
pca,safecode,native,1,native,98312712,17760,4479502,4939302,,13679571036,,0,32963265435,171797,8.701795014,27206184809,135773901201
pca,safecode,native,1,native,101690922,17757,4479850,4952371,,13670973450,,0,32963573795,180306,8.705283223,27209931549,135710719904
pca,safecode,native,1,native,105316670,17759,4481526,4947890,,13674656069,,0,32965131783,183633,8.704239943,27198562265,135827823484
pca,safecode,native,1,native,101395662,17761,4480406,4917848,,13674190451,,0,32948463281,171088,8.69812989,27202061961,135706809138
pca,safecode,native,1,native,107866643,17759,4495153,4939749,,13675446212,,0,32964893646,178386,8.704503493,27205692745,135792540497
pca,safecode,native,1,native,109716092,17761,4493528,4939019,,13668638654,,0,32961368249,180757,8.707548789,27210712398,135721884174
kmeans,gcc,asan_only_write,1,native,693053976,3526,8529,255828859,,44851760316,,0,50832523879,1057391,13.391605046,49376609889,194332481449
matrix_multiply,gcc,asan_only_write,1,native,7268148990,3455,26961,34710216,,17405996478,,0,38074574876,329228,10.030375386,23156496685,124547208280
pca,gcc,asan_only_write,1,native,148566650,25757,4519340,4986257,,3598324781,,0,18826961161,5487238,4.968632337,7045558916,58529331670
word_count,gcc,asan_only_write,1,native,64744629925,32851,81389,233253519,,73337656118,,0,93134162295,102653136,24.557033165,72291877438,362703801739
kmeans,gcc,mpx_only_write,1,native,666426324,1752,34,256808103,,44438463817,,0,52215221209,4652,13.771641391,52943058477,193063105022
matrix_multiply,gcc,mpx_only_write,1,native,7224273815,2633,262,34404524,,10559825481,,0,42638257344,334437,11.237784785,33109990745,107320205258
pca,gcc,mpx_only_write,1,native,160556676,17779,4493574,4949577,,3556579566,,0,41400553946,186944,10.908011773,10422557580,58386292906
word_count,gcc,mpx_only_write,1,native,10278801428,30742,3482671,235964642,,5766365352,,0,52128890058,126874076,14.732466085,12886458122,45328526621
kmeans,icc,mpx_only_write,1,native,290509620,1552,12,80768250,,48572806932,,0,70539516392,3282,18.603991624,24887240296,279253055046
matrix_multiply,icc,mpx_only_write,1,native,7266121748,2641,949,34318242,,10553388808,,0,31159958301,330105,8.217067353,16335296022,63607426377
pca,icc,mpx_only_write,1,native,101564675,17809,4479376,4976722,,3573276534,,0,40201953999,328098,10.592391811,7002976722,54886451761
word_count,icc,mpx_only_write,1,native,16283493369,31910,512332,180848626,,6963126016,,0,79607232024,59849928,20.994017108,27068980102,73282703093
kmeans,gcc,asan_only_write,1,native,696653180,3646,6496,255951569,,44832440311,,0,50374330019,28752,13.269455286,49343566835,194458804578
matrix_multiply,gcc,asan_only_write,1,native,7264357844,3422,240,34675010,,17409351247,,0,38091395639,325735,10.035517743,23147728569,124606030405
pca,gcc,asan_only_write,1,native,150727774,25507,4525609,4976045,,3597793584,,0,18802706264,5464850,4.954538485,7043492415,58549351917
word_count,gcc,asan_only_write,1,native,64758000420,33058,75333,236888830,,73283641870,,0,93394018426,100663548,24.601340402,72451504655,362098507878
kmeans,gcc,mpx_only_write,1,native,662888692,1676,188,256836134,,44432511518,,0,52229262359,2617,13.757241648,52950502185,193147598758
matrix_multiply,gcc,mpx_only_write,1,native,7225047540,2634,280,34408410,,10558479571,,0,42528199630,329442,11.20429171,33110116508,107274693938
pca,gcc,mpx_only_write,1,native,161157254,17780,4487262,4942522,,3556395205,,0,41398314438,177407,10.907019338,10422735267,58394243376
word_count,gcc,mpx_only_write,1,native,10273818607,31194,3341181,236320920,,5744737265,,0,52104991344,121588331,14.58867543,12845428684,45374164565
kmeans,icc,mpx_only_write,1,native,289865702,1766,180,80645533,,48571303002,,0,70567818287,2018,18.587050247,24884658041,279271295610
matrix_multiply,icc,mpx_only_write,1,native,7262113843,2644,946,34299351,,10555025257,,0,31079930022,338737,8.188592525,16343186923,63613267463
pca,icc,mpx_only_write,1,native,104510775,17789,4487385,4971252,,3569768428,,0,40088651554,182894,10.561791409,7004350415,54881943270
word_count,icc,mpx_only_write,1,native,16321867147,31214,420787,182176579,,6950691419,,0,79201719822,52352197,20.881720561,27021157540,73244343227
kmeans,gcc,asan_only_write,1,native,679934452,3513,5111,255794668,,44813121496,,0,50412571148,160982,13.279396573,49398004022,194449423738
matrix_multiply,gcc,asan_only_write,1,native,7251094129,3109,12294,34665993,,17417183871,,0,38025786760,333513,10.017865926,23142520846,124714360077
pca,gcc,asan_only_write,1,native,152035009,25510,4531554,4957566,,3593812939,,0,18786493021,5496872,4.950707142,7043327496,58529838314
word_count,gcc,asan_only_write,1,native,64667649848,32718,83836,236974734,,73276313219,,0,93376460056,100110961,24.597877289,72548314918,361858602134
kmeans,gcc,mpx_only_write,1,native,661958694,1754,32,256886952,,44439573659,,0,52371368379,3459,13.800584215,52957863230,193084308259
matrix_multiply,gcc,mpx_only_write,1,native,7226612947,2633,27210,34405815,,10554293522,,0,42576070397,327378,11.21673178,33108049813,107243978413
pca,gcc,mpx_only_write,1,native,163964933,17785,4495530,4952818,,3556057445,,0,41411563003,359334,10.910907053,10421969825,58391060445
word_count,gcc,mpx_only_write,1,native,10219848003,29957,3102171,234556063,,5753229906,,0,51924546209,126069174,14.501986915,12869553875,45380883352
kmeans,icc,mpx_only_write,1,native,290732276,1765,224,80677050,,48554113312,,0,70645617117,3161,18.610031728,24893630076,279124331045
matrix_multiply,icc,mpx_only_write,1,native,7265513450,2643,1631,34299898,,10551904323,,0,31302490770,331346,8.246891687,16339821089,63613681977
pca,icc,mpx_only_write,1,native,113718924,17814,4498085,4928398,,3561396591,,0,40145202082,182326,10.576420669,7002303067,54866723077
word_count,icc,mpx_only_write,1,native,16437747673,31224,376352,183059698,,6961712133,,0,78612863802,51998710,20.723392807,27024124247,73166023503
kmeans,gcc,asan_only_write,1,native,691624182,3477,5960,255935327,,44853687437,,0,50500985968,261465,13.302666458,49349797733,194451013259
matrix_multiply,gcc,asan_only_write,1,native,7258052699,3194,27004,34676190,,17416700440,,0,38030729626,338507,10.021710376,23142395040,124738136209
pca,gcc,asan_only_write,1,native,155025297,25382,4531518,4946937,,3584931831,,0,18988575369,4786833,5.009435346,7044061454,58398257981
word_count,gcc,asan_only_write,1,native,64751117545,33057,92891,235005004,,73338198997,,0,93298473653,101662725,24.580891909,72303010764,362818547937
kmeans,gcc,mpx_only_write,1,native,662112111,1510,18,256903123,,44435798366,,0,52254140315,3772,13.766206722,52961292900,193114898952
matrix_multiply,gcc,mpx_only_write,1,native,7230110925,2636,26927,34434543,,10555542629,,0,42611663305,314095,11.225154767,33105955165,107294480998
pca,gcc,mpx_only_write,1,native,160598363,17778,4493896,4934408,,3556024488,,0,41378608525,172855,10.901245519,10423997891,58392636727
word_count,gcc,mpx_only_write,1,native,10239288948,30741,3593352,234248710,,5759493298,,0,51975586500,128395483,14.567215839,12883570038,45383244363
kmeans,icc,mpx_only_write,1,native,290461150,1764,20,80788899,,48572060740,,0,70471108401,3159,18.5721463,24893639372,279249023490
matrix_multiply,icc,mpx_only_write,1,native,7259498207,2643,952,34304076,,10555540002,,0,31082571074,332749,8.188847606,16340734542,63626211168
pca,icc,mpx_only_write,1,native,110971229,17787,4402216,4958607,,3562387411,,0,40174496092,169875,10.585895055,6999228977,54866508764
word_count,icc,mpx_only_write,1,native,16278900617,31446,359658,181109985,,6947925729,,0,79050010277,50819032,20.846952935,27053095782,73215312667
kmeans,gcc,asan_only_write,1,native,687101015,3690,3726,255750494,,44837445826,,0,50477310187,115807,13.299050598,49373394133,194290805633
matrix_multiply,gcc,asan_only_write,1,native,7252627595,3086,280,34661014,,17412472865,,0,38006784454,341585,10.011670336,23138146749,124692980479
pca,gcc,asan_only_write,1,native,148428040,25864,4523666,4984128,,3597931724,,0,18942854288,5049022,4.998729902,7044263052,58551780824
word_count,gcc,asan_only_write,1,native,64729225024,32951,79756,235490494,,73281489151,,0,93405927664,99390367,24.604967456,72522036779,362097235959
kmeans,gcc,mpx_only_write,1,native,666344278,1751,138,256809087,,44431785495,,0,52212122682,4045,13.752681608,52917281435,193184553576
matrix_multiply,gcc,mpx_only_write,1,native,7231241799,2634,26936,34430416,,10555895791,,0,42755218676,327248,11.262669791,33126181232,107291080437
pca,gcc,mpx_only_write,1,native,162820324,17802,4496437,4931405,,3554657496,,0,41372061217,224804,10.899904809,10422822825,58387218020
word_count,gcc,mpx_only_write,1,native,10236426775,31692,2787869,235361780,,5740428497,,0,51815425180,118515298,14.480572043,12893078210,45221843281
kmeans,icc,mpx_only_write,1,native,286766650,1524,60,80567296,,48568444977,,0,70587428151,3125,18.592063947,24891167613,279210445887
matrix_multiply,icc,mpx_only_write,1,native,7258620092,2644,958,34297045,,10554682945,,0,31205442326,332417,8.222743264,16343647385,63644212036
pca,icc,mpx_only_write,1,native,102388365,17835,4489455,4972415,,3572083826,,0,40210270847,341622,10.595893773,7004617679,54883776873
word_count,icc,mpx_only_write,1,native,16392541477,31453,491194,182533254,,6963204402,,0,79412695339,63241790,20.946210872,27028250073,73140328479
kmeans,gcc,asan_only_write,1,native,677786087,3487,3987,255710281,,44858714978,,0,50546322552,181880,13.322517538,49405955928,194392373266
matrix_multiply,gcc,asan_only_write,1,native,7268102830,3366,26903,34709651,,17410501277,,0,38155473619,324355,10.061558002,23154194426,124582918625
pca,gcc,asan_only_write,1,native,151641028,25724,4535279,4949242,,3592580881,,0,18868419080,5309279,4.974754898,7044892731,58450682755
word_count,gcc,asan_only_write,1,native,64813472163,33067,90517,233972656,,73258406928,,0,93361687685,100411831,24.59554121,72389198871,362157158778
kmeans,gcc,mpx_only_write,1,native,665708040,1553,166,256757873,,44432650368,,0,52191932483,3609,13.74725885,52910300465,193169901546
matrix_multiply,gcc,mpx_only_write,1,native,7232464311,2635,24367,34426223,,10554929098,,0,42616230141,321383,11.228656257,33119153798,107279418553
pca,gcc,mpx_only_write,1,native,157246840,17804,4492626,4970266,,3559213636,,0,41306117967,181665,10.889597324,10428434205,58381226109
word_count,gcc,mpx_only_write,1,native,10266678316,30679,2620313,234352411,,5759199531,,0,52032694519,121403337,14.594966344,12904020878,45341727605
kmeans,icc,mpx_only_write,1,native,290403673,1522,160,80545563,,48570694878,,0,70563848220,2249,18.587089563,24873908847,279264173518
matrix_multiply,icc,mpx_only_write,1,native,7264437853,2639,899,34313584,,10555275585,,0,31310110814,327945,8.249149306,16334932481,63609472485
pca,icc,mpx_only_write,1,native,112832506,17815,4498366,4930640,,3564186892,,0,40216329332,347040,10.616692588,6995354154,54877694997
word_count,icc,mpx_only_write,1,native,16343529582,31301,465095,181218571,,6960680971,,0,79107998060,55404913,20.862742461,27055388821,73275817552
kmeans,gcc,asan_only_write,1,native,691317597,3717,5912,255853489,,44834556583,,0,50601375049,217034,13.337322544,49306167852,194493933133
matrix_multiply,gcc,asan_only_write,1,native,7258796494,3059,27079,34675894,,17419015608,,0,38021584008,338064,10.020478091,23145182414,124727430819
pca,gcc,asan_only_write,1,native,149154783,25526,4523364,4986094,,3597483882,,0,18824243339,5489509,4.961873377,7043387882,58551731441
word_count,gcc,asan_only_write,1,native,64917693340,32946,77919,235713071,,73230706826,,0,93302725035,100909892,24.579278012,72374571789,362479738560
kmeans,gcc,mpx_only_write,1,native,666494883,1532,172,256804019,,44429055701,,0,52211781631,3332,13.753643328,52916110218,193172404318
matrix_multiply,gcc,mpx_only_write,1,native,7229348740,2634,26972,34423606,,10552188375,,0,42562887294,334265,11.215005482,33118744631,107217218601
pca,gcc,mpx_only_write,1,native,159955144,17819,4497827,4926550,,3557101025,,0,41370372793,190242,10.90057219,10426711282,58385792177
word_count,gcc,mpx_only_write,1,native,10253787836,29897,2119864,234774057,,5742679863,,0,51547433773,112761794,14.287434947,12918275161,45244513197
kmeans,icc,mpx_only_write,1,native,290556657,1555,130,80586401,,48567025054,,0,70541215665,2358,18.580921454,24891639875,279240091538
matrix_multiply,icc,mpx_only_write,1,native,7268427663,2644,19665,34328166,,10553185728,,0,31164966186,329355,8.211068446,16345266931,63622613645
pca,icc,mpx_only_write,1,native,111521587,17809,4500339,4936853,,3561631305,,0,40129740591,222143,10.57542121,7002533868,54819184451
word_count,icc,mpx_only_write,1,native,16338585860,31842,512379,182589885,,6952626175,,0,79784417273,63353163,21.043331633,27001573015,73249449604
kmeans,gcc,asan_only_write,1,native,694082587,3592,7109,256050495,,44867302847,,0,50738686620,624762,13.365244994,49341522839,194480812859
matrix_multiply,gcc,asan_only_write,1,native,7266338830,3533,202,34677983,,17413249341,,0,38083830828,335552,10.032561122,23147853456,124630725353
pca,gcc,asan_only_write,1,native,148805360,25407,4523821,4981091,,3597955335,,0,18810796897,5490105,4.956783966,7039390298,58552748916
word_count,gcc,asan_only_write,1,native,64610157700,33090,86670,232352333,,73378368283,,0,93370640196,101209592,24.595937551,72443675753,362117122728
kmeans,gcc,mpx_only_write,1,native,663489193,1581,30,256843352,,44442053044,,0,52239420861,5541,13.7658909,52974437792,193080385661
matrix_multiply,gcc,mpx_only_write,1,native,7232739601,2633,16837,34419963,,10555995023,,0,42608301964,324885,11.224497283,33101027313,107292331473
pca,gcc,mpx_only_write,1,native,160199827,17781,4493217,4933214,,3558909510,,0,41395747935,178374,10.907563081,10426788445,58392641374
word_count,gcc,mpx_only_write,1,native,10246520400,30304,2541144,234030642,,5744311547,,0,51763064982,121637719,14.367123498,12879202049,45371919722
kmeans,icc,mpx_only_write,1,native,291462735,1767,142,80632310,,48576452061,,0,70550117796,4084,18.582167266,24880161474,279309253084
matrix_multiply,icc,mpx_only_write,1,native,7262845139,2645,944,34294527,,10555948452,,0,31078115399,330334,8.186417148,16330452405,63612172047
pca,icc,mpx_only_write,1,native,101928032,17815,4484869,4965936,,3573046014,,0,40209211334,336519,10.596383595,7004409480,54886156706
word_count,icc,mpx_only_write,1,native,16331662196,30993,643336,181817954,,6948015372,,0,79318601508,57047826,20.923985783,26986433984,73367115446
kmeans,gcc,asan_only_write,1,native,679510057,3631,4734,255767003,,44861556671,,0,50669746112,616654,13.356054155,49402868094,194395872817
matrix_multiply,gcc,asan_only_write,1,native,7260590867,3145,27069,34686220,,17420103722,,0,38025468033,335531,10.019513918,23148797830,124724132143
pca,gcc,asan_only_write,1,native,152160751,25476,4524395,4964246,,3597266259,,0,18792788774,5482711,4.953144143,7041443620,58564488693
word_count,gcc,asan_only_write,1,native,64652616493,32842,80220,233383869,,73339486622,,0,93301076670,100685449,24.584100472,72429479463,362270628482
kmeans,gcc,mpx_only_write,1,native,665769967,1754,188,256740046,,44435642662,,0,52192847486,3828,13.748282041,52921296587,193183708669
matrix_multiply,gcc,mpx_only_write,1,native,7223845387,2639,284,34406380,,10559517029,,0,42532470480,330170,11.204908527,33109970390,107290000800
pca,gcc,mpx_only_write,1,native,163803625,17790,4489098,4944378,,3554842347,,0,41294856343,184850,10.888185671,10422474782,58373361789
word_count,gcc,mpx_only_write,1,native,10290509651,30095,3085232,236486934,,5725574918,,0,52104189562,124706383,14.582981982,12848203589,45317207322
kmeans,icc,mpx_only_write,1,native,290698913,1767,186,80663289,,48574410388,,0,70546712627,4941,18.582264017,24879164882,279274753007
matrix_multiply,icc,mpx_only_write,1,native,7268492059,2643,20635,34319771,,10552089256,,0,31177572994,325606,8.213851162,16346017546,63613069130
pca,icc,mpx_only_write,1,native,113426601,17813,4500638,4929740,,3560469725,,0,40161399090,230724,10.580148792,6998470085,54864538778
word_count,icc,mpx_only_write,1,native,16313195290,31118,348977,181766061,,6960899985,,0,78868154229,50201366,20.803540459,27002778562,73402544985
kmeans,gcc,asan_only_write,1,native,692844731,3899,5249,255943094,,44836265382,,0,50387397794,38731,13.272617575,49322863082,194466501186
matrix_multiply,gcc,asan_only_write,1,native,7266164991,3205,264,34682314,,17400919460,,0,38066723231,330804,10.031568419,23147822284,124505446642
pca,gcc,asan_only_write,1,native,148989920,25747,4521157,4990357,,3598412017,,0,18813065448,5487131,4.957313323,7043969460,58557718425
word_count,gcc,asan_only_write,1,native,64960700033,32681,77106,236320946,,73179185325,,0,93310891245,100397806,24.581723235,72397516089,361994620410
kmeans,gcc,mpx_only_write,1,native,663119028,1512,146,256892608,,44425531507,,0,52173413886,3612,13.757745591,52953688463,193144109400
matrix_multiply,gcc,mpx_only_write,1,native,7226966893,2635,252,34404798,,10557057004,,0,42637948009,331624,11.234950093,33108105506,107289374346
pca,gcc,mpx_only_write,1,native,158570804,17779,4492386,4955641,,3558208678,,0,41424368303,346089,10.915505845,10426258860,58393106467
word_count,gcc,mpx_only_write,1,native,10325307940,31679,3259444,236619342,,5759202885,,0,52225183403,123525322,14.704442389,12889629395,45237182811
kmeans,icc,mpx_only_write,1,native,286816909,1591,186,80692683,,48573076921,,0,70568092517,4388,18.587620612,24881759869,279323966852
matrix_multiply,icc,mpx_only_write,1,native,7257378053,2640,8118,34290249,,10560380657,,0,31104399228,332919,8.196511127,16345552241,63655652379
pca,icc,mpx_only_write,1,native,109369758,17815,4501281,4936940,,3563842614,,0,40136090884,224551,10.576599054,7003727700,54822560176
word_count,icc,mpx_only_write,1,native,16283697544,30878,362367,181125290,,6942934843,,0,78910826126,50937429,20.815899021,27006803353,73262412629
linear_regression,gcc,native,1,native,31096712,8419,182,135785,,28615681,,0,2104006685,43563,0.557865101,113760161,3947617645
linear_regression,gcc,native,1,native,28156996,8420,190,136080,,33092253,,0,2070056461,42465,0.557533678,113631348,3954722161
linear_regression,gcc,native,1,native,26849213,8417,229,133996,,34853794,,0,2064845447,43501,0.554667271,113889267,3962692997
linear_regression,gcc,native,1,native,29844157,8421,176,136209,,30522463,,0,2107881644,42772,0.557864563,113785857,3958250568
linear_regression,gcc,native,1,native,23820832,8418,206,121524,,38940610,,0,2073827422,42610,0.554891291,113864487,3971848979
linear_regression,gcc,native,1,native,26302111,8420,200,139598,,35566170,,0,2069873587,42601,0.557895842,113834852,3968748875
linear_regression,gcc,native,1,native,26264162,8416,167,141417,,35717162,,0,2067844344,42591,0.555403884,113865494,3966060240
linear_regression,gcc,native,1,native,29355903,8417,177,134455,,31182145,,0,2058967496,42570,0.557813149,114058384,3942121785
linear_regression,gcc,native,1,native,23847952,8421,184,120626,,38926382,,0,2076405164,42402,0.554590134,113833311,3976209989
linear_regression,gcc,native,1,native,30036544,8416,231,131232,,30236602,,0,2107610778,43231,0.557148135,113631710,3942443276
string_match,gcc,native,1,native,1040845989,8420,284,70684190,,4044974867,,0,14999716789,95648,3.972355712,2532875732,25368834665
string_match,gcc,native,1,native,1047888876,8419,296,70737020,,4038312151,,0,15006672534,94888,3.959542115,2518439360,25332263369
string_match,gcc,native,1,native,1046741478,8418,340,70804016,,4041166884,,0,15006233708,94705,3.960338717,2519627454,25324039703
string_match,gcc,native,1,native,1047661529,8420,362,70765926,,4036612989,,0,15002569365,94626,3.959100125,2521842970,25309170252
string_match,gcc,native,1,native,1047275508,8419,318,70730428,,4039463311,,0,15000778285,95112,3.958529903,2524788395,25339755172
string_match,gcc,native,1,native,1045658838,8421,347,70737293,,4043463709,,0,15003667357,94922,3.958446218,2523478535,25381957079
string_match,gcc,native,1,native,1046621087,8418,369,70646585,,4040059059,,0,14960635801,94623,3.953552987,2528736858,25349953244
string_match,gcc,native,1,native,1046792697,8420,289,70775646,,4044397855,,0,14984931601,94610,3.95444486,2527526290,25397599017
string_match,gcc,native,1,native,1046781914,8421,243,70706767,,4037568058,,0,14959833459,94571,3.954420124,2528286261,25328714276
string_match,gcc,native,1,native,1045652171,8422,245,70633582,,4039775823,,0,14924495551,94698,3.951834256,2525738155,25359330776
histogram,gcc,native,1,native,1450909945,21597,883,83818,,517408624,,0,2679127560,76881,0.713499443,2858195151,5339940195
histogram,gcc,native,1,native,1452046702,21598,689,90479,,513541674,,0,2671704147,75599,0.715432722,2847069202,5309717459
histogram,gcc,native,1,native,1450610504,21601,614,92449,,517898672,,0,2676091609,75770,0.710636323,2866002575,5343081585
histogram,gcc,native,1,native,1439917395,21598,633,90935,,518674969,,0,2670208815,75989,0.714762828,2857317718,5326166822
histogram,gcc,native,1,native,1448597794,21598,552,92123,,517762729,,0,2679592685,76164,0.714327806,2855638429,5341086260
histogram,gcc,native,1,native,1448317995,21599,643,88798,,517560005,,0,2671122533,77071,0.711664844,2855216777,5333916137
histogram,gcc,native,1,native,1449309020,21600,985,92359,,517757226,,0,2672611776,76916,0.710076573,2863681063,5337529499
histogram,gcc,native,1,native,1446417981,21599,690,91772,,517563369,,0,2665434482,75466,0.712373206,2867456762,5323812907
histogram,gcc,native,1,native,1449134586,21599,883,85224,,518125726,,0,2665380903,88429,0.713384612,2858514628,5319096395
histogram,gcc,native,1,native,1441591031,21601,1013,87082,,517835590,,0,2682850657,76824,0.709453046,2877344956,5343941184
linear_regression,icc,native,1,native,6771299,8426,262,65695,,290285044,,0,1460680898,45079,0.386528945,565562412,5467207183
linear_regression,icc,native,1,native,6751182,8424,255,67437,,289693540,,0,1451228822,44652,0.389415733,567085884,5450044408
linear_regression,icc,native,1,native,6750648,8423,216,68244,,290306386,,0,1457250931,45874,0.386644158,565841464,5464313754
linear_regression,icc,native,1,native,6729093,8424,225,67516,,290332661,,0,1461311593,44313,0.389138631,565672606,5466061944
linear_regression,icc,native,1,native,6776649,8425,218,67795,,290520125,,0,1454505607,46039,0.38848095,564974497,5481514760
linear_regression,icc,native,1,native,6663297,8424,251,69204,,290343234,,0,1463938180,44023,0.386232577,565509353,5466028331
linear_regression,icc,native,1,native,6807680,8425,230,69564,,289656677,,0,1453515499,45260,0.389248594,564028459,5467243302
linear_regression,icc,native,1,native,6791884,8424,136,65601,,290151577,,0,1465558401,43785,0.391060225,565643912,5465012547
linear_regression,icc,native,1,native,6669951,8423,283,67018,,290069298,,0,1464195488,44223,0.386657539,564972271,5464817316
linear_regression,icc,native,1,native,6749325,8429,184,67243,,291333605,,0,1449772335,45172,0.38915256,565979042,5473938998
string_match,icc,native,1,native,7623039016,8421,332,61635172,,4677673803,,0,11521260492,69002,3.045681947,1974924439,23608052720
string_match,icc,native,1,native,7620262761,8425,342,61604024,,4676442902,,0,11522226113,68523,3.045715216,1974899061,23602789858
string_match,icc,native,1,native,7623777221,8422,310,61640122,,4676347946,,0,11516499948,68621,3.045523596,1975434897,23605340907
string_match,icc,native,1,native,7621445724,8425,282,61548329,,4677042051,,0,11527709599,68796,3.045371895,1974557113,23603000335
string_match,icc,native,1,native,7613165787,8422,194,61600567,,4678471289,,0,11516308806,68544,3.045296512,1975465899,23604603922
string_match,icc,native,1,native,7624134531,8424,270,61675636,,4676499007,,0,11528166363,68709,3.04585871,1974641806,23605257222
string_match,icc,native,1,native,7616987782,8423,282,61601355,,4677333097,,0,11522045413,68630,3.045119253,1975039725,23602416572
string_match,icc,native,1,native,7621823492,8426,276,61623899,,4677840373,,0,11520118712,71410,3.045041636,1974388936,23609844894
string_match,icc,native,1,native,7623523725,8426,258,61639775,,4676855018,,0,11526416727,68541,3.04483871,1975133454,23602726688
string_match,icc,native,1,native,7615711987,8428,306,61648208,,4678919081,,0,11522087868,68667,3.045496005,1974798547,23611927646
histogram,icc,native,1,native,1437532625,21602,626,90825,,509258930,,0,2716332897,79096,0.719606669,2851533275,4832509546
histogram,icc,native,1,native,1450661016,21604,613,88404,,517268530,,0,2679309204,83059,0.711059438,2869305672,4877705647
histogram,icc,native,1,native,1434441953,21605,563,85857,,501676673,,0,2712977443,118665,0.72325515,2857552973,4799735147
histogram,icc,native,1,native,1446034529,21604,788,94964,,517863774,,0,2680871635,81324,0.715500789,2854652029,4868640730
histogram,icc,native,1,native,1450708177,21604,476,94177,,513031844,,0,2668248177,79724,0.7146291,2847394977,4845618318
