name,compiler,type,threads,input,time,sgxmem,instructions,l1_dcache_loads,llc_load_misses,sgxtime,mpxbtnum,l1_dcache_store_misses,mpxerrors,l1_dcache_load_misses,l1_dcache_stores,llc_store_misses,llc_loads,llc_stores
linear_regression,gcc,mpx_no_narrow_bounds,1,native,1.384875011,,9535920023,1650814315,74993,,,1,,10487450,15183517,32610,576050,46358
histogram,gcc,mpx_no_narrow_bounds_only_write,1,native,1.081428526,,12432696415,3354553639,266905,,,1,,25796644,1437201572,63580,1213532,93546
histogram,gcc,mpx_no_narrow_bounds_only_write,1,native,1.0824586,,12350776473,3336048790,226808,,,1,,26001736,1433946718,64167,1138629,100478
histogram,gcc,mpx_no_narrow_bounds_only_write,1,native,1.082916545,,12404948401,3345947614,251721,,,1,,25970789,1433335563,60792,1283769,96047
histogram,gcc,mpx_no_narrow_bounds_only_write,1,native,1.080734846,,12406403623,3347545215,228870,,,1,,26162200,1436998515,63892,1074107,98513
histogram,gcc,mpx_no_narrow_bounds_only_write,1,native,1.081895822,,12369233916,3332642740,194174,,,1,,26203305,1437762619,59165,1163005,99986
histogram,gcc,mpx_no_narrow_bounds_only_write,1,native,1.080009489,,12428512234,3350768735,253735,,,1,,25850514,1434305744,63289,1050591,98153
histogram,gcc,mpx_no_narrow_bounds_only_write,1,native,1.084236015,,12314975335,3331774743,192861,,,1,,26187656,1439981366,59880,1151222,102578
histogram,gcc,mpx_no_narrow_bounds_only_write,1,native,1.080215851,,12423668020,3349376093,249550,,,1,,25922621,1433948840,63496,1049880,98282
histogram,gcc,mpx_no_narrow_bounds_only_write,1,native,1.089852527,,12281392826,3323338000,155804,,,1,,26854349,1436035009,61141,1312724,103598
histogram,gcc,mpx_no_narrow_bounds_only_write,1,native,1.082622681,,12384625431,3344481812,252543,,,1,,25891400,1436388434,63053,1266234,99654
string_match,gcc,mpx_no_narrow_bounds_only_write,1,native,4.151332946,,39675160162,6232423780,133240,,,1,,10161013,7260044191,40306,595696,90029
string_match,gcc,mpx_no_narrow_bounds_only_write,1,native,4.240043661,,39629084118,6231483771,167050,,,1,,9698611,7354437856,29017,768526,66997
string_match,gcc,mpx_no_narrow_bounds_only_write,1,native,4.145552951,,39600119991,6246045493,170976,,,1,,9801209,7275707688,40983,794412,77994
string_match,gcc,mpx_no_narrow_bounds_only_write,1,native,4.14781424,,39616147003,6262152750,177368,,,1,,9808396,7283853228,45172,793864,63744
string_match,gcc,mpx_no_narrow_bounds_only_write,1,native,4.158901908,,39646785235,6225705023,75947,,,1,,10506648,7215772347,27517,583058,75477
string_match,gcc,mpx_no_narrow_bounds_only_write,1,native,4.156992495,,39592374044,6190105603,77815,,,1,,10444834,7280595533,36801,593675,77669
string_match,gcc,mpx_no_narrow_bounds_only_write,1,native,4.14472813,,39662964024,6282036865,173094,,,1,,9869556,7297370255,45238,778816,73175
string_match,gcc,mpx_no_narrow_bounds_only_write,1,native,4.145806929,,39613205478,6265042042,172335,,,1,,9726330,7272308515,12626,781628,92788
string_match,gcc,mpx_no_narrow_bounds_only_write,1,native,4.151827727,,39703909742,6243543200,135140,,,1,,10130641,7246440559,17068,600441,88421
string_match,gcc,mpx_no_narrow_bounds_only_write,1,native,4.17331961,,39595823354,6141435048,181096,,,1,,9829983,7472409259,24987,810601,75663
linear_regression,gcc,mpx_no_narrow_bounds_only_write,1,native,0.556759353,,3944760003,102232161,161029,,,1,,10261587,31664892,31846,477372,43589
linear_regression,gcc,mpx_no_narrow_bounds_only_write,1,native,0.553993349,,3947132531,107516559,109296,,,1,,10421353,31721525,33073,483536,44495
linear_regression,gcc,mpx_no_narrow_bounds_only_write,1,native,0.556769462,,3922662278,100349478,174861,,,1,,9873282,31283197,29085,480406,42280
linear_regression,gcc,mpx_no_narrow_bounds_only_write,1,native,0.554204595,,3952665215,110656850,87796,,,1,,10416305,31711967,32991,484437,45692
linear_regression,gcc,mpx_no_narrow_bounds_only_write,1,native,0.556442755,,3912433451,100311792,174675,,,1,,10024047,31676657,31071,478859,42426
linear_regression,gcc,mpx_no_narrow_bounds_only_write,1,native,0.553860555,,3943404439,103861948,140410,,,1,,10278654,31717986,32504,479552,42992
linear_regression,gcc,mpx_no_narrow_bounds_only_write,1,native,0.556150642,,3943026280,103220067,142450,,,1,,10192844,31668112,30833,479084,42446
linear_regression,gcc,mpx_no_narrow_bounds_only_write,1,native,0.55704925,,3918224307,100390801,173888,,,1,,10108020,31657655,32609,479654,43598
linear_regression,gcc,mpx_no_narrow_bounds_only_write,1,native,0.553977445,,3943802042,105883398,122683,,,1,,10373470,31725088,31673,483651,46386
linear_regression,gcc,mpx_no_narrow_bounds_only_write,1,native,0.556769609,,3943433008,103107096,157192,,,1,,10283062,31655291,32603,479715,44172
histogram,icc,mpx,1,native,1.059370659,,8592298599,2853347760,61381,,,1,,27150211,1431333606,57289,1071342,98319
histogram,icc,mpx,1,native,1.059591582,,8594307687,2855125464,60712,,,1,,26984402,1431428566,54855,1054586,95124
histogram,icc,mpx,1,native,1.060256769,,8592924740,2856000025,69457,,,1,,27112916,1431059081,55781,1142266,94773
histogram,icc,mpx,1,native,1.059990515,,8598707075,2857208912,68763,,,1,,27191114,1430909848,55391,1052864,94568
histogram,icc,mpx,1,native,1.059507563,,8602808824,2857298705,61761,,,1,,27135622,1431201790,56514,1041586,95454
histogram,icc,mpx,1,native,1.058836362,,8603857383,2858944955,60176,,,1,,27111705,1432216432,55829,1057290,96453
histogram,icc,mpx,1,native,1.06190443,,8592338421,2858209163,95910,,,1,,27002649,1430590104,56624,1182415,93797
histogram,icc,mpx,1,native,1.058959332,,8608979979,2860179097,61427,,,1,,27130456,1432389490,54843,1109866,86041
histogram,icc,mpx,1,native,1.059938669,,8597421569,2859595729,62625,,,1,,27179133,1431942612,54963,1093236,95177
histogram,icc,mpx,1,native,1.058984521,,8600616246,2860429289,63680,,,1,,27018961,1433034862,57759,1002123,97768
string_match,icc,mpx,1,native,7.402809622,,68805380757,12693659231,166438,,,1,,10475576,8198714387,24747,874750,92939
string_match,icc,mpx,1,native,7.404080314,,68718227903,12682392282,175619,,,1,,10352954,8198998558,25980,879515,105010
string_match,icc,mpx,1,native,7.283047231,,68628965146,12673345287,166947,,,1,,9976915,8184510947,25423,818458,97309
string_match,icc,mpx,1,native,7.40427461,,68763055585,12689910050,166074,,,1,,10467047,8198115150,25251,869200,108485
string_match,icc,mpx,1,native,7.395778158,,68836479216,12701324543,73547,,,1,,10673103,8200006535,26798,885550,92630
string_match,icc,mpx,1,native,7.396211493,,68825475630,12699811401,69119,,,1,,10744596,8196761563,27229,863003,98601
string_match,icc,mpx,1,native,7.383001506,,68864213117,12695693985,156551,,,1,,10065709,8194618865,28665,695297,100974
string_match,icc,mpx,1,native,7.397035929,,68751316959,12696234263,70076,,,1,,10738669,8197831173,28119,883213,104822
string_match,icc,mpx,1,native,7.398676729,,68788164621,12694286595,83126,,,1,,10751106,8193278912,28598,853552,104297
string_match,icc,mpx,1,native,7.32543528,,68815707918,12701195551,85060,,,1,,10634391,8197704366,27796,674314,110192
linear_regression,icc,mpx,1,native,0.450503697,,5979358845,567378668,34892,,,1,,10372821,14783493,33579,460539,46506
linear_regression,icc,mpx,1,native,0.452870804,,5987564377,569702577,39457,,,1,,10388133,14777908,34242,478882,45931
linear_regression,icc,mpx,1,native,0.45548698,,6016382017,564014240,131910,,,1,,10332573,14739705,36305,610714,46659
linear_regression,icc,mpx,1,native,0.452917831,,5975961303,566128010,37453,,,1,,10365055,14747768,31297,480559,42829
linear_regression,icc,mpx,1,native,0.450260748,,5989762997,567544096,34676,,,1,,10407625,14809638,34157,478597,179356
linear_regression,icc,mpx,1,native,0.452583294,,5930320097,565825710,37995,,,1,,10407483,14773654,33001,484229,44770
linear_regression,icc,mpx,1,native,0.450442392,,5950229195,567251969,34611,,,1,,10422637,14776775,33086,424291,181265
linear_regression,icc,mpx,1,native,0.452615975,,5957884944,568179052,39923,,,1,,10416494,14793483,33726,455751,46555
linear_regression,icc,mpx,1,native,0.450420635,,5940397456,567347042,34274,,,1,,10460124,14787803,32713,391609,181888
linear_regression,icc,mpx,1,native,0.452245458,,5963409938,569377248,39040,,,1,,10415189,14786911,33927,398837,47977
histogram,icc,mpx_only_write,1,native,0.947484191,,10337875090,2833012440,303437,,,1,,25601529,1425698519,58165,1265666,83835
histogram,icc,mpx_only_write,1,native,0.945052179,,10408420883,2848650484,268564,,,1,,26160919,1426693163,52165,1260163,78384
histogram,icc,mpx_only_write,1,native,0.945668804,,10352268570,2838454962,272480,,,1,,26083160,1426659012,53810,1291184,80939
histogram,icc,mpx_only_write,1,native,0.94518908,,10424858580,2850542650,220881,,,1,,26366622,1428297061,54265,1258451,81641
histogram,icc,mpx_only_write,1,native,0.945838766,,10375693387,2840217220,258649,,,1,,26148442,1425659072,55663,1257392,83351
histogram,icc,mpx_only_write,1,native,0.946054603,,10365586650,2840590107,294396,,,1,,25804523,1428701801,61236,1227575,86797
histogram,icc,mpx_only_write,1,native,0.945570302,,10401359558,2846042074,252959,,,1,,26112610,1426042455,54766,1280667,83162
histogram,icc,mpx_only_write,1,native,0.953633938,,10483263425,2866312684,287047,,,1,,26068890,1441191802,58650,1169630,97936
histogram,icc,mpx_only_write,1,native,0.946083238,,10392609790,2842543620,254164,,,1,,26159041,1425741331,55688,1329410,83597
histogram,icc,mpx_only_write,1,native,0.945722261,,10358976416,2839491419,291747,,,1,,25838560,1427332160,59566,1320346,84504
string_match,icc,mpx_only_write,1,native,4.124001797,,48755374794,10096828036,73189,,,1,,10565266,6205575518,25305,569521,91198
string_match,icc,mpx_only_write,1,native,4.124981002,,48709773218,10071916950,70755,,,1,,10527780,6217488479,34239,569780,93343
string_match,icc,mpx_only_write,1,native,4.218378488,,49163260056,10199180848,71125,,,1,,10499785,6276437337,31587,593194,89668
string_match,icc,mpx_only_write,1,native,4.127687719,,48780557234,10085698146,70632,,,1,,10623402,6200511585,28319,635697,85953
string_match,icc,mpx_only_write,1,native,4.122987364,,48830651350,10116613435,92316,,,1,,10454910,6186623275,33496,589490,89009
string_match,icc,mpx_only_write,1,native,4.12312338,,48890231731,10137149462,104820,,,1,,10393016,6170163224,34942,567753,82984
string_match,icc,mpx_only_write,1,native,4.135159849,,48958265630,10133748700,70500,,,1,,10571004,6228371296,20295,764352,75457
string_match,icc,mpx_only_write,1,native,4.214887353,,49115893962,10136617980,137638,,,1,,10126710,6281817499,33034,572354,87422
string_match,icc,mpx_only_write,1,native,4.119699887,,48892737986,10156143164,134898,,,1,,10042177,6169315918,38244,574757,83481
string_match,icc,mpx_only_write,1,native,4.119343733,,48880094416,10152414175,137144,,,1,,10106694,6167196780,36791,576771,80872
linear_regression,icc,mpx_only_write,1,native,0.382704619,,5418903674,565690406,34738,,,1,,10453512,14810032,31528,327775,180231
linear_regression,icc,mpx_only_write,1,native,0.385510589,,5412127054,567274329,39272,,,1,,10431083,14765949,34161,391666,175093
linear_regression,icc,mpx_only_write,1,native,0.383092192,,5384375114,565381537,34655,,,1,,10352142,11128756,32397,226454,55301
linear_regression,icc,mpx_only_write,1,native,0.385090528,,5436249422,567746861,39133,,,1,,10379009,14754711,34435,404633,43737
linear_regression,icc,mpx_only_write,1,native,0.382544592,,5384451650,565705540,33731,,,1,,10339831,10949326,31834,232191,49540
linear_regression,icc,mpx_only_write,1,native,0.383154154,,5404793994,565808277,34368,,,1,,10444768,14671190,167032,317991,178499
linear_regression,icc,mpx_only_write,1,native,0.385293145,,5407620214,566280643,38620,,,1,,10414157,14769504,30211,368705,177729
linear_regression,icc,mpx_only_write,1,native,0.383003221,,5419033474,565483565,35287,,,1,,10407249,14810815,34262,331047,181275
linear_regression,icc,mpx_only_write,1,native,0.382795105,,5396213790,565783349,34955,,,1,,10395928,13792602,33800,282040,49772
linear_regression,icc,mpx_only_write,1,native,0.385222292,,5392396450,564193133,36588,,,1,,10340400,14759013,34105,345312,48553
histogram,icc,mpx_no_narrow_bounds,1,native,1.060206536,,8603946821,2858497429,77811,,,1,,27127885,1430221236,56099,1142744,96052
histogram,icc,mpx_no_narrow_bounds,1,native,1.060317643,,8608697025,2860962290,78772,,,1,,27086866,1433059155,56550,1057734,98351
histogram,icc,mpx_no_narrow_bounds,1,native,1.059178392,,8606238847,2861174140,93472,,,1,,26807451,1433420577,56292,961361,94843
histogram,icc,mpx_no_narrow_bounds,1,native,1.059658694,,8608793096,2861320836,67847,,,1,,27141883,1432802325,55290,1076782,91414
histogram,icc,mpx_no_narrow_bounds,1,native,1.058985795,,8606589158,2860407509,63425,,,1,,27134616,1432976235,55790,1110499,96918
histogram,icc,mpx_no_narrow_bounds,1,native,1.059012836,,8601980909,2859811388,64186,,,1,,27112895,1434144699,54841,1025168,94009
histogram,icc,mpx_no_narrow_bounds,1,native,1.059432238,,8595388869,2859749452,65430,,,1,,27081859,1435326490,55912,1048637,97357
histogram,icc,mpx_no_narrow_bounds,1,native,1.059528689,,8600381834,2860731279,71193,,,1,,27057597,1435239806,54156,1025025,101143
histogram,icc,mpx_no_narrow_bounds,1,native,1.058498143,,8605436645,2862620995,92056,,,1,,26983107,1436511839,56582,967861,98054
histogram,icc,mpx_no_narrow_bounds,1,native,1.060885363,,8571368208,2851355380,66495,,,1,,27034193,1431393296,56740,1161533,92113
string_match,icc,mpx_no_narrow_bounds,1,native,7.402070143,,68749093737,12685769837,164045,,,1,,10533893,8199319718,24648,868741,103504
string_match,icc,mpx_no_narrow_bounds,1,native,7.3965142,,68844803273,12706275440,70998,,,1,,10775949,8196658127,25835,868859,99390
string_match,icc,mpx_no_narrow_bounds,1,native,7.323768721,,68825042399,12704493563,69771,,,1,,10754980,8194396168,28070,662680,108536
string_match,icc,mpx_no_narrow_bounds,1,native,7.400886555,,68845127006,12700777851,117047,,,1,,10724713,8201766516,24149,846006,89886
string_match,icc,mpx_no_narrow_bounds,1,native,7.40053649,,68809382993,12695659106,122890,,,1,,10745212,8197374944,26041,866421,93388
string_match,icc,mpx_no_narrow_bounds,1,native,7.395356706,,68814361290,12697908879,69092,,,1,,10694128,8194497639,24210,882437,104790
string_match,icc,mpx_no_narrow_bounds,1,native,7.486577858,,68805014959,12698227588,70136,,,1,,10735805,8195322638,27049,709105,99829
string_match,icc,mpx_no_narrow_bounds,1,native,7.380982691,,68720568157,12678739366,165950,,,1,,9967889,8194777416,29383,787810,96489
string_match,icc,mpx_no_narrow_bounds,1,native,7.381453094,,68712532033,12677185456,165000,,,1,,10022028,8194755120,28395,740495,88460
string_match,icc,mpx_no_narrow_bounds,1,native,7.400258611,,68776449604,12694949602,73081,,,1,,10674475,8197487974,26295,867173,106684
linear_regression,icc,mpx_no_narrow_bounds,1,native,0.45224054,,5978784376,569303271,40034,,,1,,10374569,14771771,32902,472943,45628
linear_regression,icc,mpx_no_narrow_bounds,1,native,0.45057183,,5946799095,567377131,34553,,,1,,10451041,14792324,32731,420146,181029
linear_regression,icc,mpx_no_narrow_bounds,1,native,0.460453408,,5969556000,558431358,219709,,,1,,10216734,14686134,36861,672871,47648
linear_regression,icc,mpx_no_narrow_bounds,1,native,0.458517788,,5974784255,560724354,189044,,,1,,10308342,14708284,36192,690449,44876
linear_regression,icc,mpx_no_narrow_bounds,1,native,0.452821798,,6018006684,567257521,52846,,,1,,10462936,14792534,34881,475065,45257
linear_regression,icc,mpx_no_narrow_bounds,1,native,0.450621562,,5942142721,567581593,33705,,,1,,10406894,14781602,33382,375006,48846
linear_regression,icc,mpx_no_narrow_bounds,1,native,0.450330866,,5990978322,567485851,34808,,,1,,10434008,14791930,33210,471014,45773
linear_regression,icc,mpx_no_narrow_bounds,1,native,0.452114819,,5954042650,566883046,34701,,,1,,10364506,14759280,33758,451058,46567
linear_regression,icc,mpx_no_narrow_bounds,1,native,0.450574859,,5947304341,567802032,34527,,,1,,10407815,14793725,33324,408468,49396
linear_regression,icc,mpx_no_narrow_bounds,1,native,0.452650101,,5924654042,566129315,37580,,,1,,10396943,14779680,33876,433609,180859
histogram,icc,mpx_no_narrow_bounds_only_write,1,native,0.94638412,,10402689258,2848982099,277450,,,1,,26086352,1427335542,54563,1281108,92494
histogram,icc,mpx_no_narrow_bounds_only_write,1,native,0.945354862,,10379525388,2839467527,274211,,,1,,25942381,1425419636,59481,1242520,85623
histogram,icc,mpx_no_narrow_bounds_only_write,1,native,0.945667885,,10409136070,2848152922,239392,,,1,,26333375,1430016593,50491,1278563,81929
histogram,icc,mpx_no_narrow_bounds_only_write,1,native,0.946155125,,10400658694,2847500454,286789,,,1,,26017432,1425883672,56452,1249994,82014
histogram,icc,mpx_no_narrow_bounds_only_write,1,native,0.94546921,,10380682012,2842329294,233391,,,1,,26255218,1428827465,55714,1338409,82766
histogram,icc,mpx_no_narrow_bounds_only_write,1,native,0.945344865,,10409555672,2846529826,303035,,,1,,26440510,1425795257,57945,1294835,83256
histogram,icc,mpx_no_narrow_bounds_only_write,1,native,0.943534955,,10405489334,2845806610,194916,,,1,,26593460,1428399430,53348,1311126,72534
histogram,icc,mpx_no_narrow_bounds_only_write,1,native,0.94605675,,10415060851,2849637101,239918,,,1,,26332839,1427915622,55603,1346393,84786
histogram,icc,mpx_no_narrow_bounds_only_write,1,native,0.945542178,,10379475845,2840702014,256319,,,1,,26037905,1425733794,55343,1284906,82648
histogram,icc,mpx_no_narrow_bounds_only_write,1,native,0.946264455,,10365603849,2840434408,294011,,,1,,25848191,1428210031,57570,1274903,80883
string_match,icc,mpx_no_narrow_bounds_only_write,1,native,4.225407088,,49192813669,10212327923,70457,,,1,,10522880,6225567334,28106,759398,79376
string_match,icc,mpx_no_narrow_bounds_only_write,1,native,4.23273578,,48980040469,10162612303,87161,,,1,,10493937,6227465997,29610,788955,75665
string_match,icc,mpx_no_narrow_bounds_only_write,1,native,4.272069955,,48849397479,10091764648,167127,,,1,,9835912,6245842965,25758,772341,79399
string_match,icc,mpx_no_narrow_bounds_only_write,1,native,4.124748156,,48727432468,10090874819,75104,,,1,,10466335,6204597166,35324,591967,91231
string_match,icc,mpx_no_narrow_bounds_only_write,1,native,4.123468653,,48655848913,10077510534,72392,,,1,,10502058,6205359456,37710,577849,88394
string_match,icc,mpx_no_narrow_bounds_only_write,1,native,4.131883738,,48722926157,10052980963,69459,,,1,,10630489,6232720729,26610,786241,85337
string_match,icc,mpx_no_narrow_bounds_only_write,1,native,4.200918708,,48883624276,10051252566,111692,,,1,,10630960,6270070111,32282,790861,78180
string_match,icc,mpx_no_narrow_bounds_only_write,1,native,4.132304746,,48717675598,10061438443,69808,,,1,,10524648,6245381499,22909,767822,84538
string_match,icc,mpx_no_narrow_bounds_only_write,1,native,4.123385842,,48733135335,10078250726,71060,,,1,,10576199,6196089841,28421,579051,89831
string_match,icc,mpx_no_narrow_bounds_only_write,1,native,4.327306022,,48990216832,10144215060,96383,,,1,,10537546,6235387682,27738,757067,82843
linear_regression,icc,mpx_no_narrow_bounds_only_write,1,native,0.3829715,,5385561047,565567783,34532,,,1,,10413511,13563508,165683,279308,182772
linear_regression,icc,mpx_no_narrow_bounds_only_write,1,native,0.385030256,,5331476160,562167894,35353,,,1,,10313037,13617568,33965,311331,51854
linear_regression,icc,mpx_no_narrow_bounds_only_write,1,native,0.39857616,,5361307434,553336284,266773,,,1,,9774956,14172102,35618,693228,46274
linear_regression,icc,mpx_no_narrow_bounds_only_write,1,native,0.400472949,,5355116590,552074205,265072,,,1,,9723754,13268296,35929,739416,47819
linear_regression,icc,mpx_no_narrow_bounds_only_write,1,native,0.387369593,,5367559075,564246767,52220,,,1,,10325768,14761409,33671,447037,45694
linear_regression,icc,mpx_no_narrow_bounds_only_write,1,native,0.390603686,,5432765562,566694650,84428,,,1,,10379414,14714333,37281,601393,45224
linear_regression,icc,mpx_no_narrow_bounds_only_write,1,native,0.382674655,,5419006617,566035252,34989,,,1,,10358525,14769599,34197,310183,48492
linear_regression,icc,mpx_no_narrow_bounds_only_write,1,native,0.407206192,,5526215059,567244818,272241,,,1,,9822822,7769838,40361,599987,54810
linear_regression,icc,mpx_no_narrow_bounds_only_write,1,native,0.382693557,,5385580369,565883260,34612,,,1,,10333829,12386474,32536,235990,53460
linear_regression,icc,mpx_no_narrow_bounds_only_write,1,native,0.389541952,,5391744198,565400372,64687,,,1,,10361330,14758014,34428,534218,179289
histogram,softbound,native,1,native,0.701253161,,5353247613,2877559959,200511,,,1,,26161633,1449003207,55916,721140,93026
histogram,softbound,native,1,native,0.707856217,,5307617097,2832966541,108249,,,1,,26795124,1432045919,57072,896872,94929
histogram,softbound,native,1,native,0.702012927,,5311559180,2864754926,211619,,,1,,26029426,1445826698,55800,728126,96832
histogram,softbound,native,1,native,0.699879408,,5344910686,2862801421,164220,,,1,,26200479,1442721524,56599,654111,91727
histogram,softbound,native,1,native,0.703524367,,5340850010,2846451958,109469,,,1,,26568639,1433640901,54691,695892,94872
histogram,softbound,native,1,native,0.702856674,,5349853059,2856165213,127368,,,1,,26444207,1436024607,54942,680338,98462
histogram,softbound,native,1,native,0.69873797,,5346411853,2875405675,205922,,,1,,26058469,1447006536,57423,732710,95614
histogram,softbound,native,1,native,0.702477753,,5354776531,2871713822,168827,,,1,,26288205,1444454887,55683,645137,96047
histogram,softbound,native,1,native,0.701424262,,5336739010,2856458897,147108,,,1,,26373975,1444296572,52645,603124,93857
histogram,softbound,native,1,native,0.699765852,,5342326247,2873546557,205776,,,1,,26004962,1446546862,56262,749449,95437
string_match,softbound,native,1,native,0.791892682,,4991155512,514288748,188703,,,1,,9974945,7595948,32241,418254,47615
string_match,softbound,native,1,native,0.791492086,,4973459356,512970966,197549,,,1,,9943301,7620052,32894,456832,48565
string_match,softbound,native,1,native,0.790389749,,4982405964,508763851,214240,,,1,,9750342,7613607,30377,442873,44070
string_match,softbound,native,1,native,0.787564669,,4881006872,500711487,214967,,,1,,9558491,9018417,29070,592447,38877
string_match,softbound,native,1,native,0.790706962,,4848912045,498093674,217114,,,1,,9510355,7554603,30704,491740,40792
string_match,softbound,native,1,native,0.790458691,,4993743652,513155561,195914,,,1,,9909906,7597685,31921,409086,48712
string_match,softbound,native,1,native,0.792507878,,4970461992,513234782,192566,,,1,,9991441,7612775,31437,409675,47244
string_match,softbound,native,1,native,0.79112665,,4982348913,511092331,201251,,,1,,9841835,7600256,30242,414502,46478
string_match,softbound,native,1,native,0.788636085,,4871396212,499673283,214688,,,1,,9594644,7553553,28283,524661,39950
string_match,softbound,native,1,native,0.79128396,,4969671116,511209991,196046,,,1,,9897598,7616172,32083,410530,48322
linear_regression,softbound,native,1,native,0.345843713,,4941178789,565114399,118647,,,1,,9989339,7643411,36366,216518,49141
linear_regression,softbound,native,1,native,0.345394157,,4906851822,565303778,88279,,,1,,10093681,7625924,35943,215641,51422
linear_regression,softbound,native,1,native,0.347735157,,4900360873,566963743,39228,,,1,,10335691,11661359,34833,219535,55180
linear_regression,softbound,native,1,native,0.345798576,,4895871391,564585946,48090,,,1,,10228118,9199018,33218,224919,54637
linear_regression,softbound,native,1,native,0.34551749,,4919404082,564954689,101882,,,1,,10032800,7630866,35921,215921,50285
linear_regression,softbound,native,1,native,0.348469379,,4812893141,561323341,35853,,,1,,10249374,11682828,33649,225029,54833
linear_regression,softbound,native,1,native,0.34558951,,4901733192,564726622,49350,,,1,,10277354,9107430,33342,219808,52739
linear_regression,softbound,native,1,native,0.345271064,,4928946371,565215629,108564,,,1,,9995832,7644697,36480,222772,50306
linear_regression,softbound,native,1,native,0.348029389,,4880357907,565735933,37564,,,1,,10267718,11035057,34033,219866,54388
linear_regression,softbound,native,1,native,0.352892325,,4874143382,565364762,88482,,,1,,10201009,14618261,35865,515136,47373
histogram,softbound,enabled,1,native,1.449969381,,22068304747,3330024472,113169,,,1,,27154072,1434438053,52204,1215302,90940
histogram,softbound,enabled,1,native,1.447132111,,22083519008,3333820572,141471,,,1,,27050910,1434689132,58461,1365298,95728
histogram,softbound,enabled,1,native,1.444659101,,22017371580,3331413664,96217,,,1,,27146950,1435181285,58092,1070815,102210
histogram,softbound,enabled,1,native,1.440557597,,22033834450,3330294898,110796,,,1,,26876057,1435177196,58205,1048666,96868
histogram,softbound,enabled,1,native,1.445230388,,22049929175,3328781851,73982,,,1,,27063767,1431971538,55671,1271377,92068
histogram,softbound,enabled,1,native,1.441911657,,22102773657,3334959668,142839,,,1,,26823593,1433740902,56814,893065,98066
histogram,softbound,enabled,1,native,1.446659471,,22081339845,3335612084,116969,,,1,,27088213,1434262865,57248,1326206,95048
histogram,softbound,enabled,1,native,1.443342634,,22056344884,3335316904,129067,,,1,,26998180,1435584397,59064,1023267,99015
histogram,softbound,enabled,1,native,1.446052262,,22013235640,3329406230,139358,,,1,,27047846,1437415950,55084,1145155,97483
histogram,softbound,enabled,1,native,1.439853712,,22046161197,3329990570,129793,,,1,,26781714,1434488663,56674,910266,101636
string_match,softbound,enabled,1,native,0.975872909,,9293414297,992608479,188582,,,1,,9907322,14352528,27678,629583,43691
string_match,softbound,enabled,1,native,0.975950963,,9312168273,994060079,187250,,,1,,9886753,14167336,25417,636423,41805
string_match,softbound,enabled,1,native,0.976940863,,9258354480,989205325,189567,,,1,,9802541,12713265,28352,650517,44719
string_match,softbound,enabled,1,native,0.974675899,,9291051247,993775177,188561,,,1,,9919922,14450238,26681,631138,43661
string_match,softbound,enabled,1,native,0.976016919,,9295503807,992801788,189372,,,1,,9947124,14201980,27088,641849,42454
string_match,softbound,enabled,1,native,0.974563477,,9283336782,993047848,186068,,,1,,10070405,14783649,26284,640132,44820
string_match,softbound,enabled,1,native,0.975148885,,9265791322,989638388,187692,,,1,,9798266,11826142,26985,639888,41856
string_match,softbound,enabled,1,native,0.972664411,,9308918306,995338941,189516,,,1,,10113611,14787383,27477,639372,43982
string_match,softbound,enabled,1,native,0.975519041,,9277748606,989895081,187008,,,1,,9782589,11448772,26670,642845,43592
string_match,softbound,enabled,1,native,0.980917296,,9206231067,983934376,185799,,,1,,9772919,7743995,28800,508978,45535
linear_regression,softbound,enabled,1,native,0.597563265,,9067133559,1618915810,173845,,,1,,9759775,7655540,36685,530458,45759
linear_regression,softbound,enabled,1,native,0.597009509,,9037998160,1608026065,174202,,,1,,9716439,7626059,36641,462488,45550
linear_regression,softbound,enabled,1,native,0.594847377,,9102172164,1625975565,166410,,,1,,9796129,11669664,33856,612715,43807
linear_regression,softbound,enabled,1,native,0.597020233,,9011333926,1608836403,171947,,,1,,9674841,7634761,37812,475148,44651
linear_regression,softbound,enabled,1,native,0.594602699,,9109821561,1626729523,165110,,,1,,9747656,11856898,33550,611613,44683
linear_regression,softbound,enabled,1,native,0.597212114,,9048799233,1614943285,171318,,,1,,9745134,7651411,37999,496876,45200
linear_regression,softbound,enabled,1,native,0.596987119,,9377303714,1651664830,160234,,,1,,9948657,7729773,37070,431914,49729
linear_regression,softbound,enabled,1,native,0.59513446,,9082059974,1622099445,165667,,,1,,9715878,10346266,32975,645372,43403
linear_regression,softbound,enabled,1,native,0.597126411,,9312680169,1648686355,155877,,,1,,9968743,7723759,36853,423879,49310
linear_regression,softbound,enabled,1,native,0.594592407,,9094907125,1623716319,165525,,,1,,9739352,10672015,33813,596271,42924
histogram,safecode,native,1,native,0.687967869,,5253528147,2839216819,247059,,,1,,25974636,1421757423,54684,1134115,79061
histogram,safecode,native,1,native,0.68438411,,5268932543,2837648933,186058,,,1,,26354255,1424367897,57028,1047674,82382
histogram,safecode,native,1,native,0.695368259,,5381170169,2889426525,292375,,,1,,25865982,1437183010,59534,981017,93261
histogram,safecode,native,1,native,0.701018431,,5327626182,2855552621,250850,,,1,,26354422,1444176485,59274,997888,95436
histogram,safecode,native,1,native,0.685660824,,5272625779,2837792157,153636,,,1,,26597944,1424549206,55423,1173442,79539
