name,compiler,type,threads,input,major_faults,sys_time,voluntary_context_switches,maxsize,user_time,mpxerrors,involuntary_context_switches,mpxbtnum,sgxtime,sgxmem,minor_faults,time
linear_regression,gcc,asan_only_write,1,0,0,0.0,1,64556,0.06,,3,,,,1241,0.06
linear_regression,gcc,asan_only_write,1,1,0,0.0,1,117528,0.11,,3,,,,2087,0.11
linear_regression,gcc,asan_only_write,1,2,0,0.0,1,223244,0.21,,3,,,,3767,0.22
linear_regression,gcc,asan_only_write,1,3,0,0.01,1,434184,0.43,,5,,,,7070,0.44
linear_regression,gcc,asan_only_write,1,4,0,0.01,1,856828,0.86,,5,,,,13755,0.88
linear_regression,gcc,asan_only_write,1,0,0,0.0,1,64864,0.06,,3,,,,1250,0.06
linear_regression,gcc,asan_only_write,1,1,0,0.0,1,118380,0.1,,3,,,,2300,0.11
linear_regression,gcc,asan_only_write,1,2,0,0.0,1,223232,0.21,,4,,,,3759,0.22
linear_regression,gcc,asan_only_write,1,3,0,0.0,1,435832,0.43,,4,,,,7404,0.44
linear_regression,gcc,asan_only_write,1,4,0,0.03,1,856620,0.84,,5,,,,13627,0.88
string_match,clang,asan,1,0,0,0.0,1,70804,0.09,,3,,,,3168,0.1
string_match,clang,asan,1,1,0,0.0,1,122164,0.18,,3,,,,5502,0.18
string_match,clang,asan,1,2,0,0.0,1,225664,0.36,,3,,,,10463,0.36
string_match,clang,asan,1,3,0,0.02,1,438208,0.7,,5,,,,20396,0.73
string_match,clang,asan,1,4,0,0.02,1,860208,1.43,,6,,,,40261,1.46
string_match,clang,asan,1,0,0,0.0,1,70792,0.1,,3,,,,3168,0.1
string_match,clang,asan,1,1,0,0.0,1,120152,0.18,,3,,,,5499,0.18
string_match,clang,asan,1,2,0,0.01,1,227872,0.35,,3,,,,10471,0.37
string_match,clang,asan,1,3,0,0.02,1,438420,0.7,,5,,,,20402,0.73
string_match,clang,asan,1,4,0,0.03,1,860164,1.43,,5,,,,40259,1.46
string_match,clang,asan,1,0,0,0.0,1,70832,0.1,,3,,,,3167,0.1
string_match,clang,asan,1,1,0,0.0,1,118128,0.18,,5,,,,5495,0.18
string_match,clang,asan,1,2,0,0.01,1,225712,0.35,,3,,,,10466,0.36
string_match,clang,asan,1,3,0,0.02,1,438292,0.71,,4,,,,20397,0.73
string_match,clang,asan,1,4,0,0.01,1,862192,1.44,,5,,,,40263,1.46
string_match,clang,asan,1,0,0,0.0,1,70936,0.09,,3,,,,3165,0.1
string_match,clang,asan,1,1,0,0.0,1,118144,0.18,,4,,,,5496,0.18
string_match,clang,asan,1,2,0,0.0,1,225800,0.36,,4,,,,10467,0.36
string_match,clang,asan,1,3,0,0.0,1,438464,0.72,,5,,,,20399,0.73
string_match,clang,asan,1,4,0,0.02,1,862256,1.43,,4,,,,40263,1.46
string_match,clang,asan,1,0,0,0.0,1,70752,0.09,,3,,,,3167,0.1
string_match,clang,asan,1,1,0,0.0,1,120136,0.17,,3,,,,5497,0.18
string_match,clang,asan,1,2,0,0.0,1,225688,0.36,,5,,,,10462,0.36
string_match,clang,asan,1,3,0,0.02,1,440292,0.7,,4,,,,20399,0.73
string_match,clang,asan,1,4,0,0.01,1,864240,1.44,,6,,,,40267,1.46
string_match,clang,asan,1,0,0,0.0,1,70812,0.09,,3,,,,3168,0.1
string_match,clang,asan,1,1,0,0.0,1,120236,0.17,,3,,,,5501,0.18
string_match,clang,asan,1,2,0,0.0,1,225800,0.36,,4,,,,10466,0.36
string_match,clang,asan,1,3,0,0.01,1,438200,0.72,,3,,,,20396,0.73
string_match,clang,asan,1,4,0,0.02,1,862180,1.43,,7,,,,40262,1.46
string_match,clang,asan,1,0,0,0.0,1,70852,0.09,,3,,,,3168,0.1
string_match,clang,asan,1,1,0,0.0,1,122084,0.18,,3,,,,5499,0.18
string_match,clang,asan,1,2,0,0.0,1,227756,0.36,,5,,,,10469,0.36
string_match,clang,asan,1,3,0,0.02,1,438380,0.71,,3,,,,20399,0.73
string_match,clang,asan,1,4,0,0.03,1,860036,1.42,,6,,,,40263,1.46
string_match,clang,asan,1,0,0,0.0,1,70856,0.09,,3,,,,3169,0.1
string_match,clang,asan,1,1,0,0.0,1,120148,0.17,,3,,,,5500,0.18
string_match,clang,asan,1,2,0,0.01,1,223732,0.35,,3,,,,10465,0.36
string_match,clang,asan,1,3,0,0.02,1,440272,0.7,,5,,,,20397,0.73
string_match,clang,asan,1,4,0,0.01,1,864156,1.44,,6,,,,40266,1.46
string_match,clang,asan,1,0,0,0.0,1,70916,0.1,,3,,,,3164,0.1
string_match,clang,asan,1,1,0,0.0,1,120212,0.17,,3,,,,5500,0.18
string_match,clang,asan,1,2,0,0.0,1,225780,0.36,,3,,,,10464,0.36
string_match,clang,asan,1,3,0,0.0,1,440268,0.72,,5,,,,20395,0.73
string_match,clang,asan,1,4,0,0.02,1,862192,1.43,,4,,,,40263,1.46
string_match,clang,asan,1,0,0,0.0,1,70852,0.09,,5,,,,3169,0.1
string_match,clang,asan,1,1,0,0.0,1,120172,0.18,,3,,,,5500,0.18
string_match,clang,asan,1,2,0,0.0,1,223796,0.36,,3,,,,10466,0.37
string_match,clang,asan,1,3,0,0.02,1,440448,0.7,,4,,,,20400,0.73
string_match,clang,asan,1,4,0,0.04,1,862176,1.42,,5,,,,40262,1.46
linear_regression,clang,asan,1,0,0,0.0,1,68772,0.05,,2,,,,3165,0.05
linear_regression,clang,asan,1,1,0,0.0,1,118208,0.09,,4,,,,5496,0.1
linear_regression,clang,asan,1,2,0,0.01,1,225708,0.18,,3,,,,10468,0.2
linear_regression,clang,asan,1,3,0,0.01,1,438420,0.38,,4,,,,20399,0.39
linear_regression,clang,asan,1,4,0,0.04,1,860144,0.75,,5,,,,40260,0.79
linear_regression,clang,asan,1,0,0,0.0,1,68820,0.05,,3,,,,3168,0.05
linear_regression,clang,asan,1,1,0,0.0,1,115988,0.1,,3,,,,5493,0.1
linear_regression,clang,asan,1,2,0,0.0,1,223556,0.19,,3,,,,10464,0.2
linear_regression,clang,asan,1,3,0,0.02,1,436216,0.36,,4,,,,20395,0.39
linear_regression,clang,asan,1,4,0,0.04,1,860052,0.76,,5,,,,40261,0.8
linear_regression,clang,asan,1,0,0,0.0,1,68920,0.05,,3,,,,3166,0.05
linear_regression,clang,asan,1,1,0,0.0,1,118164,0.1,,3,,,,5497,0.1
linear_regression,clang,asan,1,2,0,0.01,1,225760,0.18,,3,,,,10463,0.2
linear_regression,clang,asan,1,3,0,0.02,1,436216,0.37,,3,,,,20396,0.39
linear_regression,clang,asan,1,4,0,0.03,1,860188,0.75,,5,,,,40260,0.78
linear_regression,clang,asan,1,0,0,0.0,1,70736,0.05,,3,,,,3165,0.05
linear_regression,clang,asan,1,1,0,0.0,1,118124,0.09,,3,,,,5497,0.1
linear_regression,clang,asan,1,2,0,0.02,1,223728,0.18,,3,,,,10465,0.2
linear_regression,clang,asan,1,3,0,0.02,1,436352,0.37,,4,,,,20396,0.39
linear_regression,clang,asan,1,4,0,0.02,1,860144,0.76,,4,,,,40262,0.78
linear_regression,clang,asan,1,0,0,0.0,1,70844,0.05,,3,,,,3167,0.05
linear_regression,clang,asan,1,1,0,0.0,1,118152,0.1,,3,,,,5496,0.1
linear_regression,clang,asan,1,2,0,0.01,1,225720,0.18,,3,,,,10465,0.2
linear_regression,clang,asan,1,3,0,0.01,1,436244,0.38,,3,,,,20396,0.39
linear_regression,clang,asan,1,4,0,0.01,1,860056,0.77,,5,,,,40259,0.78
linear_regression,clang,asan,1,0,0,0.0,1,68836,0.05,,3,,,,3164,0.05
linear_regression,clang,asan,1,1,0,0.0,1,118188,0.09,,3,,,,5497,0.1
linear_regression,clang,asan,1,2,0,0.01,1,223644,0.18,,4,,,,10464,0.2
linear_regression,clang,asan,1,3,0,0.01,1,436316,0.38,,4,,,,20394,0.4
linear_regression,clang,asan,1,4,0,0.02,1,860012,0.76,,6,,,,40258,0.78
linear_regression,clang,asan,1,0,0,0.0,1,68872,0.05,,3,,,,3167,0.05
linear_regression,clang,asan,1,1,0,0.0,1,118092,0.1,,3,,,,5499,0.1
linear_regression,clang,asan,1,2,0,0.01,1,225704,0.18,,3,,,,10465,0.2
linear_regression,clang,asan,1,3,0,0.01,1,436204,0.38,,4,,,,20394,0.39
linear_regression,clang,asan,1,4,0,0.04,1,860120,0.73,,3,,,,40263,0.78
linear_regression,clang,asan,1,0,0,0.0,1,68912,0.05,,3,,,,3163,0.05
linear_regression,clang,asan,1,1,0,0.0,1,116028,0.09,,4,,,,5492,0.1
linear_regression,clang,asan,1,2,0,0.01,1,223756,0.18,,3,,,,10466,0.2
linear_regression,clang,asan,1,3,0,0.03,1,436356,0.36,,3,,,,20397,0.39
linear_regression,clang,asan,1,4,0,0.02,1,862052,0.76,,5,,,,40262,0.78
linear_regression,clang,asan,1,0,0,0.0,1,68740,0.05,,3,,,,3166,0.05
linear_regression,clang,asan,1,1,0,0.0,1,116108,0.1,,2,,,,5494,0.1
linear_regression,clang,asan,1,2,0,0.01,1,223732,0.18,,3,,,,10465,0.2
linear_regression,clang,asan,1,3,0,0.02,1,436416,0.37,,5,,,,20396,0.39
linear_regression,clang,asan,1,4,0,0.03,1,860100,0.75,,3,,,,40260,0.78
linear_regression,clang,asan,1,0,0,0.0,1,70720,0.05,,4,,,,3165,0.05
linear_regression,clang,asan,1,1,0,0.0,1,116056,0.09,,3,,,,5496,0.1
linear_regression,clang,asan,1,2,0,0.01,1,225628,0.18,,3,,,,10465,0.2
linear_regression,clang,asan,1,3,0,0.0,1,434316,0.38,,3,,,,20394,0.39
linear_regression,clang,asan,1,4,0,0.03,1,860216,0.75,,5,,,,40264,0.78
string_match,gcc,mpx,1,0,0,0.0,1,59468,0.54,,3,,,,1064,0.54
string_match,gcc,mpx,1,1,0,0.0,1,110144,1.0,,4,,,,1843,1.01
string_match,gcc,mpx,1,2,0,0.0,1,215756,2.02,,5,,,,3495,2.02
string_match,gcc,mpx,1,3,0,0.02,1,424848,4.02,,11,,,,6805,4.04
string_match,gcc,mpx,1,4,0,0.02,1,853604,8.04,,18,,,,13426,8.07
string_match,gcc,mpx,1,0,0,0.0,1,59432,0.54,,4,,,,1062,0.54
string_match,gcc,mpx,1,1,0,0.0,1,110272,1.01,,5,,,,1838,1.01
string_match,gcc,mpx,1,2,0,0.0,1,213860,2.06,,6,,,,3493,2.06
string_match,gcc,mpx,1,3,0,0.01,1,424920,4.1,,9,,,,6805,4.12
string_match,gcc,mpx,1,4,0,0.03,1,853684,8.05,,17,,,,13425,8.08
string_match,gcc,mpx,1,0,0,0.0,1,59420,0.54,,3,,,,1063,0.54
string_match,gcc,mpx,1,1,0,0.0,1,108172,1.0,,5,,,,1842,1.01
string_match,gcc,mpx,1,2,0,0.01,1,213720,2.01,,6,,,,3495,2.03
string_match,gcc,mpx,1,3,0,0.01,1,424920,4.03,,10,,,,6808,4.04
string_match,gcc,mpx,1,4,0,0.01,1,851516,8.12,,17,,,,13428,8.14
string_match,gcc,mpx,1,0,0,0.0,1,59424,0.54,,2,,,,1065,0.55
string_match,gcc,mpx,1,1,0,0.0,1,108172,1.0,,4,,,,1840,1.01
string_match,gcc,mpx,1,2,0,0.01,1,213840,2.02,,8,,,,3493,2.04
string_match,gcc,mpx,1,3,0,0.02,1,425028,4.02,,11,,,,6807,4.04
string_match,gcc,mpx,1,4,0,0.02,1,853536,8.06,,20,,,,13428,8.09
string_match,gcc,mpx,1,0,0,0.0,1,59544,0.53,,2,,,,1062,0.53
string_match,gcc,mpx,1,1,0,0.0,1,110188,1.03,,4,,,,1842,1.03
string_match,gcc,mpx,1,2,0,0.0,1,213708,2.06,,5,,,,3497,2.06
string_match,gcc,mpx,1,3,0,0.0,1,426924,4.03,,12,,,,6806,4.04
string_match,gcc,mpx,1,4,0,0.0,1,853660,8.05,,20,,,,13430,8.06
string_match,gcc,mpx,1,0,0,0.0,1,57300,0.54,,4,,,,1065,0.54
string_match,gcc,mpx,1,1,0,0.0,1,108172,1.06,,4,,,,1838,1.06
string_match,gcc,mpx,1,2,0,0.0,1,213624,2.01,,5,,,,3498,2.02
string_match,gcc,mpx,1,3,0,0.0,1,424900,4.12,,10,,,,6809,4.13
string_match,gcc,mpx,1,4,0,0.01,1,851576,8.07,,16,,,,13427,8.08
string_match,gcc,mpx,1,0,0,0.0,1,59456,0.53,,5,,,,1063,0.54
string_match,gcc,mpx,1,1,0,0.0,1,108200,1.01,,4,,,,1836,1.02
string_match,gcc,mpx,1,2,0,0.0,1,215756,2.04,,5,,,,3492,2.04
string_match,gcc,mpx,1,3,0,0.0,1,424904,4.03,,10,,,,6805,4.04
string_match,gcc,mpx,1,4,0,0.02,1,853536,8.02,,18,,,,13427,8.04
string_match,gcc,mpx,1,0,0,0.0,1,59552,0.53,,4,,,,1060,0.54
string_match,gcc,mpx,1,1,0,0.0,1,108212,1.0,,3,,,,1838,1.01
string_match,gcc,mpx,1,2,0,0.0,1,215732,2.02,,8,,,,3493,2.03
string_match,gcc,mpx,1,3,0,0.0,1,426956,4.05,,11,,,,6804,4.06
string_match,gcc,mpx,1,4,0,0.02,1,853536,7.98,,20,,,,13429,8.0
string_match,gcc,mpx,1,0,0,0.0,1,57468,0.54,,2,,,,1062,0.54
string_match,gcc,mpx,1,1,0,0.0,1,110096,1.0,,4,,,,1843,1.01
string_match,gcc,mpx,1,2,0,0.0,1,213860,2.05,,7,,,,3494,2.05
string_match,gcc,mpx,1,3,0,0.0,1,426924,4.02,,11,,,,6803,4.03
string_match,gcc,mpx,1,4,0,0.02,1,851532,8.14,,21,,,,13428,8.16
string_match,gcc,mpx,1,0,0,0.0,1,59432,0.53,,2,,,,1064,0.54
string_match,gcc,mpx,1,1,0,0.0,1,108148,1.01,,4,,,,1837,1.01
string_match,gcc,mpx,1,2,0,0.01,1,213772,2.01,,6,,,,3497,2.02
string_match,gcc,mpx,1,3,0,0.01,1,426856,4.02,,10,,,,6810,4.03
string_match,gcc,mpx,1,4,0,0.03,1,853552,8.04,,17,,,,13429,8.07
linear_regression,gcc,mpx,1,0,0,0.0,1,57544,0.14,,3,,,,1059,0.14
linear_regression,gcc,mpx,1,1,0,0.0,1,108212,0.27,,3,,,,1838,0.27
linear_regression,gcc,mpx,1,2,0,0.0,1,213784,0.55,,2,,,,3493,0.55
linear_regression,gcc,mpx,1,3,0,0.01,1,425056,1.08,,4,,,,6805,1.1
linear_regression,gcc,mpx,1,4,0,0.02,1,851684,2.17,,7,,,,13424,2.2
linear_regression,gcc,mpx,1,0,0,0.0,1,57524,0.14,,2,,,,1063,0.14
linear_regression,gcc,mpx,1,1,0,0.0,1,108212,0.27,,2,,,,1840,0.27
linear_regression,gcc,mpx,1,2,0,0.0,1,213780,0.54,,4,,,,3493,0.55
linear_regression,gcc,mpx,1,3,0,0.0,1,425128,1.09,,3,,,,6805,1.1
linear_regression,gcc,mpx,1,4,0,0.03,1,851656,2.16,,6,,,,13426,2.2
linear_regression,gcc,mpx,1,0,0,0.0,1,57716,0.14,,2,,,,1059,0.14
linear_regression,gcc,mpx,1,1,0,0.0,1,108348,0.26,,1,,,,1836,0.27
linear_regression,gcc,mpx,1,2,0,0.01,1,213860,0.53,,4,,,,3494,0.55
linear_regression,gcc,mpx,1,3,0,0.0,1,425076,1.09,,4,,,,6803,1.1
linear_regression,gcc,mpx,1,4,0,0.04,1,851612,2.16,,5,,,,13426,2.2
linear_regression,gcc,mpx,1,0,0,0.0,1,57572,0.14,,2,,,,1060,0.14
linear_regression,gcc,mpx,1,1,0,0.0,1,108324,0.26,,4,,,,1838,0.27
linear_regression,gcc,mpx,1,2,0,0.01,1,213956,0.54,,2,,,,3493,0.55
linear_regression,gcc,mpx,1,3,0,0.02,1,425004,1.08,,4,,,,6805,1.1
linear_regression,gcc,mpx,1,4,0,0.02,1,851756,2.18,,7,,,,13425,2.2
linear_regression,gcc,mpx,1,0,0,0.0,1,57508,0.14,,2,,,,1060,0.14
linear_regression,gcc,mpx,1,1,0,0.0,1,108232,0.27,,2,,,,1838,0.27
linear_regression,gcc,mpx,1,2,0,0.0,1,213812,0.54,,5,,,,3495,0.55
linear_regression,gcc,mpx,1,3,0,0.0,1,425172,1.09,,5,,,,6802,1.1
linear_regression,gcc,mpx,1,4,0,0.02,1,851716,2.17,,5,,,,13425,2.2
linear_regression,gcc,mpx,1,0,0,0.0,1,57628,0.14,,2,,,,1060,0.14
linear_regression,gcc,mpx,1,1,0,0.0,1,108180,0.27,,2,,,,1840,0.27
linear_regression,gcc,mpx,1,2,0,0.0,1,213832,0.54,,4,,,,3493,0.55
linear_regression,gcc,mpx,1,3,0,0.01,1,424980,1.09,,4,,,,6806,1.1
linear_regression,gcc,mpx,1,4,0,0.02,1,851764,2.17,,5,,,,13426,2.2
linear_regression,gcc,mpx,1,0,0,0.0,1,57672,0.14,,2,,,,1061,0.14
linear_regression,gcc,mpx,1,1,0,0.0,1,108232,0.27,,3,,,,1838,0.27
linear_regression,gcc,mpx,1,2,0,0.02,1,213812,0.53,,3,,,,3493,0.55
linear_regression,gcc,mpx,1,3,0,0.01,1,425056,1.08,,4,,,,6809,1.1
linear_regression,gcc,mpx,1,4,0,0.02,1,851732,2.17,,6,,,,13426,2.2
linear_regression,gcc,mpx,1,0,0,0.0,1,57624,0.14,,3,,,,1062,0.14
linear_regression,gcc,mpx,1,1,0,0.0,1,108148,0.27,,4,,,,1840,0.27
linear_regression,gcc,mpx,1,2,0,0.0,1,213960,0.54,,2,,,,3492,0.55
linear_regression,gcc,mpx,1,3,0,0.0,1,425044,1.09,,5,,,,6807,1.1
linear_regression,gcc,mpx,1,4,0,0.02,1,851760,2.17,,5,,,,13423,2.2
linear_regression,gcc,mpx,1,0,0,0.0,1,57588,0.14,,3,,,,1060,0.14
linear_regression,gcc,mpx,1,1,0,0.0,1,108268,0.27,,2,,,,1838,0.27
linear_regression,gcc,mpx,1,2,0,0.0,1,213832,0.54,,4,,,,3492,0.55
linear_regression,gcc,mpx,1,3,0,0.02,1,425040,1.08,,4,,,,6802,1.1
linear_regression,gcc,mpx,1,4,0,0.02,1,851620,2.18,,7,,,,13425,2.2
linear_regression,gcc,mpx,1,0,0,0.0,1,57532,0.14,,2,,,,1061,0.14
linear_regression,gcc,mpx,1,1,0,0.0,1,108264,0.27,,3,,,,1840,0.27
linear_regression,gcc,mpx,1,2,0,0.0,1,213808,0.54,,4,,,,3492,0.55
linear_regression,gcc,mpx,1,3,0,0.01,1,425032,1.08,,4,,,,6804,1.1
linear_regression,gcc,mpx,1,4,0,0.02,1,851608,2.17,,6,,,,13426,2.2
string_match,gcc,mpx_only_write,1,0,0,0.0,1,57392,0.43,,3,,,,1061,0.44
string_match,gcc,mpx_only_write,1,1,0,0.0,1,108064,0.91,,3,,,,1840,0.91
string_match,gcc,mpx_only_write,1,2,0,0.0,1,215792,1.66,,6,,,,3498,1.66
string_match,gcc,mpx_only_write,1,3,0,0.0,1,424836,3.29,,7,,,,6809,3.3
string_match,gcc,mpx_only_write,1,4,0,0.04,1,853620,6.57,,15,,,,13425,6.61
string_match,gcc,mpx_only_write,1,0,0,0.0,1,59468,0.43,,2,,,,1061,0.44
string_match,gcc,mpx_only_write,1,1,0,0.0,1,110108,0.85,,4,,,,1838,0.85
string_match,gcc,mpx_only_write,1,2,0,0.0,1,213652,1.65,,7,,,,3497,1.65
string_match,gcc,mpx_only_write,1,3,0,0.0,1,424920,3.29,,7,,,,6805,3.3
string_match,gcc,mpx_only_write,1,4,0,0.03,1,851596,6.67,,17,,,,13428,6.7
string_match,gcc,mpx_only_write,1,0,0,0.0,1,59488,0.48,,2,,,,1060,0.48
string_match,gcc,mpx_only_write,1,1,0,0.0,1,108148,0.82,,4,,,,1841,0.83
string_match,gcc,mpx_only_write,1,2,0,0.0,1,215744,1.82,,5,,,,3493,1.83
string_match,gcc,mpx_only_write,1,3,0,0.0,1,426984,3.35,,11,,,,6808,3.35
string_match,gcc,mpx_only_write,1,4,0,0.01,1,851596,6.59,,17,,,,13428,6.61
string_match,gcc,mpx_only_write,1,0,0,0.0,1,59468,0.44,,2,,,,1062,0.44
string_match,gcc,mpx_only_write,1,1,0,0.0,1,110252,0.82,,5,,,,1838,0.83
string_match,gcc,mpx_only_write,1,2,0,0.01,1,213740,1.64,,6,,,,3495,1.65
string_match,gcc,mpx_only_write,1,3,0,0.01,1,426884,3.3,,9,,,,6805,3.31
string_match,gcc,mpx_only_write,1,4,0,0.02,1,853600,6.58,,16,,,,13430,6.6
string_match,gcc,mpx_only_write,1,0,0,0.0,1,59616,0.44,,2,,,,1061,0.44
string_match,gcc,mpx_only_write,1,1,0,0.0,1,108200,0.83,,3,,,,1838,0.84
string_match,gcc,mpx_only_write,1,2,0,0.0,1,215880,1.64,,6,,,,3495,1.65
string_match,gcc,mpx_only_write,1,3,0,0.0,1,424920,3.3,,9,,,,6805,3.31
string_match,gcc,mpx_only_write,1,4,0,0.03,1,851484,6.67,,16,,,,13428,6.7
string_match,gcc,mpx_only_write,1,0,0,0.0,1,59528,0.44,,2,,,,1062,0.45
string_match,gcc,mpx_only_write,1,1,0,0.0,1,108064,0.82,,4,,,,1843,0.83
string_match,gcc,mpx_only_write,1,2,0,0.01,1,215760,1.64,,6,,,,3498,1.65
string_match,gcc,mpx_only_write,1,3,0,0.01,1,426964,3.29,,8,,,,6805,3.3
string_match,gcc,mpx_only_write,1,4,0,0.0,1,851540,6.63,,16,,,,13426,6.64
string_match,gcc,mpx_only_write,1,0,0,0.0,1,59560,0.43,,2,,,,1061,0.44
string_match,gcc,mpx_only_write,1,1,0,0.0,1,110224,0.83,,4,,,,1842,0.83
string_match,gcc,mpx_only_write,1,2,0,0.0,1,213756,1.64,,5,,,,3495,1.65
string_match,gcc,mpx_only_write,1,3,0,0.0,1,427008,3.29,,11,,,,6808,3.3
string_match,gcc,mpx_only_write,1,4,0,0.02,1,851444,6.58,,15,,,,13429,6.6
string_match,gcc,mpx_only_write,1,0,0,0.0,1,59552,0.43,,4,,,,1062,0.44
string_match,gcc,mpx_only_write,1,1,0,0.0,1,108032,0.82,,4,,,,1840,0.83
string_match,gcc,mpx_only_write,1,2,0,0.0,1,215736,1.64,,4,,,,3497,1.65
string_match,gcc,mpx_only_write,1,3,0,0.02,1,424864,3.29,,11,,,,6807,3.31
string_match,gcc,mpx_only_write,1,4,0,0.02,1,851508,6.64,,15,,,,13429,6.66
string_match,gcc,mpx_only_write,1,0,0,0.0,1,57420,0.46,,4,,,,1063,0.47
string_match,gcc,mpx_only_write,1,1,0,0.0,1,108064,0.82,,3,,,,1841,0.82
string_match,gcc,mpx_only_write,1,2,0,0.0,1,215776,1.65,,4,,,,3496,1.66
string_match,gcc,mpx_only_write,1,3,0,0.0,1,426948,3.36,,11,,,,6805,3.36
string_match,gcc,mpx_only_write,1,4,0,0.02,1,853660,6.63,,15,,,,13430,6.66
string_match,gcc,mpx_only_write,1,0,0,0.0,1,57492,0.44,,3,,,,1063,0.44
string_match,gcc,mpx_only_write,1,1,0,0.0,1,108092,0.82,,4,,,,1842,0.83
string_match,gcc,mpx_only_write,1,2,0,0.0,1,215880,1.64,,4,,,,3497,1.65
string_match,gcc,mpx_only_write,1,3,0,0.0,1,424940,3.3,,9,,,,6810,3.3
string_match,gcc,mpx_only_write,1,4,0,0.01,1,853536,6.59,,16,,,,13427,6.6
linear_regression,gcc,mpx_only_write,1,0,0,0.0,1,57636,0.06,,2,,,,1060,0.06
linear_regression,gcc,mpx_only_write,1,1,0,0.0,1,108316,0.11,,4,,,,1836,0.11
linear_regression,gcc,mpx_only_write,1,2,0,0.0,1,213796,0.21,,2,,,,3495,0.22
linear_regression,gcc,mpx_only_write,1,3,0,0.0,1,425028,0.43,,2,,,,6806,0.44
linear_regression,gcc,mpx_only_write,1,4,0,0.02,1,851588,0.85,,4,,,,13426,0.87
linear_regression,gcc,mpx_only_write,1,0,0,0.0,1,57472,0.06,,2,,,,1058,0.06
linear_regression,gcc,mpx_only_write,1,1,0,0.0,1,108212,0.11,,2,,,,1839,0.11
linear_regression,gcc,mpx_only_write,1,2,0,0.0,1,213956,0.22,,2,,,,3494,0.22
linear_regression,gcc,mpx_only_write,1,3,0,0.0,1,424996,0.43,,4,,,,6803,0.44
linear_regression,gcc,mpx_only_write,1,4,0,0.02,1,851604,0.84,,3,,,,13423,0.87
linear_regression,gcc,mpx_only_write,1,0,0,0.0,1,57588,0.06,,2,,,,1059,0.06
linear_regression,gcc,mpx_only_write,1,1,0,0.0,1,108220,0.11,,2,,,,1840,0.11
linear_regression,gcc,mpx_only_write,1,2,0,0.0,1,213856,0.21,,2,,,,3494,0.22
linear_regression,gcc,mpx_only_write,1,3,0,0.01,1,424996,0.42,,4,,,,6802,0.44
linear_regression,gcc,mpx_only_write,1,4,0,0.02,1,851628,0.85,,6,,,,13429,0.88
linear_regression,gcc,mpx_only_write,1,0,0,0.0,1,57628,0.06,,2,,,,1061,0.06
linear_regression,gcc,mpx_only_write,1,1,0,0.01,1,108288,0.1,,2,,,,1838,0.11
linear_regression,gcc,mpx_only_write,1,2,0,0.01,1,213848,0.2,,3,,,,3491,0.22
linear_regression,gcc,mpx_only_write,1,3,0,0.01,1,425056,0.43,,2,,,,6803,0.45
linear_regression,gcc,mpx_only_write,1,4,0,0.03,1,851760,0.84,,4,,,,13425,0.88
linear_regression,gcc,mpx_only_write,1,0,0,0.0,1,57476,0.06,,2,,,,1061,0.06
linear_regression,gcc,mpx_only_write,1,1,0,0.0,1,108212,0.1,,2,,,,1840,0.11
linear_regression,gcc,mpx_only_write,1,2,0,0.0,1,213936,0.21,,3,,,,3493,0.22
linear_regression,gcc,mpx_only_write,1,3,0,0.02,1,425012,0.42,,2,,,,6802,0.44
linear_regression,gcc,mpx_only_write,1,4,0,0.03,1,851696,0.84,,4,,,,13423,0.88
linear_regression,gcc,mpx_only_write,1,0,0,0.0,1,57604,0.06,,2,,,,1058,0.06
linear_regression,gcc,mpx_only_write,1,1,0,0.0,1,108288,0.1,,2,,,,1837,0.11
linear_regression,gcc,mpx_only_write,1,2,0,0.0,1,213840,0.21,,2,,,,3492,0.22
linear_regression,gcc,mpx_only_write,1,3,0,0.01,1,425148,0.42,,4,,,,6803,0.44
linear_regression,gcc,mpx_only_write,1,4,0,0.02,1,851640,0.84,,4,,,,13428,0.88
linear_regression,gcc,mpx_only_write,1,0,0,0.0,1,57716,0.06,,2,,,,1061,0.06
linear_regression,gcc,mpx_only_write,1,1,0,0.0,1,108332,0.11,,2,,,,1839,0.11
linear_regression,gcc,mpx_only_write,1,2,0,0.0,1,213840,0.22,,2,,,,3496,0.22
linear_regression,gcc,mpx_only_write,1,3,0,0.01,1,424956,0.42,,3,,,,6808,0.44
linear_regression,gcc,mpx_only_write,1,4,0,0.01,1,851716,0.86,,2,,,,13423,0.87
linear_regression,gcc,mpx_only_write,1,0,0,0.0,1,57528,0.06,,4,,,,1063,0.06
linear_regression,gcc,mpx_only_write,1,1,0,0.0,1,108212,0.11,,2,,,,1838,0.11
linear_regression,gcc,mpx_only_write,1,2,0,0.01,1,213796,0.21,,2,,,,3495,0.22
linear_regression,gcc,mpx_only_write,1,3,0,0.0,1,425032,0.43,,3,,,,6806,0.44
linear_regression,gcc,mpx_only_write,1,4,0,0.01,1,851604,0.86,,4,,,,13422,0.88
linear_regression,gcc,mpx_only_write,1,0,0,0.0,1,57716,0.06,,2,,,,1061,0.06
linear_regression,gcc,mpx_only_write,1,1,0,0.0,1,108304,0.11,,2,,,,1838,0.11
linear_regression,gcc,mpx_only_write,1,2,0,0.0,1,213884,0.21,,5,,,,3490,0.22
linear_regression,gcc,mpx_only_write,1,3,0,0.0,1,425172,0.43,,2,,,,6803,0.44
