name,compiler,type,threads,input,major_faults,sys_time,voluntary_context_switches,maxsize,user_time,mpxerrors,involuntary_context_switches,mpxbtnum,sgxtime,sgxmem,minor_faults,time
matrix_multiply,icc,mpx,1,4,1,47.81,6,425424,414.71,,832,,,,39744,462.58
pca,gcc,asan_only_write,1,0,0,0.09,1,16844,0.03,,19,,,,918,0.13
pca,gcc,asan_only_write,1,1,0,0.1,1,16320,0.02,,19,,,,1330,0.13
pca,gcc,asan_only_write,1,2,0,0.1,1,15296,0.02,,19,,,,1075,0.13
pca,gcc,asan_only_write,1,3,0,0.11,1,15312,0.01,,18,,,,1056,0.13
pca,gcc,asan_only_write,1,4,0,0.12,91,259160,21.34,,5292,,,,66865,21.47
word_count,gcc,asan_only_write,1,0,0,0.19,3,37992,2.51,,611,,,,7874,2.73
word_count,gcc,asan_only_write,1,1,0,0.2,5,87264,9.21,,1981,,,,22526,9.45
word_count,gcc,asan_only_write,1,2,0,0.19,5,150120,21.66,,5091,,,,40692,21.89
word_count,gcc,asan_only_write,1,3,0,0.28,57,260920,44.07,,9847,,,,73609,44.4
word_count,gcc,asan_only_write,1,4,0,0.35,14,484916,91.28,,22088,,,,138554,91.67
matrix_multiply,gcc,asan_only_write,1,0,0,0.06,1,16316,0,,11,,,,1061,0.06
matrix_multiply,gcc,asan_only_write,1,1,0,0.06,1,15008,0,,11,,,,728,0.06
matrix_multiply,gcc,asan_only_write,1,2,0,0.06,1,18784,0,,11,,,,641,0.06
matrix_multiply,gcc,asan_only_write,1,3,0,0.06,1,15168,0,,13,,,,777,0.06
matrix_multiply,gcc,asan_only_write,1,4,0,48.1,6,457956,1100.49,,274528,,,,19148,4148.74
string_match,gcc,native,1,0,0,0.0,1,55800,0.42,,4,,,,1043,0.42
string_match,gcc,native,1,1,0,0.0,1,106408,0.78,,3,,,,1819,0.79
string_match,gcc,native,1,2,0,0.01,1,212080,1.56,,4,,,,3472,1.58
string_match,gcc,native,1,3,0,0.0,1,423248,3.14,,9,,,,6787,3.15
string_match,gcc,native,1,4,0,0.01,1,849836,6.28,,18,,,,13406,6.29
string_match,gcc,native,1,0,0,0.0,1,55792,0.41,,2,,,,1040,0.42
string_match,gcc,native,1,1,0,0.0,1,106460,0.78,,3,,,,1817,0.78
string_match,gcc,native,1,2,0,0.0,1,212056,1.57,,4,,,,3475,1.57
string_match,gcc,native,1,3,0,0.0,1,423332,3.14,,11,,,,6783,3.15
string_match,gcc,native,1,4,0,0.01,1,849892,6.28,,15,,,,13407,6.3
string_match,gcc,native,1,0,0,0.0,1,55792,0.42,,2,,,,1041,0.42
string_match,gcc,native,1,1,0,0.0,1,106440,0.78,,4,,,,1817,0.78
string_match,gcc,native,1,2,0,0.0,1,212056,1.57,,5,,,,3474,1.57
string_match,gcc,native,1,3,0,0.0,1,423336,3.14,,9,,,,6784,3.15
string_match,gcc,native,1,4,0,0.04,1,849808,6.26,,14,,,,13407,6.3
string_match,gcc,native,1,0,0,0.0,1,55840,0.41,,3,,,,1042,0.41
string_match,gcc,native,1,1,0,0.0,1,106448,0.78,,2,,,,1820,0.78
string_match,gcc,native,1,2,0,0.0,1,212036,1.57,,7,,,,3472,1.57
string_match,gcc,native,1,3,0,0.01,1,423344,3.13,,7,,,,6785,3.14
string_match,gcc,native,1,4,0,0.02,1,849840,6.27,,14,,,,13407,6.29
string_match,gcc,native,1,0,0,0.0,1,55776,0.41,,4,,,,1041,0.42
string_match,gcc,native,1,1,0,0.0,1,106516,0.78,,5,,,,1819,0.78
string_match,gcc,native,1,2,0,0.0,1,211960,1.57,,4,,,,3477,1.57
string_match,gcc,native,1,3,0,0.01,1,423228,3.13,,9,,,,6784,3.15
string_match,gcc,native,1,4,0,0.02,1,849852,6.27,,16,,,,13409,6.3
string_match,gcc,native,1,0,0,0.0,1,55792,0.41,,2,,,,1043,0.42
string_match,gcc,native,1,1,0,0.0,1,106444,0.78,,4,,,,1817,0.78
string_match,gcc,native,1,2,0,0.0,1,211960,1.57,,4,,,,3474,1.57
string_match,gcc,native,1,3,0,0.0,1,423164,3.14,,10,,,,6789,3.15
string_match,gcc,native,1,4,0,0.01,1,849824,6.28,,16,,,,13409,6.3
string_match,gcc,native,1,0,0,0.0,1,55796,0.41,,2,,,,1043,0.42
string_match,gcc,native,1,1,0,0.0,1,106424,0.78,,4,,,,1817,0.79
string_match,gcc,native,1,2,0,0.0,1,212040,1.57,,6,,,,3471,1.57
string_match,gcc,native,1,3,0,0.01,1,423360,3.13,,7,,,,6785,3.15
string_match,gcc,native,1,4,0,0.02,1,849808,6.27,,12,,,,13405,6.3
string_match,gcc,native,1,0,0,0.0,1,55760,0.41,,4,,,,1040,0.42
string_match,gcc,native,1,1,0,0.0,1,106460,0.78,,2,,,,1817,0.78
string_match,gcc,native,1,2,0,0.0,1,211972,1.57,,6,,,,3477,1.57
string_match,gcc,native,1,3,0,0.01,1,423216,3.13,,7,,,,6785,3.15
string_match,gcc,native,1,4,0,0.02,1,849864,6.27,,12,,,,13409,6.3
string_match,gcc,native,1,0,0,0.0,1,55760,0.41,,4,,,,1041,0.42
string_match,gcc,native,1,1,0,0.0,1,106436,0.78,,3,,,,1824,0.79
string_match,gcc,native,1,2,0,0.01,1,212076,1.56,,5,,,,3477,1.57
string_match,gcc,native,1,3,0,0.01,1,423200,3.13,,9,,,,6786,3.15
string_match,gcc,native,1,4,0,0.01,1,849836,6.28,,16,,,,13407,6.3
string_match,gcc,native,1,0,0,0.0,1,55712,0.41,,2,,,,1042,0.42
string_match,gcc,native,1,1,0,0.0,1,106404,0.78,,4,,,,1819,0.78
string_match,gcc,native,1,2,0,0.0,1,212068,1.56,,4,,,,3479,1.57
string_match,gcc,native,1,3,0,0.0,1,423248,3.14,,11,,,,6788,3.15
string_match,gcc,native,1,4,0,0.01,1,849848,6.28,,14,,,,13405,6.3
linear_regression,gcc,native,1,0,0,0.0,1,55864,0.06,,2,,,,1042,0.06
linear_regression,gcc,native,1,1,0,0.0,1,106436,0.11,,2,,,,1821,0.11
linear_regression,gcc,native,1,2,0,0.0,1,212116,0.22,,2,,,,3473,0.22
linear_regression,gcc,native,1,3,0,0.01,1,423332,0.42,,4,,,,6784,0.44
linear_regression,gcc,native,1,4,0,0.03,1,849912,0.84,,4,,,,13407,0.88
linear_regression,gcc,native,1,0,0,0.0,1,55736,0.06,,2,,,,1044,0.06
linear_regression,gcc,native,1,1,0,0.0,1,106552,0.1,,2,,,,1821,0.11
linear_regression,gcc,native,1,2,0,0.01,1,212020,0.2,,2,,,,3480,0.22
linear_regression,gcc,native,1,3,0,0.01,1,423396,0.42,,4,,,,6785,0.44
linear_regression,gcc,native,1,4,0,0.02,1,849920,0.85,,3,,,,13404,0.88
linear_regression,gcc,native,1,0,0,0.0,1,55852,0.06,,5,,,,1042,0.06
linear_regression,gcc,native,1,1,0,0.0,1,106536,0.11,,3,,,,1817,0.11
linear_regression,gcc,native,1,2,0,0.0,1,212128,0.21,,3,,,,3476,0.22
linear_regression,gcc,native,1,3,0,0.01,1,423292,0.42,,2,,,,6784,0.44
linear_regression,gcc,native,1,4,0,0.02,1,849916,0.85,,5,,,,13407,0.88
linear_regression,gcc,native,1,0,0,0.0,1,55852,0.06,,3,,,,1040,0.06
linear_regression,gcc,native,1,1,0,0.0,1,106436,0.11,,3,,,,1821,0.11
linear_regression,gcc,native,1,2,0,0.01,1,212084,0.2,,5,,,,3476,0.22
linear_regression,gcc,native,1,3,0,0.0,1,423396,0.43,,3,,,,6786,0.44
linear_regression,gcc,native,1,4,0,0.02,1,849920,0.85,,3,,,,13404,0.88
linear_regression,gcc,native,1,0,0,0.0,1,55876,0.06,,3,,,,1044,0.06
linear_regression,gcc,native,1,1,0,0.0,1,106496,0.11,,3,,,,1820,0.11
linear_regression,gcc,native,1,2,0,0.0,1,212112,0.21,,3,,,,3477,0.22
linear_regression,gcc,native,1,3,0,0.01,1,423392,0.42,,5,,,,6788,0.44
linear_regression,gcc,native,1,4,0,0.02,1,849932,0.85,,3,,,,13406,0.88
linear_regression,gcc,native,1,0,0,0.0,1,55872,0.05,,3,,,,1044,0.06
linear_regression,gcc,native,1,1,0,0.0,1,106552,0.1,,4,,,,1819,0.11
linear_regression,gcc,native,1,2,0,0.0,1,212096,0.21,,3,,,,3476,0.22
linear_regression,gcc,native,1,3,0,0.01,1,423276,0.42,,5,,,,6785,0.44
linear_regression,gcc,native,1,4,0,0.01,1,849928,0.86,,4,,,,13410,0.88
linear_regression,gcc,native,1,0,0,0.0,1,55804,0.05,,3,,,,1038,0.06
linear_regression,gcc,native,1,1,0,0.0,1,106440,0.1,,3,,,,1821,0.11
linear_regression,gcc,native,1,2,0,0.0,1,212200,0.22,,3,,,,3473,0.22
linear_regression,gcc,native,1,3,0,0.02,1,423292,0.42,,3,,,,6785,0.44
linear_regression,gcc,native,1,4,0,0.02,1,849908,0.85,,4,,,,13404,0.88
linear_regression,gcc,native,1,0,0,0.0,1,55832,0.06,,2,,,,1039,0.06
linear_regression,gcc,native,1,1,0,0.0,1,106520,0.11,,2,,,,1817,0.11
linear_regression,gcc,native,1,2,0,0.0,1,212124,0.21,,3,,,,3475,0.22
linear_regression,gcc,native,1,3,0,0.01,1,423292,0.42,,3,,,,6784,0.44
linear_regression,gcc,native,1,4,0,0.02,1,849900,0.86,,5,,,,13405,0.89
linear_regression,gcc,native,1,0,0,0.0,1,55852,0.05,,2,,,,1042,0.06
linear_regression,gcc,native,1,1,0,0.0,1,106600,0.11,,2,,,,1820,0.11
linear_regression,gcc,native,1,2,0,0.0,1,212228,0.21,,2,,,,3475,0.22
linear_regression,gcc,native,1,3,0,0.0,1,423260,0.43,,3,,,,6783,0.44
linear_regression,gcc,native,1,4,0,0.01,1,849884,0.86,,4,,,,13405,0.88
linear_regression,gcc,native,1,0,0,0.0,1,55852,0.05,,2,,,,1043,0.06
linear_regression,gcc,native,1,1,0,0.0,1,106600,0.1,,2,,,,1819,0.11
linear_regression,gcc,native,1,2,0,0.0,1,212212,0.22,,2,,,,3474,0.22
linear_regression,gcc,native,1,3,0,0.01,1,423304,0.42,,2,,,,6785,0.44
linear_regression,gcc,native,1,4,0,0.02,1,849884,0.85,,4,,,,13410,0.88
string_match,icc,native,1,0,0,0.0,1,55788,0.31,,2,,,,1049,0.32
string_match,icc,native,1,1,0,0.0,1,106568,0.6,,3,,,,1824,0.6
string_match,icc,native,1,2,0,0.0,1,212192,1.21,,4,,,,3479,1.21
string_match,icc,native,1,3,0,0.01,1,423320,2.41,,6,,,,6790,2.42
string_match,icc,native,1,4,0,0.04,1,849904,4.8,,10,,,,13413,4.85
string_match,icc,native,1,0,0,0.0,1,55864,0.32,,2,,,,1047,0.32
string_match,icc,native,1,1,0,0.0,1,106444,0.6,,4,,,,1825,0.6
string_match,icc,native,1,2,0,0.0,1,212212,1.2,,4,,,,3478,1.21
string_match,icc,native,1,3,0,0.02,1,423368,2.4,,7,,,,6789,2.42
string_match,icc,native,1,4,0,0.02,1,849900,4.83,,12,,,,13412,4.85
string_match,icc,native,1,0,0,0.0,1,55776,0.31,,3,,,,1046,0.32
string_match,icc,native,1,1,0,0.0,1,106424,0.6,,2,,,,1824,0.6
string_match,icc,native,1,2,0,0.0,1,212124,1.2,,5,,,,3478,1.21
string_match,icc,native,1,3,0,0.01,1,423264,2.41,,6,,,,6789,2.42
string_match,icc,native,1,4,0,0.02,1,849872,4.83,,13,,,,13411,4.85
string_match,icc,native,1,0,0,0.0,1,55760,0.32,,3,,,,1047,0.32
string_match,icc,native,1,1,0,0.01,1,106456,0.59,,3,,,,1824,0.6
string_match,icc,native,1,2,0,0.01,1,212020,1.2,,4,,,,3480,1.21
string_match,icc,native,1,3,0,0.02,1,423248,2.4,,7,,,,6788,2.42
string_match,icc,native,1,4,0,0.03,1,849864,4.81,,11,,,,13412,4.85
string_match,icc,native,1,0,0,0.0,1,55836,0.32,,4,,,,1046,0.32
string_match,icc,native,1,1,0,0.0,1,106444,0.6,,2,,,,1825,0.6
string_match,icc,native,1,2,0,0.0,1,212036,1.2,,6,,,,3480,1.21
string_match,icc,native,1,3,0,0.0,1,423212,2.41,,5,,,,6792,2.42
string_match,icc,native,1,4,0,0.02,1,845792,4.82,,11,,,,13409,4.85
string_match,icc,native,1,0,0,0.0,1,55800,0.32,,2,,,,1045,0.32
string_match,icc,native,1,1,0,0.0,1,106460,0.6,,4,,,,1822,0.6
string_match,icc,native,1,2,0,0.0,1,212052,1.2,,3,,,,3477,1.21
string_match,icc,native,1,3,0,0.01,1,423232,2.41,,6,,,,6791,2.42
string_match,icc,native,1,4,0,0.02,1,849916,4.82,,12,,,,13413,4.85
string_match,icc,native,1,0,0,0.0,1,55756,0.32,,3,,,,1047,0.32
string_match,icc,native,1,1,0,0.0,1,106440,0.6,,2,,,,1823,0.6
string_match,icc,native,1,2,0,0.0,1,211992,1.2,,4,,,,3478,1.21
string_match,icc,native,1,3,0,0.01,1,423248,2.41,,7,,,,6789,2.42
string_match,icc,native,1,4,0,0.01,1,849904,4.83,,11,,,,13411,4.85
string_match,icc,native,1,0,0,0.0,1,55792,0.31,,2,,,,1046,0.32
string_match,icc,native,1,1,0,0.0,1,106472,0.6,,4,,,,1825,0.6
string_match,icc,native,1,2,0,0.0,1,212020,1.2,,5,,,,3480,1.21
string_match,icc,native,1,3,0,0.0,1,423216,2.41,,5,,,,6791,2.42
string_match,icc,native,1,4,0,0.02,1,849900,4.83,,11,,,,13411,4.85
string_match,icc,native,1,0,0,0.0,1,55864,0.32,,5,,,,1045,0.32
string_match,icc,native,1,1,0,0.0,1,106460,0.6,,3,,,,1823,0.6
string_match,icc,native,1,2,0,0.0,1,212192,1.21,,3,,,,3477,1.21
string_match,icc,native,1,3,0,0.0,1,423200,2.42,,8,,,,6793,2.42
string_match,icc,native,1,4,0,0.02,2,849868,4.82,,12,,,,13412,4.85
string_match,icc,native,1,0,0,0.0,1,55888,0.32,,2,,,,1047,0.32
string_match,icc,native,1,1,0,0.0,1,106428,0.6,,4,,,,1822,0.6
string_match,icc,native,1,2,0,0.0,1,212020,1.21,,4,,,,3480,1.21
string_match,icc,native,1,3,0,0.0,1,423184,2.42,,5,,,,6792,2.42
string_match,icc,native,1,4,0,0.02,1,849888,4.82,,13,,,,13411,4.85
linear_regression,icc,native,1,0,0,0.0,1,55908,0.04,,2,,,,1047,0.04
linear_regression,icc,native,1,1,0,0.0,1,106608,0.07,,2,,,,1825,0.07
linear_regression,icc,native,1,2,0,0.01,1,212132,0.14,,2,,,,3477,0.16
linear_regression,icc,native,1,3,0,0.02,1,423340,0.28,,3,,,,6790,0.3
linear_regression,icc,native,1,4,0,0.02,1,849960,0.58,,3,,,,13412,0.61
linear_regression,icc,native,1,0,0,0.0,1,55836,0.04,,2,,,,1048,0.04
linear_regression,icc,native,1,1,0,0.0,1,106520,0.08,,2,,,,1823,0.08
linear_regression,icc,native,1,2,0,0.0,1,212164,0.16,,4,,,,3482,0.16
linear_regression,icc,native,1,3,0,0.0,1,423240,0.32,,2,,,,6794,0.32
linear_regression,icc,native,1,4,0,0.01,1,845824,0.62,,3,,,,13411,0.64
linear_regression,icc,native,1,0,0,0.0,1,55896,0.04,,2,,,,1047,0.04
linear_regression,icc,native,1,1,0,0.0,1,106520,0.08,,2,,,,1823,0.08
linear_regression,icc,native,1,2,0,0.01,1,212160,0.15,,2,,,,3479,0.16
linear_regression,icc,native,1,3,0,0.0,1,423364,0.29,,3,,,,6794,0.3
linear_regression,icc,native,1,4,0,0.02,1,849944,0.58,,4,,,,13413,0.61
linear_regression,icc,native,1,0,0,0.0,1,55788,0.03,,2,,,,1049,0.04
linear_regression,icc,native,1,1,0,0.0,1,106500,0.07,,2,,,,1825,0.07
linear_regression,icc,native,1,2,0,0.0,1,212100,0.14,,2,,,,3482,0.15
linear_regression,icc,native,1,3,0,0.01,1,423444,0.28,,2,,,,6788,0.3
linear_regression,icc,native,1,4,0,0.03,1,849928,0.58,,4,,,,13417,0.61
linear_regression,icc,native,1,0,0,0.0,1,55908,0.03,,2,,,,1047,0.04
linear_regression,icc,native,1,1,0,0.0,1,106532,0.07,,3,,,,1825,0.07
linear_regression,icc,native,1,2,0,0.0,1,212100,0.14,,2,,,,3483,0.15
linear_regression,icc,native,1,3,0,0.02,1,423260,0.28,,4,,,,6793,0.31
linear_regression,icc,native,1,4,0,0.02,1,849960,0.58,,2,,,,13412,0.61
linear_regression,icc,native,1,0,0,0.0,1,55904,0.03,,2,,,,1047,0.04
linear_regression,icc,native,1,1,0,0.0,1,106488,0.08,,3,,,,1828,0.08
linear_regression,icc,native,1,2,0,0.01,1,212172,0.14,,3,,,,3480,0.15
linear_regression,icc,native,1,3,0,0.01,1,423320,0.28,,2,,,,6787,0.3
linear_regression,icc,native,1,4,0,0.02,1,845828,0.58,,4,,,,13411,0.61
linear_regression,icc,native,1,0,0,0.0,1,55896,0.04,,2,,,,1044,0.04
linear_regression,icc,native,1,1,0,0.0,1,106516,0.07,,2,,,,1826,0.08
linear_regression,icc,native,1,2,0,0.0,1,212116,0.15,,2,,,,3479,0.15
linear_regression,icc,native,1,3,0,0.01,1,423376,0.31,,2,,,,6791,0.32
linear_regression,icc,native,1,4,0,0.01,1,850024,0.59,,3,,,,13413,0.61
linear_regression,icc,native,1,0,0,0.0,1,55864,0.04,,2,,,,1045,0.04
linear_regression,icc,native,1,1,0,0.0,1,106624,0.07,,3,,,,1823,0.07
linear_regression,icc,native,1,2,0,0.0,1,212080,0.16,,2,,,,3479,0.16
linear_regression,icc,native,1,3,0,0.01,1,423428,0.31,,2,,,,6791,0.32
linear_regression,icc,native,1,4,0,0.03,1,849876,0.58,,4,,,,13408,0.61
linear_regression,icc,native,1,0,0,0.0,1,55800,0.04,,2,,,,1046,0.04
linear_regression,icc,native,1,1,0,0.0,1,106520,0.07,,3,,,,1824,0.07
linear_regression,icc,native,1,2,0,0.0,1,212112,0.14,,2,,,,3477,0.15
linear_regression,icc,native,1,3,0,0.02,1,423356,0.28,,3,,,,6791,0.3
linear_regression,icc,native,1,4,0,0.02,1,849932,0.59,,2,,,,13413,0.61
linear_regression,icc,native,1,0,0,0.0,1,55932,0.04,,2,,,,1048,0.04
linear_regression,icc,native,1,1,0,0.0,1,106556,0.06,,2,,,,1825,0.07
linear_regression,icc,native,1,2,0,0.0,1,212084,0.15,,2,,,,3482,0.16
linear_regression,icc,native,1,3,0,0.01,1,423468,0.29,,3,,,,6789,0.3
linear_regression,icc,native,1,4,0,0.01,1,845852,0.6,,2,,,,13411,0.61
string_match,clang,native,1,0,0,0.0,1,55880,0.08,,2,,,,1041,0.08
string_match,clang,native,1,1,0,0.0,1,106580,0.14,,2,,,,1820,0.14
string_match,clang,native,1,2,0,0.01,1,212068,0.28,,3,,,,3475,0.29
string_match,clang,native,1,3,0,0.02,1,423292,0.56,,4,,,,6786,0.59
string_match,clang,native,1,4,0,0.04,1,849932,1.13,,3,,,,13409,1.18
string_match,clang,native,1,0,0,0.0,1,55772,0.08,,2,,,,1044,0.08
string_match,clang,native,1,1,0,0.0,1,106488,0.14,,2,,,,1823,0.14
string_match,clang,native,1,2,0,0.0,1,212116,0.29,,2,,,,3473,0.29
string_match,clang,native,1,3,0,0.01,1,423332,0.57,,4,,,,6788,0.59
string_match,clang,native,1,4,0,0.01,1,849912,1.16,,4,,,,13407,1.17
string_match,clang,native,1,0,0,0.0,1,55868,0.08,,2,,,,1044,0.08
string_match,clang,native,1,1,0,0.01,1,106476,0.13,,2,,,,1821,0.14
string_match,clang,native,1,2,0,0.0,1,212120,0.29,,4,,,,3475,0.29
string_match,clang,native,1,3,0,0.02,1,423336,0.56,,3,,,,6785,0.58
string_match,clang,native,1,4,0,0.03,1,849912,1.14,,3,,,,13408,1.17
string_match,clang,native,1,0,0,0.0,1,55760,0.07,,4,,,,1047,0.08
string_match,clang,native,1,1,0,0.0,1,106492,0.14,,2,,,,1821,0.14
string_match,clang,native,1,2,0,0.0,1,212192,0.28,,2,,,,3477,0.29
string_match,clang,native,1,3,0,0.0,1,423280,0.58,,3,,,,6783,0.58
string_match,clang,native,1,4,0,0.01,1,849864,1.16,,6,,,,13411,1.17
string_match,clang,native,1,0,0,0.0,1,55772,0.08,,2,,,,1044,0.08
string_match,clang,native,1,1,0,0.0,1,106564,0.14,,2,,,,1822,0.14
string_match,clang,native,1,2,0,0.0,1,212100,0.29,,2,,,,3475,0.29
string_match,clang,native,1,3,0,0.01,1,423320,0.57,,3,,,,6790,0.58
string_match,clang,native,1,4,0,0.02,1,849936,1.15,,4,,,,13408,1.17
string_match,clang,native,1,0,0,0.0,1,55836,0.08,,2,,,,1040,0.08
string_match,clang,native,1,1,0,0.0,1,106460,0.14,,2,,,,1821,0.14
string_match,clang,native,1,2,0,0.01,1,212232,0.28,,3,,,,3475,0.29
string_match,clang,native,1,3,0,0.01,1,423280,0.57,,3,,,,6787,0.59
string_match,clang,native,1,4,0,0.03,1,849888,1.14,,4,,,,13411,1.17
string_match,clang,native,1,0,0,0.0,1,55864,0.08,,2,,,,1045,0.08
string_match,clang,native,1,1,0,0.0,1,106508,0.14,,3,,,,1819,0.14
string_match,clang,native,1,2,0,0.0,1,212232,0.29,,2,,,,3473,0.29
string_match,clang,native,1,3,0,0.01,1,423292,0.57,,2,,,,6787,0.58
string_match,clang,native,1,4,0,0.01,1,849916,1.16,,5,,,,13409,1.17
string_match,clang,native,1,0,0,0.0,1,55864,0.07,,2,,,,1045,0.08
string_match,clang,native,1,1,0,0.0,1,106584,0.14,,3,,,,1819,0.14
string_match,clang,native,1,2,0,0.0,1,212040,0.28,,2,,,,3478,0.29
string_match,clang,native,1,3,0,0.01,1,423408,0.57,,4,,,,6785,0.58
string_match,clang,native,1,4,0,0.01,1,849888,1.16,,3,,,,13408,1.17
string_match,clang,native,1,0,0,0.0,1,55868,0.07,,2,,,,1046,0.08
string_match,clang,native,1,1,0,0.0,1,106504,0.14,,2,,,,1823,0.14
string_match,clang,native,1,2,0,0.0,1,212116,0.29,,3,,,,3475,0.29
string_match,clang,native,1,3,0,0.01,1,423264,0.57,,4,,,,6788,0.59
string_match,clang,native,1,4,0,0.01,1,845804,1.16,,4,,,,13409,1.17
string_match,clang,native,1,0,0,0.0,1,55888,0.08,,2,,,,1045,0.08
string_match,clang,native,1,1,0,0.0,1,106552,0.14,,3,,,,1820,0.14
string_match,clang,native,1,2,0,0.0,1,212232,0.28,,2,,,,3475,0.29
string_match,clang,native,1,3,0,0.01,1,423296,0.58,,2,,,,6785,0.59
string_match,clang,native,1,4,0,0.02,1,849964,1.15,,5,,,,13408,1.17
linear_regression,clang,native,1,0,0,0.0,1,55768,0.03,,2,,,,1044,0.03
linear_regression,clang,native,1,1,0,0.0,1,106436,0.06,,2,,,,1820,0.06
linear_regression,clang,native,1,2,0,0.0,1,212064,0.12,,2,,,,3475,0.12
linear_regression,clang,native,1,3,0,0.01,1,423404,0.24,,2,,,,6789,0.25
linear_regression,clang,native,1,4,0,0.01,1,849896,0.48,,3,,,,13409,0.5
linear_regression,clang,native,1,0,0,0.0,1,55852,0.02,,2,,,,1043,0.03
linear_regression,clang,native,1,1,0,0.0,1,106452,0.06,,2,,,,1821,0.06
linear_regression,clang,native,1,2,0,0.0,1,212128,0.12,,3,,,,3481,0.12
linear_regression,clang,native,1,3,0,0.0,1,423308,0.24,,2,,,,6788,0.25
linear_regression,clang,native,1,4,0,0.02,1,849920,0.47,,4,,,,13406,0.5
linear_regression,clang,native,1,0,0,0.0,1,55784,0.03,,2,,,,1045,0.03
linear_regression,clang,native,1,1,0,0.0,1,106572,0.06,,2,,,,1819,0.07
linear_regression,clang,native,1,2,0,0.0,1,212004,0.13,,2,,,,3477,0.14
linear_regression,clang,native,1,3,0,0.01,1,423308,0.26,,2,,,,6789,0.28
linear_regression,clang,native,1,4,0,0.02,1,849920,0.48,,3,,,,13407,0.5
linear_regression,clang,native,1,0,0,0.0,1,55836,0.03,,2,,,,1042,0.03
linear_regression,clang,native,1,1,0,0.0,1,106596,0.05,,2,,,,1820,0.06
linear_regression,clang,native,1,2,0,0.0,1,212212,0.12,,2,,,,3478,0.13
linear_regression,clang,native,1,3,0,0.02,1,423276,0.25,,2,,,,6789,0.28
linear_regression,clang,native,1,4,0,0.02,1,849884,0.48,,6,,,,13408,0.5
linear_regression,clang,native,1,0,0,0.0,1,55820,0.03,,2,,,,1042,0.03
linear_regression,clang,native,1,1,0,0.0,1,106500,0.06,,2,,,,1815,0.06
linear_regression,clang,native,1,2,0,0.0,1,212004,0.12,,2,,,,3478,0.12
linear_regression,clang,native,1,3,0,0.0,1,423284,0.24,,2,,,,6788,0.25
linear_regression,clang,native,1,4,0,0.03,1,849956,0.47,,3,,,,13410,0.5
linear_regression,clang,native,1,0,0,0.0,1,55856,0.03,,2,,,,1044,0.03
linear_regression,clang,native,1,1,0,0.0,1,106520,0.06,,3,,,,1818,0.06
linear_regression,clang,native,1,2,0,0.0,1,212112,0.12,,2,,,,3476,0.12
linear_regression,clang,native,1,3,0,0.0,1,423304,0.24,,2,,,,6788,0.25
linear_regression,clang,native,1,4,0,0.03,1,849860,0.46,,4,,,,13410,0.5
linear_regression,clang,native,1,0,0,0.0,1,55820,0.03,,2,,,,1042,0.03
linear_regression,clang,native,1,1,0,0.0,1,106596,0.06,,2,,,,1820,0.06
linear_regression,clang,native,1,2,0,0.01,1,212140,0.11,,2,,,,3477,0.12
linear_regression,clang,native,1,3,0,0.02,1,423404,0.23,,2,,,,6789,0.25
linear_regression,clang,native,1,4,0,0.01,1,849932,0.49,,3,,,,13410,0.5
linear_regression,clang,native,1,0,0,0.0,1,55856,0.02,,2,,,,1045,0.03
linear_regression,clang,native,1,1,0,0.0,1,106484,0.05,,3,,,,1821,0.06
linear_regression,clang,native,1,2,0,0.0,1,212096,0.12,,2,,,,3476,0.12
linear_regression,clang,native,1,3,0,0.02,1,423416,0.23,,2,,,,6788,0.25
linear_regression,clang,native,1,4,0,0.0,1,849896,0.49,,4,,,,13411,0.5
linear_regression,clang,native,1,0,0,0.0,1,55740,0.03,,2,,,,1044,0.03
linear_regression,clang,native,1,1,0,0.0,1,106552,0.06,,2,,,,1821,0.06
linear_regression,clang,native,1,2,0,0.0,1,212228,0.12,,2,,,,3475,0.12
linear_regression,clang,native,1,3,0,0.0,1,423284,0.24,,2,,,,6788,0.25
linear_regression,clang,native,1,4,0,0.0,1,849884,0.49,,3,,,,13408,0.5
linear_regression,clang,native,1,0,0,0.0,1,55880,0.03,,2,,,,1047,0.03
linear_regression,clang,native,1,1,0,0.0,1,106472,0.06,,3,,,,1822,0.06
linear_regression,clang,native,1,2,0,0.0,1,212084,0.12,,2,,,,3473,0.12
linear_regression,clang,native,1,3,0,0.0,1,423288,0.24,,2,,,,6787,0.25
linear_regression,clang,native,1,4,0,0.0,1,849916,0.49,,4,,,,13408,0.5
string_match,gcc,asan,1,0,0,0.0,1,71064,0.62,,4,,,,3305,0.63
string_match,gcc,asan,1,1,0,0.01,1,119944,1.18,,5,,,,5529,1.19
string_match,gcc,asan,1,2,0,0.0,1,225740,2.35,,10,,,,10753,2.36
string_match,gcc,asan,1,3,0,0.01,1,439324,4.7,,11,,,,20206,4.72
string_match,gcc,asan,1,4,0,0.03,1,861696,9.4,,23,,,,40287,9.43
string_match,gcc,asan,1,0,0,0.0,1,70380,0.62,,3,,,,3171,0.63
string_match,gcc,asan,1,1,0,0.0,1,120020,1.18,,7,,,,5602,1.18
string_match,gcc,asan,1,2,0,0.01,1,226096,2.36,,6,,,,10324,2.38
string_match,gcc,asan,1,3,0,0.02,1,437360,4.7,,13,,,,20266,4.72
string_match,gcc,asan,1,4,0,0.02,1,861224,9.41,,21,,,,40136,9.43
