name,compiler,type,threads,input,dtlb_store_misses,mpxbtnum,sgxtime,tput,instructions,branch_instructions,dtlb_stores,num_clients,cycles,branch_misses,major_faults,dtlb_load_misses,time,mpxerrors,lat,dtlb_loads,minor_faults,sgxmem
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,384,,,,134625.0,,,,384,,,,,,,2852.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,448,,,,133152.0,,,,448,,,,,,,3364.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,512,,,,132518.0,,,,512,,,,,,,3864.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,32,,,,119740.0,,,,32,,,,,,,266.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,64,,,,134655.0,,,,64,,,,,,,474.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,128,,,,130422.0,,,,128,,,,,,,980.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,192,,,,154541.0,,,,192,,,,,,,1241.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,256,,,,130910.0,,,,256,,,,,,,1955.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,320,,,,133183.0,,,,320,,,,,,,2402.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,384,,,,167160.0,,,,384,,,,,,,2297.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,448,,,,136942.0,,,,448,,,,,,,3271.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,512,,,,132801.0,,,,512,,,,,,,3856.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,32,,,,112471.0,,,,32,,,,,,,283.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,64,,,,124193.0,,,,64,,,,,,,514.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,128,,,,124997.0,,,,128,,,,,,,1023.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,192,,,,156431.0,,,,192,,,,,,,1226.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,256,,,,117921.0,,,,256,,,,,,,2170.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,320,,,,134894.0,,,,320,,,,,,,2372.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,384,,,,131880.0,,,,384,,,,,,,2911.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,448,,,,132144.0,,,,448,,,,,,,3390.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,512,,,,151927.0,,,,512,,,,,,,3370.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,32,,,,114916.0,,,,32,,,,,,,277.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,64,,,,126964.0,,,,64,,,,,,,503.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,128,,,,130802.0,,,,128,,,,,,,978.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,192,,,,152385.0,,,,192,,,,,,,1259.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,256,,,,130711.0,,,,256,,,,,,,1958.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,320,,,,132004.0,,,,320,,,,,,,2424.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,384,,,,134094.0,,,,384,,,,,,,2863.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,448,,,,135636.0,,,,448,,,,,,,3303.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,512,,,,137046.0,,,,512,,,,,,,3736.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,32,,,,101975.0,,,,32,,,,,,,313.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,64,,,,128084.0,,,,64,,,,,,,499.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,128,,,,126172.0,,,,128,,,,,,,1014.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,192,,,,132825.0,,,,192,,,,,,,1445.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,256,,,,134394.0,,,,256,,,,,,,1904.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,320,,,,127135.0,,,,320,,,,,,,2516.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,384,,,,128818.0,,,,384,,,,,,,2981.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,448,,,,137511.0,,,,448,,,,,,,3258.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,512,,,,159734.0,,,,512,,,,,,,3205.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,32,,,,104624.0,,,,32,,,,,,,305.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,64,,,,119665.0,,,,64,,,,,,,534.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,128,,,,153213.0,,,,128,,,,,,,834.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,192,,,,130342.0,,,,192,,,,,,,1472.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,256,,,,124751.0,,,,256,,,,,,,2051.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,320,,,,119785.0,,,,320,,,,,,,2671.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,384,,,,135387.0,,,,384,,,,,,,2836.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,448,,,,161781.0,,,,448,,,,,,,2769.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,512,,,,134933.0,,,,512,,,,,,,3795.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,32,,,,105115.0,,,,32,,,,,,,303.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,64,,,,147594.0,,,,64,,,,,,,433.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,128,,,,129984.0,,,,128,,,,,,,984.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,192,,,,129027.0,,,,192,,,,,,,1487.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,256,,,,152311.0,,,,256,,,,,,,1680.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,320,,,,134445.0,,,,320,,,,,,,2380.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,384,,,,131543.0,,,,384,,,,,,,2919.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,448,,,,164961.0,,,,448,,,,,,,2715.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,512,,,,133076.0,,,,512,,,,,,,3848.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,32,,,,103982.0,,,,32,,,,,,,307.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,64,,,,155537.0,,,,64,,,,,,,410.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,128,,,,130508.0,,,,128,,,,,,,980.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,192,,,,123271.0,,,,192,,,,,,,1557.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,256,,,,160496.0,,,,256,,,,,,,1594.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,320,,,,125705.0,,,,320,,,,,,,2545.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,384,,,,127159.0,,,,384,,,,,,,3020.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,448,,,,133114.0,,,,448,,,,,,,3365.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,512,,,,131018.0,,,,512,,,,,,,3908.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,32,,,,101178.0,,,,32,,,,,,,315.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,64,,,,125147.0,,,,64,,,,,,,510.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,128,,,,129628.0,,,,128,,,,,,,986.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,192,,,,132999.0,,,,192,,,,,,,1443.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,256,,,,131110.0,,,,256,,,,,,,1952.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,320,,,,132310.0,,,,320,,,,,,,2418.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,384,,,,134759.0,,,,384,,,,,,,2849.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,448,,,,138105.0,,,,448,,,,,,,3244.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,512,,,,131140.0,,,,512,,,,,,,3904.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,32,,,,119872.0,,,,32,,,,,,,266.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,64,,,,127185.0,,,,64,,,,,,,502.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,128,,,,127095.0,,,,128,,,,,,,1006.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,192,,,,159429.0,,,,192,,,,,,,1203.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,256,,,,130230.0,,,,256,,,,,,,1965.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,320,,,,128409.0,,,,320,,,,,,,2491.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,384,,,,134068.0,,,,384,,,,,,,2864.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,448,,,,135706.0,,,,448,,,,,,,3301.0,,,
bin/memcached,icc,mpx_no_narrow_bounds_only_write,1,512,,,,161357.0,,,,512,,,,,,,3173.0,,,
bin/memcached,gcc,asan,1,32,,,,176527.0,,,,32,,,,,,,180.0,,,
bin/memcached,gcc,asan,1,64,,,,259298.0,,,,64,,,,,,,246.0,,,
bin/memcached,gcc,asan,1,128,,,,280184.0,,,,128,,,,,,,456.0,,,
bin/memcached,gcc,asan,1,192,,,,280765.0,,,,192,,,,,,,683.0,,,
bin/memcached,gcc,asan,1,256,,,,281657.0,,,,256,,,,,,,908.0,,,
bin/memcached,gcc,asan,1,320,,,,281149.0,,,,320,,,,,,,1137.0,,,
bin/memcached,gcc,asan,1,384,,,,281132.0,,,,384,,,,,,,1365.0,,,
bin/memcached,gcc,asan,1,448,,,,281443.0,,,,448,,,,,,,1591.0,,,
bin/memcached,gcc,asan,1,512,,,,281672.0,,,,512,,,,,,,1817.0,,,
bin/memcached,gcc,asan,1,32,,,,174652.0,,,,32,,,,,,,182.0,,,
bin/memcached,gcc,asan,1,64,,,,259209.0,,,,64,,,,,,,246.0,,,
bin/memcached,gcc,asan,1,128,,,,280035.0,,,,128,,,,,,,456.0,,,
bin/memcached,gcc,asan,1,192,,,,280867.0,,,,192,,,,,,,683.0,,,
bin/memcached,gcc,asan,1,256,,,,281511.0,,,,256,,,,,,,908.0,,,
bin/memcached,gcc,asan,1,320,,,,281560.0,,,,320,,,,,,,1135.0,,,
bin/memcached,gcc,asan,1,384,,,,281327.0,,,,384,,,,,,,1364.0,,,
bin/memcached,gcc,asan,1,448,,,,281644.0,,,,448,,,,,,,1590.0,,,
bin/memcached,gcc,asan,1,512,,,,281344.0,,,,512,,,,,,,1819.0,,,
bin/memcached,gcc,asan,1,32,,,,175936.0,,,,32,,,,,,,181.0,,,
bin/memcached,gcc,asan,1,64,,,,259149.0,,,,64,,,,,,,246.0,,,
bin/memcached,gcc,asan,1,128,,,,279884.0,,,,128,,,,,,,456.0,,,
bin/memcached,gcc,asan,1,192,,,,280503.0,,,,192,,,,,,,683.0,,,
bin/memcached,gcc,asan,1,256,,,,281020.0,,,,256,,,,,,,910.0,,,
bin/memcached,gcc,asan,1,320,,,,281185.0,,,,320,,,,,,,1137.0,,,
bin/memcached,gcc,asan,1,384,,,,281320.0,,,,384,,,,,,,1364.0,,,
bin/memcached,gcc,asan,1,448,,,,281469.0,,,,448,,,,,,,1591.0,,,
bin/memcached,gcc,asan,1,512,,,,281877.0,,,,512,,,,,,,1815.0,,,
bin/memcached,gcc,asan,1,32,,,,175097.0,,,,32,,,,,,,182.0,,,
bin/memcached,gcc,asan,1,64,,,,259226.0,,,,64,,,,,,,246.0,,,
bin/memcached,gcc,asan,1,128,,,,280104.0,,,,128,,,,,,,456.0,,,
bin/memcached,gcc,asan,1,192,,,,281294.0,,,,192,,,,,,,681.0,,,
bin/memcached,gcc,asan,1,256,,,,281362.0,,,,256,,,,,,,909.0,,,
bin/memcached,gcc,asan,1,320,,,,281147.0,,,,320,,,,,,,1137.0,,,
bin/memcached,gcc,asan,1,384,,,,281282.0,,,,384,,,,,,,1364.0,,,
bin/memcached,gcc,asan,1,448,,,,281500.0,,,,448,,,,,,,1591.0,,,
bin/memcached,gcc,asan,1,512,,,,281652.0,,,,512,,,,,,,1817.0,,,
bin/memcached,gcc,asan,1,32,,,,174786.0,,,,32,,,,,,,182.0,,,
bin/memcached,gcc,asan,1,64,,,,258143.0,,,,64,,,,,,,247.0,,,
bin/memcached,gcc,asan,1,128,,,,279990.0,,,,128,,,,,,,456.0,,,
bin/memcached,gcc,asan,1,192,,,,280905.0,,,,192,,,,,,,682.0,,,
bin/memcached,gcc,asan,1,256,,,,281078.0,,,,256,,,,,,,910.0,,,
bin/memcached,gcc,asan,1,320,,,,280943.0,,,,320,,,,,,,1138.0,,,
bin/memcached,gcc,asan,1,384,,,,281214.0,,,,384,,,,,,,1365.0,,,
bin/memcached,gcc,asan,1,448,,,,281529.0,,,,448,,,,,,,1590.0,,,
bin/memcached,gcc,asan,1,512,,,,280959.0,,,,512,,,,,,,1821.0,,,
bin/memcached,gcc,asan,1,32,,,,174915.0,,,,32,,,,,,,182.0,,,
bin/memcached,gcc,asan,1,64,,,,258816.0,,,,64,,,,,,,246.0,,,
bin/memcached,gcc,asan,1,128,,,,279802.0,,,,128,,,,,,,456.0,,,
bin/memcached,gcc,asan,1,192,,,,281018.0,,,,192,,,,,,,682.0,,,
bin/memcached,gcc,asan,1,256,,,,280991.0,,,,256,,,,,,,910.0,,,
bin/memcached,gcc,asan,1,320,,,,280891.0,,,,320,,,,,,,1138.0,,,
bin/memcached,gcc,asan,1,384,,,,281358.0,,,,384,,,,,,,1364.0,,,
bin/memcached,gcc,asan,1,448,,,,281114.0,,,,448,,,,,,,1593.0,,,
bin/memcached,gcc,asan,1,512,,,,281550.0,,,,512,,,,,,,1818.0,,,
bin/memcached,gcc,asan,1,32,,,,174779.0,,,,32,,,,,,,182.0,,,
bin/memcached,gcc,asan,1,64,,,,258561.0,,,,64,,,,,,,247.0,,,
bin/memcached,gcc,asan,1,128,,,,280286.0,,,,128,,,,,,,456.0,,,
bin/memcached,gcc,asan,1,192,,,,280886.0,,,,192,,,,,,,682.0,,,
bin/memcached,gcc,asan,1,256,,,,281346.0,,,,256,,,,,,,909.0,,,
bin/memcached,gcc,asan,1,320,,,,280703.0,,,,320,,,,,,,1139.0,,,
bin/memcached,gcc,asan,1,384,,,,281512.0,,,,384,,,,,,,1363.0,,,
bin/memcached,gcc,asan,1,448,,,,281266.0,,,,448,,,,,,,1592.0,,,
bin/memcached,gcc,asan,1,512,,,,281539.0,,,,512,,,,,,,1818.0,,,
bin/memcached,gcc,asan,1,32,,,,174737.0,,,,32,,,,,,,182.0,,,
bin/memcached,gcc,asan,1,64,,,,258710.0,,,,64,,,,,,,246.0,,,
bin/memcached,gcc,asan,1,128,,,,279590.0,,,,128,,,,,,,457.0,,,
bin/memcached,gcc,asan,1,192,,,,280956.0,,,,192,,,,,,,682.0,,,
bin/memcached,gcc,asan,1,256,,,,281141.0,,,,256,,,,,,,910.0,,,
bin/memcached,gcc,asan,1,320,,,,281325.0,,,,320,,,,,,,1136.0,,,
bin/memcached,gcc,asan,1,384,,,,281499.0,,,,384,,,,,,,1363.0,,,
bin/memcached,gcc,asan,1,448,,,,281393.0,,,,448,,,,,,,1591.0,,,
bin/memcached,gcc,asan,1,512,,,,281209.0,,,,512,,,,,,,1820.0,,,
bin/memcached,gcc,asan,1,32,,,,176083.0,,,,32,,,,,,,181.0,,,
bin/memcached,gcc,asan,1,64,,,,258889.0,,,,64,,,,,,,246.0,,,
bin/memcached,gcc,asan,1,128,,,,279707.0,,,,128,,,,,,,457.0,,,
bin/memcached,gcc,asan,1,192,,,,280860.0,,,,192,,,,,,,683.0,,,
bin/memcached,gcc,asan,1,256,,,,280758.0,,,,256,,,,,,,911.0,,,
bin/memcached,gcc,asan,1,320,,,,281806.0,,,,320,,,,,,,1135.0,,,
bin/memcached,gcc,asan,1,384,,,,281161.0,,,,384,,,,,,,1365.0,,,
bin/memcached,gcc,asan,1,448,,,,281296.0,,,,448,,,,,,,1592.0,,,
bin/memcached,gcc,asan,1,512,,,,281204.0,,,,512,,,,,,,1820.0,,,
bin/memcached,gcc,asan,1,32,,,,175157.0,,,,32,,,,,,,182.0,,,
bin/memcached,gcc,asan,1,64,,,,258981.0,,,,64,,,,,,,246.0,,,
bin/memcached,gcc,asan,1,128,,,,279666.0,,,,128,,,,,,,457.0,,,
bin/memcached,gcc,asan,1,192,,,,280986.0,,,,192,,,,,,,682.0,,,
bin/memcached,gcc,asan,1,256,,,,280675.0,,,,256,,,,,,,911.0,,,
bin/memcached,gcc,asan,1,320,,,,281307.0,,,,320,,,,,,,1137.0,,,
bin/memcached,gcc,asan,1,384,,,,281344.0,,,,384,,,,,,,1364.0,,,
bin/memcached,gcc,asan,1,448,,,,281422.0,,,,448,,,,,,,1591.0,,,
bin/memcached,gcc,asan,1,512,,,,281524.0,,,,512,,,,,,,1818.0,,,
bin/memcached,clang,asan,1,32,,,,176049.0,,,,32,,,,,,,181.0,,,
bin/memcached,clang,asan,1,64,,,,258669.0,,,,64,,,,,,,246.0,,,
bin/memcached,clang,asan,1,128,,,,279936.0,,,,128,,,,,,,456.0,,,
bin/memcached,clang,asan,1,192,,,,280901.0,,,,192,,,,,,,682.0,,,
bin/memcached,clang,asan,1,256,,,,281072.0,,,,256,,,,,,,910.0,,,
bin/memcached,clang,asan,1,320,,,,281205.0,,,,320,,,,,,,1137.0,,,
bin/memcached,clang,asan,1,384,,,,281222.0,,,,384,,,,,,,1364.0,,,
bin/memcached,clang,asan,1,448,,,,281324.0,,,,448,,,,,,,1592.0,,,
bin/memcached,clang,asan,1,512,,,,281014.0,,,,512,,,,,,,1821.0,,,
bin/memcached,clang,asan,1,32,,,,175788.0,,,,32,,,,,,,181.0,,,
bin/memcached,clang,asan,1,64,,,,258904.0,,,,64,,,,,,,246.0,,,
bin/memcached,clang,asan,1,128,,,,279984.0,,,,128,,,,,,,456.0,,,
bin/memcached,clang,asan,1,192,,,,281032.0,,,,192,,,,,,,682.0,,,
bin/memcached,clang,asan,1,256,,,,281236.0,,,,256,,,,,,,909.0,,,
bin/memcached,clang,asan,1,320,,,,281149.0,,,,320,,,,,,,1137.0,,,
bin/memcached,clang,asan,1,384,,,,281430.0,,,,384,,,,,,,1363.0,,,
bin/memcached,clang,asan,1,448,,,,281375.0,,,,448,,,,,,,1591.0,,,
bin/memcached,clang,asan,1,512,,,,281459.0,,,,512,,,,,,,1818.0,,,
bin/memcached,clang,asan,1,32,,,,174408.0,,,,32,,,,,,,182.0,,,
bin/memcached,clang,asan,1,64,,,,259096.0,,,,64,,,,,,,246.0,,,
bin/memcached,clang,asan,1,128,,,,279855.0,,,,128,,,,,,,456.0,,,
bin/memcached,clang,asan,1,192,,,,281213.0,,,,192,,,,,,,682.0,,,
bin/memcached,clang,asan,1,256,,,,281201.0,,,,256,,,,,,,909.0,,,
bin/memcached,clang,asan,1,320,,,,281223.0,,,,320,,,,,,,1137.0,,,
bin/memcached,clang,asan,1,384,,,,281212.0,,,,384,,,,,,,1365.0,,,
bin/memcached,clang,asan,1,448,,,,280899.0,,,,448,,,,,,,1594.0,,,
bin/memcached,clang,asan,1,512,,,,280802.0,,,,512,,,,,,,1822.0,,,
bin/memcached,clang,asan,1,32,,,,176149.0,,,,32,,,,,,,181.0,,,
bin/memcached,clang,asan,1,64,,,,258536.0,,,,64,,,,,,,247.0,,,
bin/memcached,clang,asan,1,128,,,,280452.0,,,,128,,,,,,,455.0,,,
bin/memcached,clang,asan,1,192,,,,280751.0,,,,192,,,,,,,683.0,,,
bin/memcached,clang,asan,1,256,,,,280906.0,,,,256,,,,,,,910.0,,,
bin/memcached,clang,asan,1,320,,,,280761.0,,,,320,,,,,,,1139.0,,,
bin/memcached,clang,asan,1,384,,,,281465.0,,,,384,,,,,,,1363.0,,,
bin/memcached,clang,asan,1,448,,,,281176.0,,,,448,,,,,,,1592.0,,,
bin/memcached,clang,asan,1,512,,,,281392.0,,,,512,,,,,,,1819.0,,,
bin/memcached,clang,asan,1,32,,,,173918.0,,,,32,,,,,,,183.0,,,
bin/memcached,clang,asan,1,64,,,,259445.0,,,,64,,,,,,,246.0,,,
bin/memcached,clang,asan,1,128,,,,280075.0,,,,128,,,,,,,456.0,,,
bin/memcached,clang,asan,1,192,,,,281039.0,,,,192,,,,,,,682.0,,,
bin/memcached,clang,asan,1,256,,,,281204.0,,,,256,,,,,,,909.0,,,
bin/memcached,clang,asan,1,320,,,,281082.0,,,,320,,,,,,,1137.0,,,
bin/memcached,clang,asan,1,384,,,,281491.0,,,,384,,,,,,,1363.0,,,
bin/memcached,clang,asan,1,448,,,,281496.0,,,,448,,,,,,,1591.0,,,
bin/memcached,clang,asan,1,512,,,,281577.0,,,,512,,,,,,,1817.0,,,
bin/memcached,clang,asan,1,32,,,,174202.0,,,,32,,,,,,,183.0,,,
bin/memcached,clang,asan,1,64,,,,258968.0,,,,64,,,,,,,246.0,,,
bin/memcached,clang,asan,1,128,,,,279644.0,,,,128,,,,,,,457.0,,,
bin/memcached,clang,asan,1,192,,,,280618.0,,,,192,,,,,,,683.0,,,
bin/memcached,clang,asan,1,256,,,,281114.0,,,,256,,,,,,,910.0,,,
bin/memcached,clang,asan,1,320,,,,281311.0,,,,320,,,,,,,1137.0,,,
bin/memcached,clang,asan,1,384,,,,281558.0,,,,384,,,,,,,1363.0,,,
bin/memcached,clang,asan,1,448,,,,281572.0,,,,448,,,,,,,1590.0,,,
bin/memcached,clang,asan,1,512,,,,281142.0,,,,512,,,,,,,1820.0,,,
bin/memcached,clang,asan,1,32,,,,173791.0,,,,32,,,,,,,183.0,,,
bin/memcached,clang,asan,1,64,,,,258639.0,,,,64,,,,,,,246.0,,,
bin/memcached,clang,asan,1,128,,,,279997.0,,,,128,,,,,,,456.0,,,
bin/memcached,clang,asan,1,192,,,,281035.0,,,,192,,,,,,,682.0,,,
bin/memcached,clang,asan,1,256,,,,281308.0,,,,256,,,,,,,909.0,,,
bin/memcached,clang,asan,1,320,,,,281393.0,,,,320,,,,,,,1136.0,,,
bin/memcached,clang,asan,1,384,,,,281194.0,,,,384,,,,,,,1365.0,,,
bin/memcached,clang,asan,1,448,,,,281387.0,,,,448,,,,,,,1591.0,,,
bin/memcached,clang,asan,1,512,,,,281530.0,,,,512,,,,,,,1818.0,,,
bin/memcached,clang,asan,1,32,,,,174954.0,,,,32,,,,,,,182.0,,,
bin/memcached,clang,asan,1,64,,,,259120.0,,,,64,,,,,,,246.0,,,
bin/memcached,clang,asan,1,128,,,,279968.0,,,,128,,,,,,,456.0,,,
bin/memcached,clang,asan,1,192,,,,280964.0,,,,192,,,,,,,682.0,,,
bin/memcached,clang,asan,1,256,,,,281037.0,,,,256,,,,,,,910.0,,,
bin/memcached,clang,asan,1,320,,,,281311.0,,,,320,,,,,,,1137.0,,,
bin/memcached,clang,asan,1,384,,,,281263.0,,,,384,,,,,,,1364.0,,,
bin/memcached,clang,asan,1,448,,,,281602.0,,,,448,,,,,,,1590.0,,,
bin/memcached,clang,asan,1,512,,,,281552.0,,,,512,,,,,,,1818.0,,,
bin/memcached,clang,asan,1,32,,,,175871.0,,,,32,,,,,,,181.0,,,
bin/memcached,clang,asan,1,64,,,,259072.0,,,,64,,,,,,,246.0,,,
bin/memcached,clang,asan,1,128,,,,280251.0,,,,128,,,,,,,456.0,,,
bin/memcached,clang,asan,1,192,,,,280698.0,,,,192,,,,,,,683.0,,,
bin/memcached,clang,asan,1,256,,,,280629.0,,,,256,,,,,,,911.0,,,
bin/memcached,clang,asan,1,320,,,,281187.0,,,,320,,,,,,,1137.0,,,
bin/memcached,clang,asan,1,384,,,,281661.0,,,,384,,,,,,,1362.0,,,
bin/memcached,clang,asan,1,448,,,,281462.0,,,,448,,,,,,,1591.0,,,
bin/memcached,clang,asan,1,512,,,,281665.0,,,,512,,,,,,,1817.0,,,
bin/memcached,clang,asan,1,32,,,,175503.0,,,,32,,,,,,,181.0,,,
bin/memcached,clang,asan,1,64,,,,259055.0,,,,64,,,,,,,246.0,,,
bin/memcached,clang,asan,1,128,,,,280117.0,,,,128,,,,,,,456.0,,,
bin/memcached,clang,asan,1,192,,,,280666.0,,,,192,,,,,,,683.0,,,
bin/memcached,clang,asan,1,256,,,,281231.0,,,,256,,,,,,,909.0,,,
bin/memcached,clang,asan,1,320,,,,281128.0,,,,320,,,,,,,1137.0,,,
bin/memcached,clang,asan,1,384,,,,281414.0,,,,384,,,,,,,1364.0,,,
bin/memcached,clang,asan,1,448,,,,279832.0,,,,448,,,,,,,1600.0,,,
bin/memcached,clang,asan,1,512,,,,281410.0,,,,512,,,,,,,1818.0,,,
bin/memcached,gcc,asan_only_write,1,32,,,,176352.0,,,,32,,,,,,,180.0,,,
bin/memcached,gcc,asan_only_write,1,64,,,,259056.0,,,,64,,,,,,,246.0,,,
bin/memcached,gcc,asan_only_write,1,128,,,,280118.0,,,,128,,,,,,,456.0,,,
bin/memcached,gcc,asan_only_write,1,192,,,,281068.0,,,,192,,,,,,,682.0,,,
bin/memcached,gcc,asan_only_write,1,256,,,,281160.0,,,,256,,,,,,,909.0,,,
bin/memcached,gcc,asan_only_write,1,320,,,,281356.0,,,,320,,,,,,,1136.0,,,
bin/memcached,gcc,asan_only_write,1,384,,,,281533.0,,,,384,,,,,,,1363.0,,,
bin/memcached,gcc,asan_only_write,1,448,,,,281501.0,,,,448,,,,,,,1591.0,,,
bin/memcached,gcc,asan_only_write,1,512,,,,281424.0,,,,512,,,,,,,1818.0,,,
bin/memcached,gcc,asan_only_write,1,32,,,,175628.0,,,,32,,,,,,,181.0,,,
bin/memcached,gcc,asan_only_write,1,64,,,,259373.0,,,,64,,,,,,,246.0,,,
bin/memcached,gcc,asan_only_write,1,128,,,,280301.0,,,,128,,,,,,,456.0,,,
bin/memcached,gcc,asan_only_write,1,192,,,,280955.0,,,,192,,,,,,,682.0,,,
bin/memcached,gcc,asan_only_write,1,256,,,,281420.0,,,,256,,,,,,,909.0,,,
bin/memcached,gcc,asan_only_write,1,320,,,,281471.0,,,,320,,,,,,,1136.0,,,
bin/memcached,gcc,asan_only_write,1,384,,,,281525.0,,,,384,,,,,,,1363.0,,,
bin/memcached,gcc,asan_only_write,1,448,,,,281380.0,,,,448,,,,,,,1591.0,,,
bin/memcached,gcc,asan_only_write,1,512,,,,281617.0,,,,512,,,,,,,1817.0,,,
bin/memcached,gcc,asan_only_write,1,32,,,,175854.0,,,,32,,,,,,,181.0,,,
bin/memcached,gcc,asan_only_write,1,64,,,,259230.0,,,,64,,,,,,,246.0,,,
bin/memcached,gcc,asan_only_write,1,128,,,,280243.0,,,,128,,,,,,,456.0,,,
