name,compiler,type,threads,input,sgxtime,num_clients,mpxbtnum,sgxmem,tput,lat,mpxerrors,failed_requests,complete_requests
nginx,gcc,native,1,1,,1,,,4297.37,0.233,,0,85948
nginx,gcc,native,1,5,,5,,,26826.68,0.186,,0,536535
nginx,gcc,native,1,9,,9,,,46170.7,0.195,,0,923415
nginx,gcc,native,1,13,,13,,,51636.9,0.252,,0,1000000
nginx,gcc,native,1,17,,17,,,51711.3,0.329,,0,1000000
nginx,gcc,native,1,21,,21,,,51239.06,0.41,,0,1000000
nginx,gcc,native,1,25,,25,,,51213.43,0.488,,0,1000000
nginx,gcc,native,1,29,,29,,,51640.48,0.562,,0,1000000
nginx,gcc,native,1,1,,1,,,4073.95,0.245,,0,81480
nginx,gcc,native,1,5,,5,,,26905.94,0.186,,0,538120
nginx,gcc,native,1,9,,9,,,46162.3,0.195,,0,923248
nginx,gcc,native,1,13,,13,,,51637.31,0.252,,0,1000000
nginx,gcc,native,1,17,,17,,,51712.53,0.329,,0,1000000
nginx,gcc,native,1,21,,21,,,51543.34,0.407,,0,1000000
nginx,gcc,native,1,25,,25,,,51653.19,0.484,,0,1000000
nginx,gcc,native,1,29,,29,,,51738.04,0.561,,0,1000000
nginx,gcc,native,1,1,,1,,,4210.79,0.237,,0,84216
nginx,gcc,native,1,5,,5,,,26918.04,0.186,,0,538361
nginx,gcc,native,1,9,,9,,,46220.6,0.195,,0,924414
nginx,gcc,native,1,13,,13,,,51650.22,0.252,,0,1000000
nginx,gcc,native,1,17,,17,,,51688.05,0.329,,0,1000000
nginx,gcc,native,1,21,,21,,,51492.58,0.408,,0,1000000
nginx,gcc,native,1,25,,25,,,51490.29,0.486,,0,1000000
nginx,gcc,native,1,29,,29,,,51712.93,0.561,,0,1000000
nginx,gcc,native,1,1,,1,,,4045.69,0.247,,0,80914
nginx,gcc,native,1,5,,5,,,26651.78,0.188,,0,533037
nginx,gcc,native,1,9,,9,,,46063.48,0.195,,0,921271
nginx,gcc,native,1,13,,13,,,51639.94,0.252,,0,1000000
nginx,gcc,native,1,17,,17,,,51714.9,0.329,,0,1000000
nginx,gcc,native,1,21,,21,,,51720.67,0.406,,0,1000000
nginx,gcc,native,1,25,,25,,,50523.34,0.495,,0,1000000
nginx,gcc,native,1,29,,29,,,51663.95,0.561,,0,1000000
nginx,gcc,native,1,1,,1,,,4022.98,0.249,,0,80460
nginx,gcc,native,1,5,,5,,,26748.02,0.187,,0,534962
nginx,gcc,native,1,9,,9,,,46722.07,0.193,,0,934442
nginx,gcc,native,1,13,,13,,,51645.19,0.252,,0,1000000
nginx,gcc,native,1,17,,17,,,51704.6,0.329,,0,1000000
nginx,gcc,native,1,21,,21,,,51609.21,0.407,,0,1000000
nginx,gcc,native,1,25,,25,,,51624.62,0.484,,0,1000000
nginx,gcc,native,1,29,,29,,,51708.64,0.561,,0,1000000
nginx,gcc,native,1,1,,1,,,4243.74,0.236,,0,84875
nginx,gcc,native,1,5,,5,,,26561.93,0.188,,0,531240
nginx,gcc,native,1,9,,9,,,46311.69,0.194,,0,926235
nginx,gcc,native,1,13,,13,,,51640.79,0.252,,0,1000000
nginx,gcc,native,1,17,,17,,,51699.8,0.329,,0,1000000
nginx,gcc,native,1,21,,21,,,51350.95,0.409,,0,1000000
nginx,gcc,native,1,25,,25,,,51346.56,0.487,,0,1000000
nginx,gcc,native,1,29,,29,,,51741.13,0.56,,0,1000000
nginx,gcc,native,1,1,,1,,,4046.27,0.247,,0,80926
nginx,gcc,native,1,5,,5,,,26877.64,0.186,,0,537553
nginx,gcc,native,1,9,,9,,,46346.43,0.194,,0,926929
nginx,gcc,native,1,13,,13,,,51421.71,0.253,,0,1000000
nginx,gcc,native,1,17,,17,,,51408.42,0.331,,0,1000000
nginx,gcc,native,1,21,,21,,,51300.61,0.409,,0,1000000
nginx,gcc,native,1,25,,25,,,51696.49,0.484,,0,1000000
nginx,gcc,native,1,29,,29,,,51724.34,0.561,,0,1000000
nginx,gcc,native,1,1,,1,,,3898.01,0.257,,0,77961
nginx,gcc,native,1,5,,5,,,27045.34,0.185,,0,540907
nginx,gcc,native,1,9,,9,,,46490.06,0.194,,0,929802
nginx,gcc,native,1,13,,13,,,51685.19,0.252,,0,1000000
nginx,gcc,native,1,17,,17,,,51723.26,0.329,,0,1000000
nginx,gcc,native,1,21,,21,,,51727.72,0.406,,0,1000000
nginx,gcc,native,1,25,,25,,,51710.06,0.483,,0,1000000
nginx,gcc,native,1,29,,29,,,51726.16,0.561,,0,1000000
nginx,gcc,native,1,1,,1,,,3797.03,0.263,,0,75941
nginx,gcc,native,1,5,,5,,,26921.98,0.186,,0,538444
nginx,gcc,native,1,9,,9,,,46327.79,0.194,,0,926557
nginx,gcc,native,1,13,,13,,,51691.35,0.251,,0,1000000
nginx,gcc,native,1,17,,17,,,51721.07,0.329,,0,1000000
nginx,gcc,native,1,21,,21,,,51716.5,0.406,,0,1000000
nginx,gcc,native,1,25,,25,,,51737.85,0.483,,0,1000000
nginx,gcc,native,1,29,,29,,,51706.29,0.561,,0,1000000
nginx,gcc,native,1,1,,1,,,3706.46,0.27,,0,74130
nginx,gcc,native,1,5,,5,,,27179.28,0.184,,0,543586
nginx,gcc,native,1,9,,9,,,46535.61,0.193,,0,930714
nginx,gcc,native,1,13,,13,,,51621.96,0.252,,0,1000000
nginx,gcc,native,1,17,,17,,,51208.05,0.332,,0,1000000
nginx,gcc,native,1,21,,21,,,51725.84,0.406,,0,1000000
nginx,gcc,native,1,25,,25,,,51722.84,0.483,,0,1000000
nginx,gcc,native,1,29,,29,,,51741.83,0.56,,0,1000000
nginx,icc,native,1,1,,1,,,4006.8,0.25,,0,80136
nginx,icc,native,1,5,,5,,,26413.63,0.189,,0,528275
nginx,icc,native,1,9,,9,,,42559.2,0.211,,0,851186
nginx,icc,native,1,13,,13,,,44300.69,0.293,,0,886015
nginx,icc,native,1,17,,17,,,44313.52,0.384,,0,886273
nginx,icc,native,1,21,,21,,,44092.58,0.476,,0,881854
nginx,icc,native,1,25,,25,,,44254.45,0.565,,0,885090
nginx,icc,native,1,29,,29,,,44314.88,0.654,,0,886300
nginx,icc,native,1,1,,1,,,3831.86,0.261,,0,76638
nginx,icc,native,1,5,,5,,,26228.13,0.191,,0,524564
nginx,icc,native,1,9,,9,,,43034.96,0.209,,0,860701
nginx,icc,native,1,13,,13,,,44070.16,0.295,,0,881404
nginx,icc,native,1,17,,17,,,44304.85,0.384,,0,886099
nginx,icc,native,1,21,,21,,,44306.91,0.474,,0,886139
nginx,icc,native,1,25,,25,,,44310.58,0.564,,0,886214
nginx,icc,native,1,29,,29,,,44157.44,0.657,,0,883149
nginx,icc,native,1,1,,1,,,3965.62,0.252,,0,79313
nginx,icc,native,1,5,,5,,,26447.4,0.189,,0,528950
nginx,icc,native,1,9,,9,,,43108.59,0.209,,0,862172
nginx,icc,native,1,13,,13,,,44282.02,0.294,,0,885641
nginx,icc,native,1,17,,17,,,44306.43,0.384,,0,886130
nginx,icc,native,1,21,,21,,,44316.09,0.474,,0,886323
nginx,icc,native,1,25,,25,,,44315.72,0.564,,0,886315
nginx,icc,native,1,29,,29,,,44166.05,0.657,,0,883322
nginx,icc,native,1,1,,1,,,3950.76,0.253,,0,79016
nginx,icc,native,1,5,,5,,,26403.84,0.189,,0,528079
nginx,icc,native,1,9,,9,,,43128.43,0.209,,0,862569
nginx,icc,native,1,13,,13,,,44178.62,0.294,,0,883574
nginx,icc,native,1,17,,17,,,44312.95,0.384,,0,886260
nginx,icc,native,1,21,,21,,,44314.3,0.474,,0,886288
nginx,icc,native,1,25,,25,,,44313.1,0.564,,0,886264
nginx,icc,native,1,29,,29,,,44318.05,0.654,,0,886362
nginx,icc,native,1,1,,1,,,3707.72,0.27,,0,74155
nginx,icc,native,1,5,,5,,,26518.92,0.189,,0,530379
nginx,icc,native,1,9,,9,,,42911.83,0.21,,0,858237
nginx,icc,native,1,13,,13,,,44287.88,0.294,,0,885758
nginx,icc,native,1,17,,17,,,44307.6,0.384,,0,886152
nginx,icc,native,1,21,,21,,,44302.8,0.474,,0,886056
nginx,icc,native,1,25,,25,,,44309.95,0.564,,0,886201
nginx,icc,native,1,29,,29,,,44326.93,0.654,,0,886541
nginx,icc,native,1,1,,1,,,3811.57,0.262,,0,76232
nginx,icc,native,1,5,,5,,,26373.63,0.19,,0,527473
nginx,icc,native,1,9,,9,,,43030.02,0.209,,0,860601
nginx,icc,native,1,13,,13,,,44301.02,0.293,,0,886022
nginx,icc,native,1,17,,17,,,44298.62,0.384,,0,885974
nginx,icc,native,1,21,,21,,,44304.51,0.474,,0,886092
nginx,icc,native,1,25,,25,,,44307.69,0.564,,0,886154
nginx,icc,native,1,29,,29,,,44314.77,0.654,,0,886297
nginx,icc,native,1,1,,1,,,3824.85,0.261,,0,76498
nginx,icc,native,1,5,,5,,,26413.99,0.189,,0,528281
nginx,icc,native,1,9,,9,,,43062.1,0.209,,0,861242
nginx,icc,native,1,13,,13,,,44307.86,0.293,,0,886158
nginx,icc,native,1,17,,17,,,44308.34,0.384,,0,886167
nginx,icc,native,1,21,,21,,,44299.45,0.474,,0,885990
nginx,icc,native,1,25,,25,,,44309.43,0.564,,0,886191
nginx,icc,native,1,29,,29,,,44319.17,0.654,,0,886386
nginx,icc,native,1,1,,1,,,3693.99,0.271,,0,73880
nginx,icc,native,1,5,,5,,,26581.08,0.188,,0,531622
nginx,icc,native,1,9,,9,,,42857.29,0.21,,0,857147
nginx,icc,native,1,13,,13,,,44284.32,0.294,,0,885688
nginx,icc,native,1,17,,17,,,44310.75,0.384,,0,886216
nginx,icc,native,1,21,,21,,,44324.28,0.474,,0,886486
nginx,icc,native,1,25,,25,,,44318.06,0.564,,0,886362
nginx,icc,native,1,29,,29,,,44315.22,0.654,,0,886306
nginx,icc,native,1,1,,1,,,3937.28,0.254,,0,78746
nginx,icc,native,1,5,,5,,,26405.23,0.189,,0,528107
nginx,icc,native,1,9,,9,,,41981.24,0.214,,0,839626
nginx,icc,native,1,13,,13,,,44290.12,0.294,,0,885804
nginx,icc,native,1,17,,17,,,44308.59,0.384,,0,886174
nginx,icc,native,1,21,,21,,,44316.23,0.474,,0,886326
nginx,icc,native,1,25,,25,,,44317.63,0.564,,0,886355
nginx,icc,native,1,29,,29,,,44316.88,0.654,,0,886339
nginx,icc,native,1,1,,1,,,3912.0,0.256,,0,78240
nginx,icc,native,1,5,,5,,,26374.14,0.19,,0,527485
nginx,icc,native,1,9,,9,,,42495.8,0.212,,0,849917
nginx,icc,native,1,13,,13,,,44239.56,0.294,,0,884793
nginx,icc,native,1,17,,17,,,44311.28,0.384,,0,886226
nginx,icc,native,1,21,,21,,,44315.19,0.474,,0,886305
nginx,icc,native,1,25,,25,,,44107.51,0.567,,0,882152
nginx,icc,native,1,29,,29,,,44312.42,0.654,,0,886249
nginx,clang,native,1,1,,1,,,3803.67,0.263,,0,76074
nginx,clang,native,1,5,,5,,,26456.9,0.189,,0,529139
nginx,clang,native,1,9,,9,,,44485.32,0.202,,0,889708
nginx,clang,native,1,13,,13,,,46125.55,0.282,,0,922512
nginx,clang,native,1,17,,17,,,46133.84,0.368,,0,922677
nginx,clang,native,1,21,,21,,,46141.26,0.455,,0,922826
nginx,clang,native,1,25,,25,,,46134.71,0.542,,0,922696
nginx,clang,native,1,29,,29,,,46135.77,0.629,,0,922717
nginx,clang,native,1,1,,1,,,3667.97,0.273,,0,73360
nginx,clang,native,1,5,,5,,,26496.74,0.189,,0,529936
nginx,clang,native,1,9,,9,,,44384.33,0.203,,0,887688
nginx,clang,native,1,13,,13,,,46126.81,0.282,,0,922538
nginx,clang,native,1,17,,17,,,46145.16,0.368,,0,922904
nginx,clang,native,1,21,,21,,,46142.75,0.455,,0,922857
nginx,clang,native,1,25,,25,,,46098.09,0.542,,0,921964
nginx,clang,native,1,29,,29,,,46166.53,0.628,,0,923332
nginx,clang,native,1,1,,1,,,4076.78,0.245,,0,81536
nginx,clang,native,1,5,,5,,,26447.32,0.189,,0,528947
nginx,clang,native,1,9,,9,,,44506.2,0.202,,0,890125
nginx,clang,native,1,13,,13,,,46139.37,0.282,,0,922789
nginx,clang,native,1,17,,17,,,46150.21,0.368,,0,923006
nginx,clang,native,1,21,,21,,,46139.9,0.455,,0,922800
nginx,clang,native,1,25,,25,,,46144.75,0.542,,0,922897
nginx,clang,native,1,29,,29,,,46143.72,0.628,,0,922875
nginx,clang,native,1,1,,1,,,3658.43,0.273,,0,73169
nginx,clang,native,1,5,,5,,,26438.32,0.189,,0,528768
nginx,clang,native,1,9,,9,,,44446.52,0.202,,0,888932
nginx,clang,native,1,13,,13,,,46117.12,0.282,,0,922344
nginx,clang,native,1,17,,17,,,46136.94,0.368,,0,922739
nginx,clang,native,1,21,,21,,,46141.86,0.455,,0,922838
nginx,clang,native,1,25,,25,,,46142.51,0.542,,0,922852
nginx,clang,native,1,29,,29,,,46145.99,0.628,,0,922920
nginx,clang,native,1,1,,1,,,4231.48,0.236,,0,84630
nginx,clang,native,1,5,,5,,,26495.42,0.189,,0,529909
nginx,clang,native,1,9,,9,,,44482.75,0.202,,0,889656
nginx,clang,native,1,13,,13,,,46138.66,0.282,,0,922775
nginx,clang,native,1,17,,17,,,46116.15,0.369,,0,922324
nginx,clang,native,1,21,,21,,,46135.14,0.455,,0,922703
nginx,clang,native,1,25,,25,,,46143.67,0.542,,0,922874
nginx,clang,native,1,29,,29,,,46142.06,0.628,,0,922842
nginx,clang,native,1,1,,1,,,3883.08,0.258,,0,77662
nginx,clang,native,1,5,,5,,,26402.39,0.189,,0,528051
nginx,clang,native,1,9,,9,,,44452.23,0.202,,0,889047
nginx,clang,native,1,13,,13,,,46126.33,0.282,,0,922529
nginx,clang,native,1,17,,17,,,46142.23,0.368,,0,922847
nginx,clang,native,1,21,,21,,,46137.84,0.455,,0,922758
nginx,clang,native,1,25,,25,,,46146.03,0.542,,0,922922
nginx,clang,native,1,29,,29,,,46137.9,0.629,,0,922759
nginx,clang,native,1,1,,1,,,3875.74,0.258,,0,77515
nginx,clang,native,1,5,,5,,,26367.87,0.19,,0,527358
nginx,clang,native,1,9,,9,,,44300.42,0.203,,0,886011
nginx,clang,native,1,13,,13,,,46132.45,0.282,,0,922650
nginx,clang,native,1,17,,17,,,46078.12,0.369,,0,921564
nginx,clang,native,1,21,,21,,,46100.0,0.456,,0,922001
nginx,clang,native,1,25,,25,,,46143.81,0.542,,0,922878
nginx,clang,native,1,29,,29,,,46083.8,0.629,,0,921678
nginx,clang,native,1,1,,1,,,3884.99,0.257,,0,77700
nginx,clang,native,1,5,,5,,,26397.16,0.189,,0,527944
nginx,clang,native,1,9,,9,,,44594.1,0.202,,0,891883
nginx,clang,native,1,13,,13,,,46139.63,0.282,,0,922793
nginx,clang,native,1,17,,17,,,46134.64,0.368,,0,922695
nginx,clang,native,1,21,,21,,,46135.33,0.455,,0,922707
nginx,clang,native,1,25,,25,,,46116.32,0.542,,0,922329
nginx,clang,native,1,29,,29,,,46131.86,0.629,,0,922638
nginx,clang,native,1,1,,1,,,3778.68,0.265,,0,75574
nginx,clang,native,1,5,,5,,,26408.16,0.189,,0,528165
nginx,clang,native,1,9,,9,,,44471.56,0.202,,0,889432
nginx,clang,native,1,13,,13,,,46143.88,0.282,,0,922878
nginx,clang,native,1,17,,17,,,46143.14,0.368,,0,922864
nginx,clang,native,1,21,,21,,,46117.7,0.455,,0,922356
nginx,clang,native,1,25,,25,,,46129.89,0.542,,0,922599
nginx,clang,native,1,29,,29,,,46139.4,0.629,,0,922788
nginx,clang,native,1,1,,1,,,3907.03,0.256,,0,78141
nginx,clang,native,1,5,,5,,,26326.0,0.19,,0,526523
nginx,clang,native,1,9,,9,,,44401.39,0.203,,0,888029
nginx,clang,native,1,13,,13,,,46145.24,0.282,,0,922905
nginx,clang,native,1,17,,17,,,46136.24,0.368,,0,922726
