name,compiler,type,threads,input,voluntary_context_switches,minor_faults,mpxerrors,mpxbtnum,sys_time,user_time,time,involuntary_context_switches,major_faults,maxsize
blackscholes,icc,mpx_no_narrow_bounds,1,4,1,90493,,,7.29,52.05,59.36,177,0,406836
blackscholes,icc,mpx_no_narrow_bounds,1,0,1,1851,,,0.02,3.22,3.25,16,0,31844
blackscholes,icc,mpx_no_narrow_bounds,1,1,1,2992,,,0.04,6.43,6.48,25,0,56772
blackscholes,icc,mpx_no_narrow_bounds,1,2,1,14980,,,0.36,12.93,13.29,44,0,104820
blackscholes,icc,mpx_no_narrow_bounds,1,3,1,40493,,,3.38,26.04,29.42,94,0,206988
blackscholes,icc,mpx_no_narrow_bounds,1,4,1,90493,,,8.25,52.09,60.35,179,0,406836
blackscholes,icc,mpx_no_narrow_bounds,1,0,1,1851,,,0.01,3.23,3.25,13,0,31844
blackscholes,icc,mpx_no_narrow_bounds,1,1,1,2992,,,0.0,6.48,6.48,27,0,56772
blackscholes,icc,mpx_no_narrow_bounds,1,2,1,14980,,,0.28,12.96,13.24,45,0,104820
blackscholes,icc,mpx_no_narrow_bounds,1,3,1,40493,,,1.6,25.93,27.54,86,0,206988
blackscholes,icc,mpx_no_narrow_bounds,1,4,1,90493,,,8.14,52.11,60.26,180,0,406836
blackscholes,icc,mpx_no_narrow_bounds,1,0,1,1851,,,0.0,3.24,3.25,16,0,31844
blackscholes,icc,mpx_no_narrow_bounds,1,1,1,2992,,,0.01,6.48,6.49,26,0,56772
blackscholes,icc,mpx_no_narrow_bounds,1,2,1,14980,,,0.35,12.94,13.29,44,0,104820
blackscholes,icc,mpx_no_narrow_bounds,1,3,1,40493,,,3.42,26.08,29.5,93,0,206988
blackscholes,icc,mpx_no_narrow_bounds,1,4,1,90494,,,7.22,52.07,59.3,174,0,406836
blackscholes,icc,mpx_no_narrow_bounds,1,0,1,1851,,,0.02,3.23,3.25,14,0,31844
blackscholes,icc,mpx_no_narrow_bounds,1,1,1,2992,,,0.01,6.47,6.48,28,0,56772
blackscholes,icc,mpx_no_narrow_bounds,1,2,1,14981,,,0.26,12.96,13.22,45,0,104820
blackscholes,icc,mpx_no_narrow_bounds,1,3,1,40493,,,2.58,25.98,28.57,87,0,206988
blackscholes,icc,mpx_no_narrow_bounds,1,4,1,90493,,,8.17,52.09,60.27,182,0,406836
blackscholes,icc,mpx_no_narrow_bounds,1,0,1,1851,,,0.03,3.22,3.25,12,0,31844
blackscholes,icc,mpx_no_narrow_bounds,1,1,1,2992,,,0.02,6.46,6.48,25,0,56772
blackscholes,icc,mpx_no_narrow_bounds,1,2,1,14980,,,0.32,12.96,13.28,49,0,104820
blackscholes,icc,mpx_no_narrow_bounds,1,3,1,40494,,,3.5,25.99,29.5,93,0,206988
blackscholes,icc,mpx_no_narrow_bounds,1,4,1,90494,,,7.26,52.01,59.28,174,0,406836
bodytrack,icc,mpx_no_narrow_bounds,1,0,1,7182,,,0.0,7.36,7.36,23,0,31144
bodytrack,icc,mpx_no_narrow_bounds,1,1,1,9051,,,0.01,14.59,14.61,35,0,44768
bodytrack,icc,mpx_no_narrow_bounds,1,2,2,11801,,,0.01,28.97,28.98,67,0,72140
bodytrack,icc,mpx_no_narrow_bounds,1,3,1,23881,,,0.01,57.76,57.78,122,0,118452
bodytrack,icc,mpx_no_narrow_bounds,1,4,1,48432,,,1.15,115.6,116.77000000000001,237,0,223452
bodytrack,icc,mpx_no_narrow_bounds,1,0,1,7182,,,0.0,7.36,7.37,19,0,31144
bodytrack,icc,mpx_no_narrow_bounds,1,1,1,9051,,,0.0,14.59,14.59,37,0,44768
bodytrack,icc,mpx_no_narrow_bounds,1,2,1,11800,,,0.02,28.94,28.96,66,0,72140
bodytrack,icc,mpx_no_narrow_bounds,1,3,1,23302,,,0.05,57.8,57.86,124,0,122268
bodytrack,icc,mpx_no_narrow_bounds,1,4,1,48943,,,0.1,115.49,115.61,230,0,223452
bodytrack,icc,mpx_no_narrow_bounds,1,0,1,7182,,,0.0,7.37,7.38,25,0,31144
bodytrack,icc,mpx_no_narrow_bounds,1,1,4,9054,,,0.0,14.53,14.54,34,0,45004
bodytrack,icc,mpx_no_narrow_bounds,1,2,1,11800,,,0.0,28.93,28.94,64,0,72140
bodytrack,icc,mpx_no_narrow_bounds,1,3,2,24904,,,0.05,57.62,57.68,118,0,118452
bodytrack,icc,mpx_no_narrow_bounds,1,4,1,49965,,,0.11,115.38,115.50999999999999,234,0,223452
bodytrack,icc,mpx_no_narrow_bounds,1,0,4,7185,,,0.0,7.37,7.38,18,0,32252
bodytrack,icc,mpx_no_narrow_bounds,1,1,3,9053,,,0.01,14.54,14.56,40,0,44768
bodytrack,icc,mpx_no_narrow_bounds,1,2,1,12842,,,0.02,28.99,29.02,66,0,68132
bodytrack,icc,mpx_no_narrow_bounds,1,3,2,24393,,,0.04,57.69,57.74,122,0,118452
bodytrack,icc,mpx_no_narrow_bounds,1,4,1,48943,,,0.1,115.54,115.66,229,0,223452
bodytrack,icc,mpx_no_narrow_bounds,1,0,5,7186,,,0.01,7.34,7.35,22,0,32812
bodytrack,icc,mpx_no_narrow_bounds,1,1,4,9054,,,0.0,14.52,14.53,29,0,44768
bodytrack,icc,mpx_no_narrow_bounds,1,2,3,12844,,,0.0,28.82,28.83,68,0,70176
bodytrack,icc,mpx_no_narrow_bounds,1,3,2,23371,,,0.04,57.62,57.68,125,0,118452
bodytrack,icc,mpx_no_narrow_bounds,1,4,1,49454,,,0.12,115.47,115.61,234,0,223452
bodytrack,icc,mpx_no_narrow_bounds,1,0,1,7182,,,0.01,7.35,7.37,20,0,31144
bodytrack,icc,mpx_no_narrow_bounds,1,1,3,9053,,,0.01,14.5,14.52,38,0,45008
bodytrack,icc,mpx_no_narrow_bounds,1,2,1,11896,,,0.0,28.93,28.94,65,0,70480
bodytrack,icc,mpx_no_narrow_bounds,1,3,1,23881,,,0.02,57.89,57.92,120,0,118452
bodytrack,icc,mpx_no_narrow_bounds,1,4,1,49454,,,0.08,115.44,115.53999999999999,232,0,223452
bodytrack,icc,mpx_no_narrow_bounds,1,0,4,7185,,,0.0,7.34,7.35,22,0,32268
bodytrack,icc,mpx_no_narrow_bounds,1,1,4,9054,,,0.0,14.52,14.52,33,0,44768
bodytrack,icc,mpx_no_narrow_bounds,1,2,1,12331,,,0.0,29.01,29.02,64,0,70176
bodytrack,icc,mpx_no_narrow_bounds,1,3,2,23882,,,0.01,57.62,57.65,123,0,118452
bodytrack,icc,mpx_no_narrow_bounds,1,4,1,48943,,,0.14,115.18,115.34,236,0,223452
bodytrack,icc,mpx_no_narrow_bounds,1,0,2,7183,,,0.01,7.33,7.34,20,0,31144
bodytrack,icc,mpx_no_narrow_bounds,1,1,4,9054,,,0.01,14.51,14.53,36,0,45004
bodytrack,icc,mpx_no_narrow_bounds,1,2,2,11897,,,0.01,28.87,28.89,64,0,70480
bodytrack,icc,mpx_no_narrow_bounds,1,3,1,23370,,,0.04,57.77,57.82,122,0,118452
bodytrack,icc,mpx_no_narrow_bounds,1,4,1,49454,,,0.11,115.71,115.84,233,0,223452
bodytrack,icc,mpx_no_narrow_bounds,1,0,3,7185,,,0.01,7.34,7.36,19,0,32264
bodytrack,icc,mpx_no_narrow_bounds,1,1,3,9053,,,0.02,14.52,14.54,34,0,44768
bodytrack,icc,mpx_no_narrow_bounds,1,2,1,12331,,,0.02,28.94,28.97,68,0,70176
bodytrack,icc,mpx_no_narrow_bounds,1,3,1,23881,,,0.04,57.75,57.81,121,0,118452
bodytrack,icc,mpx_no_narrow_bounds,1,4,1,49965,,,0.1,115.72,115.84,235,0,223452
bodytrack,icc,mpx_no_narrow_bounds,1,0,3,7184,,,0.0,7.33,7.34,22,0,32916
bodytrack,icc,mpx_no_narrow_bounds,1,1,4,9054,,,0.01,14.48,14.5,33,0,45004
bodytrack,icc,mpx_no_narrow_bounds,1,2,1,12842,,,0.01,28.98,29.0,66,0,70176
bodytrack,icc,mpx_no_narrow_bounds,1,3,1,24392,,,0.03,57.66,57.7,122,0,118452
bodytrack,icc,mpx_no_narrow_bounds,1,4,1,48943,,,0.16,115.49,115.67,231,0,223452
swaptions,icc,mpx_no_narrow_bounds,1,0,2,3745,,,0.0,7.7,7.71,18,0,45456
swaptions,icc,mpx_no_narrow_bounds,1,1,1,7978,,,0.01,15.42,15.44,34,0,68312
swaptions,icc,mpx_no_narrow_bounds,1,2,1,16896,,,0.04,30.93,30.98,60,0,104056
swaptions,icc,mpx_no_narrow_bounds,1,3,1,34474,,,0.11,61.72,61.84,118,0,174544
swaptions,icc,mpx_no_narrow_bounds,1,4,1,64714,,,0.26,123.3,123.58,228,0,442680
swaptions,icc,mpx_no_narrow_bounds,1,0,1,3730,,,0.0,7.71,7.71,19,0,47440
swaptions,icc,mpx_no_narrow_bounds,1,1,1,8051,,,0.02,15.42,15.45,32,0,66640
swaptions,icc,mpx_no_narrow_bounds,1,2,1,17043,,,0.08,30.88,30.97,59,0,100716
swaptions,icc,mpx_no_narrow_bounds,1,3,1,34842,,,0.13,61.74,61.88,118,0,166196
swaptions,icc,mpx_no_narrow_bounds,1,4,5,66310,,,0.27,123.3,123.59,231,0,407916
swaptions,icc,mpx_no_narrow_bounds,1,0,1,3745,,,0.0,7.7,7.71,17,0,45428
swaptions,icc,mpx_no_narrow_bounds,1,1,1,8271,,,0.02,15.43,15.45,28,0,61628
swaptions,icc,mpx_no_narrow_bounds,1,2,1,17189,,,0.06,30.89,30.96,58,0,97372
swaptions,icc,mpx_no_narrow_bounds,1,3,1,34842,,,0.15,61.7,61.86,115,0,166196
swaptions,icc,mpx_no_narrow_bounds,1,4,1,66198,,,0.25,123.35,123.62,229,0,409388
swaptions,icc,mpx_no_narrow_bounds,1,0,1,3819,,,0.0,7.71,7.71,16,0,43760
swaptions,icc,mpx_no_narrow_bounds,1,1,1,8343,,,0.02,15.42,15.45,33,0,59952
swaptions,icc,mpx_no_narrow_bounds,1,2,1,17336,,,0.1,30.88,30.99,59,0,94032
swaptions,icc,mpx_no_narrow_bounds,1,3,1,34915,,,0.15,61.7,61.86,118,0,164524
swaptions,icc,mpx_no_narrow_bounds,1,4,7,66427,,,0.23,123.37,123.62,224,0,404340
swaptions,icc,mpx_no_narrow_bounds,1,0,1,3819,,,0.0,7.7,7.71,20,0,43760
swaptions,icc,mpx_no_narrow_bounds,1,1,1,8343,,,0.02,15.44,15.46,35,0,59952
swaptions,icc,mpx_no_narrow_bounds,1,2,1,17336,,,0.1,30.86,30.97,63,0,94032
swaptions,icc,mpx_no_narrow_bounds,1,3,1,34990,,,0.1,61.76,61.86,116,0,162860
swaptions,icc,mpx_no_narrow_bounds,1,4,1,67961,,,0.33,123.34,123.69,232,0,369308
swaptions,icc,mpx_no_narrow_bounds,1,0,1,3894,,,0.0,7.7,7.71,17,0,42096
swaptions,icc,mpx_no_narrow_bounds,1,1,2,8740,,,0.04,15.4,15.44,32,0,51492
swaptions,icc,mpx_no_narrow_bounds,1,2,1,17481,,,0.1,30.87,30.98,61,0,90684
swaptions,icc,mpx_no_narrow_bounds,1,3,1,32939,,,0.11,61.72,61.84,117,0,209616
swaptions,icc,mpx_no_narrow_bounds,1,4,3,69724,,,0.35,123.3,123.67,232,0,329284
swaptions,icc,mpx_no_narrow_bounds,1,0,1,3819,,,0.01,7.7,7.72,16,0,43760
swaptions,icc,mpx_no_narrow_bounds,1,1,1,8346,,,0.03,15.42,15.45,32,0,59964
swaptions,icc,mpx_no_narrow_bounds,1,2,1,17189,,,0.01,30.93,30.95,59,0,97372
swaptions,icc,mpx_no_narrow_bounds,1,3,3,32425,,,0.14,61.72,61.87,117,0,221240
swaptions,icc,mpx_no_narrow_bounds,1,4,1,70607,,,0.32,123.41,123.75,241,0,309288
swaptions,icc,mpx_no_narrow_bounds,1,0,1,3819,,,0.01,7.7,7.71,18,0,43760
swaptions,icc,mpx_no_narrow_bounds,1,1,2,8665,,,0.03,15.43,15.47,31,0,54972
swaptions,icc,mpx_no_narrow_bounds,1,2,1,17263,,,0.04,30.91,30.95,57,0,95704
swaptions,icc,mpx_no_narrow_bounds,1,3,1,33675,,,0.15,61.72,61.88,114,0,192904
swaptions,icc,mpx_no_narrow_bounds,1,4,1,70534,,,0.4,123.33,123.75,236,0,310960
swaptions,icc,mpx_no_narrow_bounds,1,0,1,3819,,,0.0,7.7,7.71,18,0,43760
swaptions,icc,mpx_no_narrow_bounds,1,1,1,8343,,,0.02,15.42,15.45,36,0,59952
swaptions,icc,mpx_no_narrow_bounds,1,2,1,17263,,,0.09,30.87,30.97,61,0,95704
swaptions,icc,mpx_no_narrow_bounds,1,3,1,33584,,,0.11,61.74,61.86,115,0,194536
swaptions,icc,mpx_no_narrow_bounds,1,4,1,70607,,,0.36,123.27,123.65,240,0,309288
swaptions,icc,mpx_no_narrow_bounds,1,0,1,3745,,,0.0,7.7,7.71,16,0,45428
swaptions,icc,mpx_no_narrow_bounds,1,1,1,8343,,,0.03,15.42,15.45,35,0,59952
swaptions,icc,mpx_no_narrow_bounds,1,2,1,17336,,,0.04,30.9,30.94,60,0,94032
swaptions,icc,mpx_no_narrow_bounds,1,3,1,30729,,,0.1,61.73,61.85,116,0,259656
swaptions,icc,mpx_no_narrow_bounds,1,4,1,70680,,,0.34,123.3,123.66,234,0,307616
canneal,icc,mpx_no_narrow_bounds_only_write,1,0,1,1858,,,0.0,0.6,0.61,2,0,28116
canneal,icc,mpx_no_narrow_bounds_only_write,1,1,1,5044,,,0.0,0.63,0.64,5,0,45316
canneal,icc,mpx_no_narrow_bounds_only_write,1,2,1,11651,,,0.02,0.86,0.89,5,0,75744
canneal,icc,mpx_no_narrow_bounds_only_write,1,3,1,64659,,,0.2,1.25,1.45,3,0,287736
canneal,icc,mpx_no_narrow_bounds_only_write,1,4,1,274657,,,0.91,1.45,2.37,8,0,1125740
canneal,icc,mpx_no_narrow_bounds_only_write,1,0,1,1858,,,0.0,0.6,0.61,2,0,26188
canneal,icc,mpx_no_narrow_bounds_only_write,1,1,1,5044,,,0.0,0.62,0.63,3,0,45316
canneal,icc,mpx_no_narrow_bounds_only_write,1,2,1,12162,,,0.03,0.86,0.89,4,0,75548
canneal,icc,mpx_no_narrow_bounds_only_write,1,3,1,64659,,,0.21,1.24,1.46,4,0,287736
canneal,icc,mpx_no_narrow_bounds_only_write,1,4,1,275168,,,0.89,1.48,2.38,9,0,1125544
canneal,icc,mpx_no_narrow_bounds_only_write,1,0,1,1858,,,0.0,0.6,0.61,2,0,26188
canneal,icc,mpx_no_narrow_bounds_only_write,1,1,1,4533,,,0.01,0.62,0.63,4,0,45188
canneal,icc,mpx_no_narrow_bounds_only_write,1,2,1,11651,,,0.02,0.87,0.89,4,0,75744
canneal,icc,mpx_no_narrow_bounds_only_write,1,3,1,64148,,,0.18,1.26,1.45,4,0,287668
canneal,icc,mpx_no_narrow_bounds_only_write,1,4,1,274146,,,0.84,1.53,2.37,9,0,1125672
canneal,icc,mpx_no_narrow_bounds_only_write,1,0,1,1858,,,0.0,0.6,0.61,2,0,26188
canneal,icc,mpx_no_narrow_bounds_only_write,1,1,1,5044,,,0.0,0.62,0.63,3,0,45316
canneal,icc,mpx_no_narrow_bounds_only_write,1,2,1,12162,,,0.04,0.85,0.89,4,0,75548
canneal,icc,mpx_no_narrow_bounds_only_write,1,3,1,65681,,,0.21,1.25,1.47,4,0,287608
canneal,icc,mpx_no_narrow_bounds_only_write,1,4,1,275168,,,0.9,1.5,2.41,10,0,1125544
canneal,icc,mpx_no_narrow_bounds_only_write,1,0,1,1858,,,0.0,0.6,0.61,1,0,26188
canneal,icc,mpx_no_narrow_bounds_only_write,1,1,1,4533,,,0.0,0.62,0.63,5,0,45188
canneal,icc,mpx_no_narrow_bounds_only_write,1,2,1,11140,,,0.03,0.86,0.89,4,0,75676
canneal,icc,mpx_no_narrow_bounds_only_write,1,3,1,64148,,,0.2,1.24,1.45,4,0,287668
canneal,icc,mpx_no_narrow_bounds_only_write,1,4,1,274146,,,0.84,1.48,2.33,11,0,1125672
canneal,icc,mpx_no_narrow_bounds_only_write,1,0,1,1858,,,0.0,0.6,0.61,3,0,26188
canneal,icc,mpx_no_narrow_bounds_only_write,1,1,1,4367,,,0.0,0.62,0.63,3,0,46440
canneal,icc,mpx_no_narrow_bounds_only_write,1,2,1,12162,,,0.03,0.86,0.89,4,0,75548
canneal,icc,mpx_no_narrow_bounds_only_write,1,3,1,64148,,,0.2,1.24,1.45,4,0,287668
canneal,icc,mpx_no_narrow_bounds_only_write,1,4,1,274146,,,0.88,1.51,2.4,10,0,1125672
canneal,icc,mpx_no_narrow_bounds_only_write,1,0,1,1858,,,0.0,0.6,0.61,2,0,26188
canneal,icc,mpx_no_narrow_bounds_only_write,1,1,1,4533,,,0.0,0.62,0.63,4,0,45188
canneal,icc,mpx_no_narrow_bounds_only_write,1,2,1,11651,,,0.02,0.86,0.89,4,0,75744
canneal,icc,mpx_no_narrow_bounds_only_write,1,3,1,64148,,,0.2,1.26,1.46,3,0,287668
canneal,icc,mpx_no_narrow_bounds_only_write,1,4,1,274146,,,0.88,1.51,2.4,11,0,1125672
canneal,icc,mpx_no_narrow_bounds_only_write,1,0,1,1858,,,0.0,0.6,0.61,3,0,26188
canneal,icc,mpx_no_narrow_bounds_only_write,1,1,1,5044,,,0.01,0.62,0.64,4,0,45316
canneal,icc,mpx_no_narrow_bounds_only_write,1,2,1,12162,,,0.04,0.85,0.89,4,0,75548
canneal,icc,mpx_no_narrow_bounds_only_write,1,3,1,64659,,,0.2,1.22,1.44,4,0,287736
canneal,icc,mpx_no_narrow_bounds_only_write,1,4,1,274657,,,0.87,1.53,2.4,8,0,1125740
canneal,icc,mpx_no_narrow_bounds_only_write,1,0,1,1858,,,0.0,0.61,0.61,3,0,26188
canneal,icc,mpx_no_narrow_bounds_only_write,1,1,1,4367,,,0.0,0.62,0.63,5,0,46440
canneal,icc,mpx_no_narrow_bounds_only_write,1,2,1,12162,,,0.04,0.85,0.89,4,0,75548
canneal,icc,mpx_no_narrow_bounds_only_write,1,3,1,64659,,,0.19,1.25,1.45,3,0,287736
canneal,icc,mpx_no_narrow_bounds_only_write,1,4,1,275168,,,0.88,1.5,2.38,9,0,1125544
canneal,icc,mpx_no_narrow_bounds_only_write,1,0,1,1858,,,0.0,0.6,0.61,3,0,26188
canneal,icc,mpx_no_narrow_bounds_only_write,1,1,1,5044,,,0.0,0.62,0.63,3,0,45316
canneal,icc,mpx_no_narrow_bounds_only_write,1,2,1,12673,,,0.02,0.88,0.9,4,0,75616
canneal,icc,mpx_no_narrow_bounds_only_write,1,3,1,65681,,,0.21,1.25,1.46,5,0,287608
canneal,icc,mpx_no_narrow_bounds_only_write,1,4,1,275168,,,0.86,1.53,2.4,8,0,1125544
streamcluster,icc,mpx_no_narrow_bounds_only_write,1,0,1,1413,,,0.0,2.26,2.26,6,0,20140
streamcluster,icc,mpx_no_narrow_bounds_only_write,1,1,1,1472,,,0.0,3.96,3.96,13,0,24496
streamcluster,icc,mpx_no_narrow_bounds_only_write,1,2,1,1777,,,0.0,8.54,8.54,22,0,27244
streamcluster,icc,mpx_no_narrow_bounds_only_write,1,3,1,1808,,,0.0,16.84,16.85,34,0,34740
streamcluster,icc,mpx_no_narrow_bounds_only_write,1,4,1,4406,,,0.0,28.62,28.63,55,0,46356
streamcluster,icc,mpx_no_narrow_bounds_only_write,1,0,1,1413,,,0.0,2.25,2.25,8,0,20140
streamcluster,icc,mpx_no_narrow_bounds_only_write,1,1,1,1472,,,0.0,3.97,3.97,9,0,24496
streamcluster,icc,mpx_no_narrow_bounds_only_write,1,2,1,1777,,,0.0,8.5,8.5,20,0,27244
streamcluster,icc,mpx_no_narrow_bounds_only_write,1,3,1,1808,,,0.0,16.77,16.78,36,0,34740
streamcluster,icc,mpx_no_narrow_bounds_only_write,1,4,1,4406,,,0.03,28.6,28.65,57,0,46356
streamcluster,icc,mpx_no_narrow_bounds_only_write,1,0,1,1413,,,0.0,2.26,2.26,9,0,20140
streamcluster,icc,mpx_no_narrow_bounds_only_write,1,1,1,1472,,,0.0,4.06,4.06,11,0,24496
streamcluster,icc,mpx_no_narrow_bounds_only_write,1,2,1,1777,,,0.0,8.49,8.5,18,0,27244
streamcluster,icc,mpx_no_narrow_bounds_only_write,1,3,1,1808,,,0.0,16.77,16.77,35,0,34740
streamcluster,icc,mpx_no_narrow_bounds_only_write,1,4,1,4406,,,0.02,28.68,28.71,57,0,46356
streamcluster,icc,mpx_no_narrow_bounds_only_write,1,0,1,1413,,,0.0,2.25,2.25,9,0,20140
streamcluster,icc,mpx_no_narrow_bounds_only_write,1,1,1,1472,,,0.0,4.06,4.06,13,0,24496
streamcluster,icc,mpx_no_narrow_bounds_only_write,1,2,1,1777,,,0.0,8.54,8.54,18,0,27244
streamcluster,icc,mpx_no_narrow_bounds_only_write,1,3,1,1808,,,0.0,16.76,16.76,32,0,34740
streamcluster,icc,mpx_no_narrow_bounds_only_write,1,4,1,4406,,,0.02,28.65,28.68,57,0,46356
streamcluster,icc,mpx_no_narrow_bounds_only_write,1,0,1,1413,,,0.0,2.26,2.26,8,0,20140
streamcluster,icc,mpx_no_narrow_bounds_only_write,1,1,1,1472,,,0.0,3.98,3.98,13,0,24496
streamcluster,icc,mpx_no_narrow_bounds_only_write,1,2,1,1777,,,0.0,8.57,8.57,21,0,27244
streamcluster,icc,mpx_no_narrow_bounds_only_write,1,3,1,1808,,,0.0,16.75,16.76,32,0,34740
streamcluster,icc,mpx_no_narrow_bounds_only_write,1,4,1,4406,,,0.02,28.68,28.7,54,0,46356
streamcluster,icc,mpx_no_narrow_bounds_only_write,1,0,1,1413,,,0.0,2.25,2.26,9,0,20140
streamcluster,icc,mpx_no_narrow_bounds_only_write,1,1,1,1472,,,0.0,3.97,3.97,12,0,24496
streamcluster,icc,mpx_no_narrow_bounds_only_write,1,2,1,1777,,,0.0,8.47,8.47,21,0,27244
streamcluster,icc,mpx_no_narrow_bounds_only_write,1,3,1,1808,,,0.0,16.76,16.77,35,0,34740
streamcluster,icc,mpx_no_narrow_bounds_only_write,1,4,1,4406,,,0.01,28.66,28.68,54,0,46356
streamcluster,icc,mpx_no_narrow_bounds_only_write,1,0,1,1413,,,0.0,2.25,2.25,9,0,20140
streamcluster,icc,mpx_no_narrow_bounds_only_write,1,1,1,1472,,,0.0,4.0,4.01,9,0,24496
streamcluster,icc,mpx_no_narrow_bounds_only_write,1,2,1,1777,,,0.0,8.6,8.6,20,0,27244
streamcluster,icc,mpx_no_narrow_bounds_only_write,1,3,1,1808,,,0.0,16.74,16.75,36,0,34740
streamcluster,icc,mpx_no_narrow_bounds_only_write,1,4,1,4406,,,0.0,28.63,28.64,58,0,46356
streamcluster,icc,mpx_no_narrow_bounds_only_write,1,0,1,1413,,,0.0,2.25,2.26,6,0,20140
streamcluster,icc,mpx_no_narrow_bounds_only_write,1,1,1,1472,,,0.0,3.96,3.97,9,0,24496
streamcluster,icc,mpx_no_narrow_bounds_only_write,1,2,1,1777,,,0.0,8.54,8.54,18,0,27244
streamcluster,icc,mpx_no_narrow_bounds_only_write,1,3,1,1808,,,0.0,16.78,16.79,37,0,34740
streamcluster,icc,mpx_no_narrow_bounds_only_write,1,4,1,4406,,,0.0,28.67,28.69,58,0,46356
streamcluster,icc,mpx_no_narrow_bounds_only_write,1,0,1,1413,,,0.0,2.36,2.37,6,0,20140
streamcluster,icc,mpx_no_narrow_bounds_only_write,1,1,1,1472,,,0.0,3.96,3.97,10,0,24496
streamcluster,icc,mpx_no_narrow_bounds_only_write,1,2,1,1777,,,0.0,8.47,8.47,19,0,27244
streamcluster,icc,mpx_no_narrow_bounds_only_write,1,3,1,1808,,,0.0,16.76,16.77,36,0,34740
streamcluster,icc,mpx_no_narrow_bounds_only_write,1,4,1,4406,,,0.02,28.64,28.67,57,0,46356
streamcluster,icc,mpx_no_narrow_bounds_only_write,1,0,1,1413,,,0.0,2.25,2.26,9,0,20140
streamcluster,icc,mpx_no_narrow_bounds_only_write,1,1,1,1472,,,0.0,3.98,3.98,12,0,24496
streamcluster,icc,mpx_no_narrow_bounds_only_write,1,2,1,1777,,,0.0,8.4,8.41,18,0,27244
streamcluster,icc,mpx_no_narrow_bounds_only_write,1,3,1,1808,,,0.0,16.75,16.76,32,0,34740
streamcluster,icc,mpx_no_narrow_bounds_only_write,1,4,1,4406,,,0.02,28.68,28.71,54,0,46356
blackscholes,icc,mpx_no_narrow_bounds_only_write,1,0,1,1851,,,0.02,3.23,3.25,18,0,31828
blackscholes,icc,mpx_no_narrow_bounds_only_write,1,1,1,7080,,,0.02,6.47,6.5,23,0,56772
blackscholes,icc,mpx_no_narrow_bounds_only_write,1,2,1,16002,,,0.1,12.92,13.02,43,0,104940
blackscholes,icc,mpx_no_narrow_bounds_only_write,1,3,1,40493,,,0.2,25.92,26.13,87,0,204928
blackscholes,icc,mpx_no_narrow_bounds_only_write,1,4,1,91004,,,0.48,51.78,52.26,166,0,406888
blackscholes,icc,mpx_no_narrow_bounds_only_write,1,0,1,1851,,,0.0,3.24,3.25,13,0,31828
blackscholes,icc,mpx_no_narrow_bounds_only_write,1,1,1,3503,,,0.01,6.46,6.48,27,0,56824
blackscholes,icc,mpx_no_narrow_bounds_only_write,1,2,1,15491,,,0.09,12.93,13.03,45,0,104872
blackscholes,icc,mpx_no_narrow_bounds_only_write,1,3,4,40493,,,0.21,25.9,26.11,56,0,204928
blackscholes,icc,mpx_no_narrow_bounds_only_write,1,4,1,91004,,,0.52,51.82,52.34,167,0,406888
blackscholes,icc,mpx_no_narrow_bounds_only_write,1,0,1,1851,,,0.02,3.22,3.25,11,0,31828
blackscholes,icc,mpx_no_narrow_bounds_only_write,1,1,1,3503,,,0.01,6.47,6.48,28,0,56824
blackscholes,icc,mpx_no_narrow_bounds_only_write,1,2,1,15491,,,0.06,12.95,13.02,47,0,104872
blackscholes,icc,mpx_no_narrow_bounds_only_write,1,3,1,40493,,,0.2,25.89,26.1,69,0,204928
blackscholes,icc,mpx_no_narrow_bounds_only_write,1,4,1,91004,,,0.49,51.76,52.27,165,0,406888
blackscholes,icc,mpx_no_narrow_bounds_only_write,1,0,1,1851,,,0.02,3.24,3.26,13,0,31828
blackscholes,icc,mpx_no_narrow_bounds_only_write,1,1,1,3503,,,0.02,6.45,6.48,27,0,56824
blackscholes,icc,mpx_no_narrow_bounds_only_write,1,2,1,15491,,,0.4,12.93,13.34,45,0,104872
blackscholes,icc,mpx_no_narrow_bounds_only_write,1,3,1,39982,,,0.28,25.87,26.16,86,0,204860
blackscholes,icc,mpx_no_narrow_bounds_only_write,1,4,1,90493,,,0.49,51.76,52.26,165,0,406820
blackscholes,icc,mpx_no_narrow_bounds_only_write,1,0,1,1851,,,0.01,3.24,3.25,14,0,31828
blackscholes,icc,mpx_no_narrow_bounds_only_write,1,1,1,2992,,,0.02,6.46,6.48,26,0,56756
blackscholes,icc,mpx_no_narrow_bounds_only_write,1,2,1,14980,,,0.08,12.94,13.03,43,0,104804
blackscholes,icc,mpx_no_narrow_bounds_only_write,1,3,1,39982,,,0.24,25.86,26.11,83,0,204860
blackscholes,icc,mpx_no_narrow_bounds_only_write,1,4,1,90493,,,0.46,51.78,52.25,168,0,406820
blackscholes,icc,mpx_no_narrow_bounds_only_write,1,0,1,1851,,,0.02,3.22,3.25,11,0,31828
blackscholes,icc,mpx_no_narrow_bounds_only_write,1,1,1,2992,,,0.01,6.46,6.48,28,0,56756
blackscholes,icc,mpx_no_narrow_bounds_only_write,1,2,1,14980,,,0.07,12.93,13.01,46,0,104804
blackscholes,icc,mpx_no_narrow_bounds_only_write,1,3,1,39982,,,2.46,26.01,28.48,91,0,204860
