name,compiler,type,threads,input,voluntary_context_switches,minor_faults,mpxerrors,mpxbtnum,sys_time,user_time,time,involuntary_context_switches,major_faults,maxsize
bodytrack,gcc,asan_only_write,1,3,3,69961,,,0.84,62.43,63.28,137,0,219448
bodytrack,gcc,asan_only_write,1,4,2,111917,,,1.35,124.9,126.27,270,0,327032
bodytrack,gcc,asan_only_write,1,0,1,33275,,,0.04,7.94,7.99,20,0,125048
bodytrack,gcc,asan_only_write,1,1,1,38573,,,0.06,15.69,15.76,41,0,138540
bodytrack,gcc,asan_only_write,1,2,1,48977,,,0.6,31.36,31.97,74,0,165376
bodytrack,gcc,asan_only_write,1,3,7,69964,,,0.15,62.47,62.63,137,0,219448
bodytrack,gcc,asan_only_write,1,4,1,111908,,,1.19,124.86,126.08,263,0,327032
bodytrack,gcc,asan_only_write,1,0,1,33275,,,0.06,7.92,7.99,23,0,125048
bodytrack,gcc,asan_only_write,1,1,1,38573,,,0.05,15.73,15.78,42,0,138540
bodytrack,gcc,asan_only_write,1,2,1,48973,,,0.6,31.33,31.93,74,0,165376
bodytrack,gcc,asan_only_write,1,3,2,69961,,,1.05,62.52,63.58,137,0,219448
bodytrack,gcc,asan_only_write,1,4,2,111917,,,1.28,124.68,125.98,260,0,327032
bodytrack,gcc,asan_only_write,1,0,1,33275,,,0.07,7.9,7.98,26,0,125048
bodytrack,gcc,asan_only_write,1,1,1,38573,,,0.06,15.7,15.77,38,0,138540
bodytrack,gcc,asan_only_write,1,2,1,48982,,,0.6,31.36,31.97,73,0,165376
bodytrack,gcc,asan_only_write,1,3,3,69960,,,0.3,62.49,62.8,138,0,219448
bodytrack,gcc,asan_only_write,1,4,1,111908,,,1.22,124.79,126.03,267,0,327032
bodytrack,gcc,asan_only_write,1,0,1,33275,,,0.03,7.95,7.99,22,0,125048
bodytrack,gcc,asan_only_write,1,1,2,38577,,,0.07,15.67,15.75,37,0,138540
bodytrack,gcc,asan_only_write,1,2,1,48973,,,0.62,31.32,31.95,75,0,165376
bodytrack,gcc,asan_only_write,1,3,1,69955,,,1.07,62.46,63.55,136,0,219448
bodytrack,gcc,asan_only_write,1,4,2,111917,,,1.28,124.83,126.13,268,0,327032
bodytrack,gcc,asan_only_write,1,0,1,33275,,,0.06,7.91,7.98,20,0,125048
bodytrack,gcc,asan_only_write,1,1,1,38573,,,0.05,15.72,15.78,41,0,138540
bodytrack,gcc,asan_only_write,1,2,3,48982,,,0.58,31.32,31.91,75,0,165376
bodytrack,gcc,asan_only_write,1,3,1,69953,,,0.18,62.46,62.66,134,0,219448
bodytrack,gcc,asan_only_write,1,4,1,111908,,,1.27,124.91,126.2,266,0,327032
bodytrack,gcc,asan_only_write,1,0,1,33275,,,0.04,7.94,7.99,23,0,125048
bodytrack,gcc,asan_only_write,1,1,1,38573,,,0.06,15.7,15.76,43,0,138540
bodytrack,gcc,asan_only_write,1,2,1,48973,,,0.67,31.32,32.0,73,0,165376
bodytrack,gcc,asan_only_write,1,3,1,69958,,,1.14,62.59,63.74,136,0,219448
bodytrack,gcc,asan_only_write,1,4,1,111913,,,1.28,124.75,126.05,261,0,327032
bodytrack,gcc,asan_only_write,1,0,1,33275,,,0.04,7.95,8.0,24,0,125048
bodytrack,gcc,asan_only_write,1,1,1,38573,,,0.06,15.68,15.75,39,0,138540
bodytrack,gcc,asan_only_write,1,2,4,48985,,,0.6,31.37,31.98,73,0,165376
bodytrack,gcc,asan_only_write,1,3,1,69954,,,0.16,62.52,62.68,135,0,219448
bodytrack,gcc,asan_only_write,1,4,1,111908,,,1.26,124.66,125.94,270,0,327032
swaptions,gcc,asan_only_write,1,0,1,156593,,,0.12,7.5,7.64,17,0,378500
swaptions,gcc,asan_only_write,1,1,1,161019,,,0.07,15.1,15.17,34,0,392304
swaptions,gcc,asan_only_write,1,2,1,169866,,,0.12,30.15,30.28,64,0,419912
swaptions,gcc,asan_only_write,1,3,1,187551,,,0.26,60.36,60.63,129,0,475068
swaptions,gcc,asan_only_write,1,4,1,222959,,,0.18,120.56,120.76,241,0,585380
swaptions,gcc,asan_only_write,1,0,1,156593,,,0.09,7.54,7.64,18,0,378500
swaptions,gcc,asan_only_write,1,1,1,161019,,,0.1,15.07,15.18,36,0,392304
swaptions,gcc,asan_only_write,1,2,1,169866,,,0.28,30.14,30.43,64,0,419912
swaptions,gcc,asan_only_write,1,3,1,187554,,,0.3,60.34,60.65,123,0,475068
swaptions,gcc,asan_only_write,1,4,1,222959,,,0.15,120.7,120.86,243,0,585380
swaptions,gcc,asan_only_write,1,0,1,156593,,,0.12,7.51,7.63,19,0,378500
swaptions,gcc,asan_only_write,1,1,1,161019,,,0.11,15.06,15.18,32,0,392304
swaptions,gcc,asan_only_write,1,2,1,169871,,,0.23,30.2,30.44,68,0,419912
swaptions,gcc,asan_only_write,1,3,1,187548,,,0.13,60.28,60.43,125,0,475068
swaptions,gcc,asan_only_write,1,4,1,222959,,,0.16,120.66,120.84,241,0,585380
swaptions,gcc,asan_only_write,1,0,1,156593,,,0.1,7.53,7.63,16,0,378500
swaptions,gcc,asan_only_write,1,1,28,161020,,,0.22,15.11,15.33,37,0,392304
swaptions,gcc,asan_only_write,1,2,1,169866,,,0.14,30.12,30.26,65,0,419912
swaptions,gcc,asan_only_write,1,3,1,187548,,,0.1,60.29,60.41,125,0,475068
swaptions,gcc,asan_only_write,1,4,1,222961,,,0.15,120.64,120.81,241,0,585380
swaptions,gcc,asan_only_write,1,0,1,156593,,,0.08,7.54,7.63,21,0,378500
swaptions,gcc,asan_only_write,1,1,1,161019,,,0.1,15.06,15.17,35,0,392304
swaptions,gcc,asan_only_write,1,2,1,169866,,,0.1,30.17,30.27,65,0,419912
swaptions,gcc,asan_only_write,1,3,1,187548,,,0.12,60.42,60.56,129,0,475068
swaptions,gcc,asan_only_write,1,4,1,222959,,,0.2,120.58,120.8,245,0,585380
swaptions,gcc,asan_only_write,1,0,1,156593,,,0.09,7.54,7.64,16,0,378500
swaptions,gcc,asan_only_write,1,1,1,161019,,,0.09,15.08,15.17,32,0,392304
swaptions,gcc,asan_only_write,1,2,1,169867,,,0.21,30.18,30.39,65,0,419912
swaptions,gcc,asan_only_write,1,3,1,187548,,,0.14,60.29,60.44,125,0,475068
swaptions,gcc,asan_only_write,1,4,1,222959,,,0.16,120.67,120.85,243,0,585380
swaptions,gcc,asan_only_write,1,0,1,156593,,,0.09,7.54,7.64,19,0,378500
swaptions,gcc,asan_only_write,1,1,1,161020,,,0.32,15.08,15.4,32,0,392304
swaptions,gcc,asan_only_write,1,2,1,169866,,,0.1,30.14,30.25,71,0,419912
swaptions,gcc,asan_only_write,1,3,1,187548,,,0.13,60.29,60.43,122,0,475068
swaptions,gcc,asan_only_write,1,4,1,222959,,,0.15,120.64,120.81,248,0,585380
swaptions,gcc,asan_only_write,1,0,1,156593,,,0.3,7.52,7.83,18,0,378500
swaptions,gcc,asan_only_write,1,1,1,161019,,,0.35,15.04,15.4,32,0,392304
swaptions,gcc,asan_only_write,1,2,1,169866,,,0.27,30.16,30.45,66,0,419912
swaptions,gcc,asan_only_write,1,3,1,187548,,,0.13,60.28,60.42,126,0,475068
swaptions,gcc,asan_only_write,1,4,1,222959,,,0.15,120.65,120.82,243,0,585380
swaptions,gcc,asan_only_write,1,0,1,156593,,,0.1,7.53,7.64,17,0,378500
swaptions,gcc,asan_only_write,1,1,1,161019,,,0.26,15.06,15.32,33,0,392304
swaptions,gcc,asan_only_write,1,2,1,169869,,,0.32,30.16,30.49,64,0,419912
swaptions,gcc,asan_only_write,1,3,1,187548,,,0.16,60.26,60.44,127,0,475068
swaptions,gcc,asan_only_write,1,4,1,222959,,,0.18,120.64,120.84,241,0,585380
swaptions,gcc,asan_only_write,1,0,1,156593,,,0.1,7.54,7.64,18,0,378500
swaptions,gcc,asan_only_write,1,1,1,161020,,,0.28,15.15,15.44,35,0,392304
swaptions,gcc,asan_only_write,1,2,1,169866,,,0.14,30.1,30.25,66,0,419912
swaptions,gcc,asan_only_write,1,3,1,187548,,,0.14,60.29,60.44,120,0,475068
swaptions,gcc,asan_only_write,1,4,1,222959,,,0.13,120.67,120.82,240,0,585380
canneal,clang,asan,1,0,1,2347,,,0.29,0.69,0.98,5,0,11884
canneal,clang,asan,1,1,1,4035,,,0.41,0.72,1.14,5,0,17184
canneal,clang,asan,1,2,1,6433,,,0.58,1.01,1.6,5,0,24680
canneal,clang,asan,1,3,1,22189,,,1.53,1.48,3.02,13,0,75860
canneal,clang,asan,1,4,1,84150,,,5.52,1.73,7.25,16,0,280380
canneal,clang,asan,1,0,1,2347,,,0.26,0.69,0.95,5,0,11884
canneal,clang,asan,1,1,1,4035,,,0.47,0.71,1.19,3,0,17184
canneal,clang,asan,1,2,1,6433,,,0.54,1.02,1.56,6,0,24680
canneal,clang,asan,1,3,1,22189,,,1.52,1.49,3.02,9,0,75860
canneal,clang,asan,1,4,1,84150,,,5.45,1.73,7.18,15,0,280380
canneal,clang,asan,1,0,1,2347,,,0.26,0.69,0.96,5,0,11884
canneal,clang,asan,1,1,1,4035,,,0.36,0.71,1.07,5,0,17184
canneal,clang,asan,1,2,1,6433,,,0.5,1.01,1.52,6,0,24680
canneal,clang,asan,1,3,1,22189,,,1.61,1.48,3.1,8,0,75860
canneal,clang,asan,1,4,1,84150,,,5.55,1.76,7.32,15,0,280380
canneal,clang,asan,1,0,1,2347,,,0.26,0.69,0.96,5,0,11884
canneal,clang,asan,1,1,1,4035,,,0.41,0.72,1.13,4,0,17184
canneal,clang,asan,1,2,1,6433,,,0.54,1.01,1.56,6,0,24680
canneal,clang,asan,1,3,1,22189,,,1.06,1.45,2.51,8,0,75860
canneal,clang,asan,1,4,1,84150,,,4.92,1.7,6.63,21,0,280380
canneal,clang,asan,1,0,1,2347,,,0.36,0.69,1.06,3,0,11884
canneal,clang,asan,1,1,1,4035,,,0.42,0.74,1.17,5,0,17184
canneal,clang,asan,1,2,1,6433,,,0.0,1.0,1.01,5,0,24680
canneal,clang,asan,1,3,1,22189,,,1.09,1.48,2.58,8,0,75860
canneal,clang,asan,1,4,1,84150,,,5.63,1.74,7.38,15,0,280380
canneal,clang,asan,1,0,1,2347,,,0.26,0.69,0.96,5,0,11884
canneal,clang,asan,1,1,1,4035,,,0.42,0.71,1.14,5,0,17184
canneal,clang,asan,1,2,1,6433,,,0.54,1.02,1.56,5,0,24680
canneal,clang,asan,1,3,1,22189,,,1.49,1.49,2.99,9,0,75860
canneal,clang,asan,1,4,1,84150,,,5.53,1.73,7.26,19,0,280380
canneal,clang,asan,1,0,1,2347,,,0.27,0.69,0.96,5,0,11884
canneal,clang,asan,1,1,1,4035,,,0.41,0.71,1.13,4,0,17184
canneal,clang,asan,1,2,1,6433,,,0.39,1.01,1.41,6,0,24680
canneal,clang,asan,1,3,1,22189,,,1.66,1.48,3.14,10,0,75860
canneal,clang,asan,1,4,1,84150,,,5.48,1.7,7.19,15,0,280380
canneal,clang,asan,1,0,1,2347,,,0.35,0.7,1.05,4,0,11884
canneal,clang,asan,1,1,1,4035,,,0.45,0.72,1.17,4,0,17184
canneal,clang,asan,1,2,1,6433,,,0.54,1.01,1.56,6,0,24680
canneal,clang,asan,1,3,1,22189,,,1.54,1.48,3.03,10,0,75860
canneal,clang,asan,1,4,1,84150,,,5.54,1.73,7.28,17,0,280380
canneal,clang,asan,1,0,1,2347,,,0.26,0.69,0.96,5,0,11884
canneal,clang,asan,1,1,1,4035,,,0.46,0.72,1.18,3,0,17184
canneal,clang,asan,1,2,1,6433,,,0.53,1.01,1.55,6,0,24680
canneal,clang,asan,1,3,1,22189,,,1.58,1.49,3.07,9,0,75860
canneal,clang,asan,1,4,1,84150,,,5.46,1.72,7.19,17,0,280380
canneal,clang,asan,1,0,1,2347,,,0.26,0.69,0.96,5,0,11884
canneal,clang,asan,1,1,1,4035,,,0.36,0.72,1.08,5,0,17184
canneal,clang,asan,1,2,1,6433,,,0.49,1.01,1.51,7,0,24680
canneal,clang,asan,1,3,1,22189,,,1.54,1.49,3.03,11,0,75860
canneal,clang,asan,1,4,1,84150,,,5.65,1.71,7.37,15,0,280380
streamcluster,clang,asan,1,0,1,78904,,,0.44,10.94,11.38,24,0,174224
streamcluster,clang,asan,1,1,1,103476,,,0.45,24.18,24.64,51,0,225948
streamcluster,clang,asan,1,2,1,134901,,,0.61,52.72,53.35,107,0,290840
streamcluster,clang,asan,1,3,1,136455,,,0.71,101.45,102.18,197,0,287336
streamcluster,clang,asan,1,4,1,141221,,,0.61,191.72,192.35,348,0,282312
streamcluster,clang,asan,1,0,1,78904,,,0.15,10.94,11.09,23,0,174224
streamcluster,clang,asan,1,1,1,103476,,,0.5,24.2,24.7,54,0,225948
streamcluster,clang,asan,1,2,1,134901,,,0.57,52.72,53.3,102,0,290840
streamcluster,clang,asan,1,3,1,136455,,,0.14,101.43,101.58,184,0,287336
streamcluster,clang,asan,1,4,1,141221,,,0.48,191.68,192.18,353,0,282312
streamcluster,clang,asan,1,0,1,78904,,,0.15,10.94,11.09,27,0,174224
streamcluster,clang,asan,1,1,3,103486,,,0.3,24.19,24.5,48,0,225948
streamcluster,clang,asan,1,2,1,134901,,,0.09,52.94,53.05,98,0,290840
streamcluster,clang,asan,1,3,1,136456,,,0.34,101.47,101.83,197,0,287336
streamcluster,clang,asan,1,4,1,141226,,,0.12,191.72,191.86,346,0,282312
streamcluster,clang,asan,1,0,1,78904,,,0.06,10.95,11.02,23,0,174224
streamcluster,clang,asan,1,1,1,103476,,,0.3,24.19,24.5,53,0,225948
streamcluster,clang,asan,1,2,2,134911,,,0.34,52.82,53.17,101,0,290840
streamcluster,clang,asan,1,3,1,136458,,,0.09,101.44,101.53999999999999,186,0,287336
streamcluster,clang,asan,1,4,1,141225,,,0.14,191.68,191.85,347,0,282312
streamcluster,clang,asan,1,0,1,78904,,,0.06,10.95,11.01,28,0,174224
streamcluster,clang,asan,1,1,1,103486,,,0.08,24.28,24.37,49,0,225948
streamcluster,clang,asan,1,2,1,134901,,,0.09,52.82,52.92,97,0,290840
streamcluster,clang,asan,1,3,1,136455,,,0.4,101.52,101.94,197,0,287336
streamcluster,clang,asan,1,4,1,141221,,,0.2,191.69,191.92,349,0,282312
streamcluster,clang,asan,1,0,1,78904,,,0.06,10.94,11.01,24,0,174224
streamcluster,clang,asan,1,1,1,103476,,,0.21,24.26,24.47,51,0,225948
streamcluster,clang,asan,1,2,1,134901,,,0.4,52.8,53.21,102,0,290840
streamcluster,clang,asan,1,3,1,136455,,,0.22,101.38,101.61,187,0,287336
streamcluster,clang,asan,1,4,1,141230,,,0.45,191.68,192.16,347,0,282312
streamcluster,clang,asan,1,0,1,78904,,,0.29,10.94,11.23,27,0,174224
streamcluster,clang,asan,1,1,3,103482,,,0.32,24.19,24.52,50,0,225948
streamcluster,clang,asan,1,2,1,134901,,,0.1,52.78,52.89,96,0,290840
streamcluster,clang,asan,1,3,2,136464,,,0.16,101.43,101.6,191,0,287336
streamcluster,clang,asan,1,4,1,141224,,,0.14,191.68,191.85,347,0,282312
streamcluster,clang,asan,1,0,1,78904,,,0.17,10.97,11.14,25,0,174224
streamcluster,clang,asan,1,1,1,103476,,,0.52,24.18,24.72,48,0,225948
streamcluster,clang,asan,1,2,1,134904,,,0.4,52.84,53.24,106,0,290840
streamcluster,clang,asan,1,3,1,136455,,,0.11,101.39,101.52000000000001,187,0,287336
streamcluster,clang,asan,1,4,1,141223,,,0.49,191.69,192.21,343,0,282312
streamcluster,clang,asan,1,0,1,78904,,,0.38,10.95,11.33,30,0,174224
streamcluster,clang,asan,1,1,1,103482,,,0.32,24.25,24.58,48,0,225948
streamcluster,clang,asan,1,2,1,134901,,,0.08,52.85,52.94,96,0,290840
streamcluster,clang,asan,1,3,1,136455,,,0.13,101.45,101.6,189,0,287336
streamcluster,clang,asan,1,4,1,141224,,,0.15,191.63,191.81,349,0,282312
streamcluster,clang,asan,1,0,1,78904,,,0.16,10.92,11.09,25,0,174224
streamcluster,clang,asan,1,1,1,103476,,,0.52,24.23,24.76,47,0,225948
streamcluster,clang,asan,1,2,1,134902,,,0.48,52.88,53.38,106,0,290840
streamcluster,clang,asan,1,3,1,136455,,,0.08,101.46,101.55,187,0,287336
streamcluster,clang,asan,1,4,1,141223,,,0.33,191.73,192.09,344,0,282312
blackscholes,clang,asan,1,0,1,9185,,,0.56,5.84,6.4,27,0,33556
blackscholes,clang,asan,1,1,1,17481,,,1.28,11.7,12.98,34,0,60500
blackscholes,clang,asan,1,2,1,34087,,,2.38,23.38,25.77,68,0,114408
blackscholes,clang,asan,1,3,1,67289,,,3.92,46.65,50.58,132,0,222224
blackscholes,clang,asan,1,4,1,133694,,,7.37,93.3,100.69,249,0,437844
blackscholes,clang,asan,1,0,1,9185,,,0.07,5.81,5.89,24,0,33556
blackscholes,clang,asan,1,1,1,17481,,,1.11,11.68,12.8,35,0,60500
blackscholes,clang,asan,1,2,1,34088,,,2.52,23.35,25.87,66,0,114408
blackscholes,clang,asan,1,3,1,67289,,,2.96,46.58,49.55,131,0,222224
blackscholes,clang,asan,1,4,1,133694,,,8.43,93.35,101.8,253,0,437844
blackscholes,clang,asan,1,0,1,9185,,,0.07,5.81,5.89,23,0,33556
blackscholes,clang,asan,1,1,1,17481,,,1.2,11.68,12.89,35,0,60500
blackscholes,clang,asan,1,2,1,34087,,,2.33,23.36,25.7,65,0,114408
blackscholes,clang,asan,1,3,1,67290,,,3.74,46.74,50.5,131,0,222224
blackscholes,clang,asan,1,4,1,133694,,,8.4,93.34,101.75999999999999,256,0,437844
blackscholes,clang,asan,1,0,1,9185,,,0.06,5.81,5.88,20,0,33556
blackscholes,clang,asan,1,1,1,17481,,,1.15,11.68,12.83,37,0,60500
blackscholes,clang,asan,1,2,1,34087,,,2.41,23.38,25.8,67,0,114408
blackscholes,clang,asan,1,3,1,67289,,,4.68,46.72,51.41,128,0,222224
blackscholes,clang,asan,1,4,1,133694,,,8.5,93.33,101.85,257,0,437844
blackscholes,clang,asan,1,0,1,9185,,,0.06,5.82,5.89,18,0,33556
blackscholes,clang,asan,1,1,1,17481,,,0.78,11.68,12.47,37,0,60500
blackscholes,clang,asan,1,2,1,34087,,,1.7,23.33,25.03,68,0,114408
blackscholes,clang,asan,1,3,1,67289,,,4.67,46.75,51.43,128,0,222224
blackscholes,clang,asan,1,4,1,133694,,,8.49,93.31,101.81,255,0,437844
blackscholes,clang,asan,1,0,1,9185,,,0.06,5.82,5.89,22,0,33556
blackscholes,clang,asan,1,1,1,17481,,,1.15,11.68,12.84,36,0,60500
blackscholes,clang,asan,1,2,1,34087,,,1.41,23.34,24.76,70,0,114408
blackscholes,clang,asan,1,3,1,67289,,,3.76,46.68,50.45,128,0,222224
blackscholes,clang,asan,1,4,1,133694,,,7.46,93.32,100.8,251,0,437844
blackscholes,clang,asan,1,0,1,9185,,,0.04,5.83,5.88,24,0,33556
blackscholes,clang,asan,1,1,1,17481,,,1.11,11.67,12.79,35,0,60500
blackscholes,clang,asan,1,2,1,34088,,,2.43,23.37,25.8,68,0,114408
blackscholes,clang,asan,1,3,1,67289,,,2.96,46.64,49.61,131,0,222224
blackscholes,clang,asan,1,4,1,133694,,,8.41,93.41,101.84,252,0,437844
blackscholes,clang,asan,1,0,1,9185,,,0.08,5.8,5.89,24,0,33556
blackscholes,clang,asan,1,1,1,17481,,,1.16,11.68,12.84,35,0,60500
blackscholes,clang,asan,1,2,1,34087,,,2.43,23.37,25.8,64,0,114408
blackscholes,clang,asan,1,3,1,67289,,,3.72,46.71,50.44,131,0,222224
blackscholes,clang,asan,1,4,1,133694,,,8.39,93.27,101.68,255,0,437844
blackscholes,clang,asan,1,0,1,9185,,,0.07,5.82,5.89,20,0,33556
blackscholes,clang,asan,1,1,1,17481,,,1.18,11.68,12.86,38,0,60500
blackscholes,clang,asan,1,2,1,34087,,,2.33,23.36,25.7,66,0,114408
blackscholes,clang,asan,1,3,1,67289,,,4.69,46.74,51.44,130,0,222224
blackscholes,clang,asan,1,4,1,133694,,,8.51,93.38,101.91,258,0,437844
blackscholes,clang,asan,1,0,1,9185,,,0.07,5.82,5.89,20,0,33556
blackscholes,clang,asan,1,1,1,17481,,,0.34,11.65,11.99,36,0,60500
blackscholes,clang,asan,1,2,1,34087,,,2.26,23.38,25.64,70,0,114408
blackscholes,clang,asan,1,3,1,67289,,,4.72,46.71,51.45,127,0,222224
blackscholes,clang,asan,1,4,1,133694,,,8.55,93.41,101.97999999999999,255,0,437844
bodytrack,clang,asan,1,0,1,32851,,,0.04,10.86,10.9,29,0,123960
bodytrack,clang,asan,1,1,1,38137,,,0.06,21.05,21.11,54,0,137472
bodytrack,clang,asan,1,2,1,48543,,,0.64,41.71,42.36,94,0,164308
bodytrack,clang,asan,1,3,1,69526,,,1.25,83.12,84.39,171,0,218352
bodytrack,clang,asan,1,4,1,111457,,,1.07,166.04,167.13,336,0,325908
bodytrack,clang,asan,1,0,1,32851,,,0.06,10.67,10.74,30,0,123960
bodytrack,clang,asan,1,1,1,38137,,,0.28,21.06,21.34,50,0,137472
bodytrack,clang,asan,1,2,4,48558,,,0.65,41.84,42.5,95,0,164308
bodytrack,clang,asan,1,3,5,69532,,,0.31,83.25,83.57,173,0,218352
bodytrack,clang,asan,1,4,1,111457,,,1.33,166.34,167.7,334,0,325908
bodytrack,clang,asan,1,0,1,32851,,,0.05,10.7,10.76,30,0,123960
bodytrack,clang,asan,1,1,1,38137,,,0.08,21.07,21.16,48,0,137472
bodytrack,clang,asan,1,2,1,48552,,,0.77,41.76,42.54,93,0,164308
bodytrack,clang,asan,1,3,1,69528,,,0.22,83.11,83.35,176,0,218352
bodytrack,clang,asan,1,4,5,111452,,,1.37,166.34,167.73,343,0,329272
bodytrack,clang,asan,1,0,1,32072,,,0.03,10.69,10.73,25,0,131064
bodytrack,clang,asan,1,1,1,37358,,,0.05,20.98,21.04,51,0,144576
bodytrack,clang,asan,1,2,1,47763,,,0.47,41.85,42.33,94,0,171408
bodytrack,clang,asan,1,3,1,68736,,,0.1,83.26,83.37,172,0,225452
bodytrack,clang,asan,1,4,1,110677,,,2.02,166.12,168.17000000000002,340,0,333008
bodytrack,clang,asan,1,0,1,32072,,,0.03,10.7,10.73,30,0,131064
bodytrack,clang,asan,1,1,1,37358,,,0.04,21.02,21.06,45,0,144576
bodytrack,clang,asan,1,2,1,47774,,,0.06,41.86,41.93,93,0,171408
bodytrack,clang,asan,1,3,1,68736,,,0.12,83.32,83.45,180,0,225452
bodytrack,clang,asan,1,4,2,110167,,,1.97,166.42,168.41,340,0,333008
bodytrack,clang,asan,1,0,2,31481,,,0.02,10.72,10.74,30,0,132784
bodytrack,clang,asan,1,1,1,35744,,,0.02,21.04,21.07,50,0,146296
bodytrack,clang,asan,1,2,1,46149,,,0.05,41.82,41.88,92,0,173128
bodytrack,clang,asan,1,3,1,67122,,,0.07,83.35,83.44,171,0,227172
bodytrack,clang,asan,1,4,1,109063,,,0.14,166.15,166.31,343,0,334728
bodytrack,clang,asan,1,0,1,31480,,,0.0,10.71,10.72,22,0,132784
bodytrack,clang,asan,1,1,1,35744,,,0.02,21.02,21.05,51,0,146296
bodytrack,clang,asan,1,2,1,46149,,,0.03,41.8,41.84,93,0,173128
bodytrack,clang,asan,1,3,1,67122,,,0.05,83.39,83.46000000000001,175,0,227172
bodytrack,clang,asan,1,4,1,109066,,,1.54,166.66,168.22,348,0,334728
bodytrack,clang,asan,1,0,1,31480,,,0.02,10.69,10.71,28,0,132784
bodytrack,clang,asan,1,1,1,35744,,,0.02,21.02,21.05,51,0,146296
bodytrack,clang,asan,1,2,1,46149,,,0.02,41.82,41.85,92,0,173128
bodytrack,clang,asan,1,3,1,67123,,,0.37,83.26,83.64,172,0,227172
bodytrack,clang,asan,1,4,1,109064,,,0.74,166.31,167.07,342,0,334728
bodytrack,clang,asan,1,0,2,31481,,,0.02,10.72,10.75,26,0,132784
bodytrack,clang,asan,1,1,1,35744,,,0.02,21.07,21.1,49,0,146296
bodytrack,clang,asan,1,2,1,46149,,,0.02,41.78,41.81,92,0,173128
bodytrack,clang,asan,1,3,1,67130,,,0.25,83.15,83.41,175,0,227172
bodytrack,clang,asan,1,4,1,109063,,,0.68,166.04,166.75,337,0,334728
bodytrack,clang,asan,1,0,1,31480,,,0.02,10.7,10.73,26,0,132784
bodytrack,clang,asan,1,1,1,35744,,,0.03,21.03,21.07,52,0,146296
bodytrack,clang,asan,1,2,1,46149,,,0.04,41.78,41.84,93,0,173128
bodytrack,clang,asan,1,3,3,67132,,,0.4,83.14,83.55,170,0,227172
bodytrack,clang,asan,1,4,1,109063,,,0.81,166.13,166.96,333,0,334728
swaptions,clang,asan,1,0,1,156288,,,0.1,9.48,9.58,26,0,389592
swaptions,clang,asan,1,1,1,160714,,,0.11,18.97,19.09,41,0,403396
swaptions,clang,asan,1,2,1,169561,,,0.1,38.0,38.1,81,0,431004
swaptions,clang,asan,1,3,1,187243,,,0.14,76.0,76.15,150,0,486160
swaptions,clang,asan,1,4,1,222654,,,0.12,152.09,152.24,301,0,596472
swaptions,clang,asan,1,0,1,156288,,,0.07,9.5,9.58,25,0,389592
swaptions,clang,asan,1,1,1,160714,,,0.1,18.98,19.09,43,0,403396
swaptions,clang,asan,1,2,1,169561,,,0.09,38.02,38.12,77,0,431004
swaptions,clang,asan,1,3,1,187243,,,0.16,75.97,76.15,149,0,486160
swaptions,clang,asan,1,4,1,222659,,,0.17,151.99,152.18,303,0,596472
swaptions,clang,asan,1,0,2,156288,,,0.08,9.5,9.59,21,0,389592
swaptions,clang,asan,1,1,1,160714,,,0.08,18.99,19.08,42,0,403396
swaptions,clang,asan,1,2,1,169561,,,0.09,38.0,38.1,75,0,431004
swaptions,clang,asan,1,3,1,187243,,,0.11,75.99,76.11,160,0,486160
swaptions,clang,asan,1,4,1,222654,,,0.16,152.08,152.26,293,0,596472
swaptions,clang,asan,1,0,1,156288,,,0.11,9.47,9.59,22,0,389592
swaptions,clang,asan,1,1,1,160714,,,0.1,18.98,19.08,44,0,403396
swaptions,clang,asan,1,2,1,169563,,,0.13,37.99,38.13,77,0,431004
swaptions,clang,asan,1,3,1,187243,,,0.11,76.03,76.15,145,0,486160
swaptions,clang,asan,1,4,1,222654,,,0.15,151.98,152.15,299,0,596472
swaptions,clang,asan,1,0,1,156288,,,0.1,9.48,9.59,23,0,389592
swaptions,clang,asan,1,1,1,160714,,,0.09,18.99,19.09,39,0,403396
swaptions,clang,asan,1,2,1,169561,,,0.1,37.98,38.09,78,0,431004
swaptions,clang,asan,1,3,1,187243,,,0.11,76.0,76.12,154,0,486160
swaptions,clang,asan,1,4,1,222654,,,0.21,151.99,152.22,300,0,596472
swaptions,clang,asan,1,0,1,156288,,,0.09,9.51,9.61,23,0,389592
swaptions,clang,asan,1,1,1,160717,,,0.06,19.04,19.12,38,0,403396
swaptions,clang,asan,1,2,1,169561,,,0.1,37.99,38.1,80,0,431004
swaptions,clang,asan,1,3,1,187243,,,0.12,76.0,76.14,151,0,486160
swaptions,clang,asan,1,4,1,222654,,,0.17,152.04,152.23,301,0,596472
swaptions,clang,asan,1,0,1,156288,,,0.09,9.48,9.58,22,0,389592
swaptions,clang,asan,1,1,1,160714,,,0.13,18.97,19.1,38,0,403396
swaptions,clang,asan,1,2,1,169561,,,0.1,37.99,38.1,81,0,431004
swaptions,clang,asan,1,3,1,187243,,,0.15,75.97,76.13,152,0,486160
swaptions,clang,asan,1,4,1,222658,,,0.16,152.1,152.28,302,0,596472
swaptions,clang,asan,1,0,1,156288,,,0.08,9.5,9.58,19,0,389592
swaptions,clang,asan,1,1,1,160714,,,0.1,18.98,19.09,39,0,403396
swaptions,clang,asan,1,2,1,169561,,,0.11,37.96,38.08,76,0,431004
